cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2550ps,other_out_2550ps,margin_2550ps,correct_2550ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3350ps,other_out_3350ps,margin_3350ps,correct_3350ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,bwd_signal,max_abs_output_delta_signal,max_output_delta_node,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta,sum_d_readout_out0_signed,sum_d_readout_out1_signed,d_output_bias_out0_signed,d_output_bias_out1_signed
112,train,24,0,True,True,0.172465,0.175593,-0.00312815,0.208355,0.211571,0.208346,0.211562,0.172727,0.175855,False,0.35681999999999997,0.172465,0.175593,-0.00312815,False,0.172593,0.175721,-0.00312791,False,0.172679,0.175806,-0.00312775,False,0.516789,0.262486,0.42709,0.516068,0.296973,0.399473,0.14388,0.291801,0.00194818,0.00191336,-0.00280412,1.20946,1.0464,1.04306,1.04386,-0.00312773,4.19762e-07,0.0021578,6.67447e-07,0.0021578,2.83556e-06,-0.011536931,-0.0017718034,-6.58177e-07,-6.67447e-07
113,train,56,1,True,True,0.175605,0.172476,0.00312827,0.208368,0.211585,0.208358,0.211576,0.172739,0.175868,True,0.3319903,0.175605,0.172476,0.00312827,True,0.175733,0.172605,0.00312813,True,0.175819,0.172691,0.00312855,True,0.0835114,0.48009,0.460324,0.210826,0.454942,0.2032,0.440416,0.322613,0.00194805,0.00191321,-0.00280307,1.20946,0.0229368,1.04306,1.04386,0.00312895,6.77874e-07,1.08637e-06,6.67444e-07,1.08637e-06,2.83555e-06,-7.756346000000001e-06,-7.258003999999999e-06,-6.58174e-07,-6.67444e-07
114,train,25,0,True,True,0.172456,0.175584,-0.00312804,0.208345,0.211561,0.208336,0.211552,0.172718,0.175845,False,0.560572625,0.172456,0.175584,-0.00312804,False,0.172584,0.175712,-0.00312782,False,0.172669,0.175797,-0.00312765,False,0.50609,0.566316,0.698648,0.753646,0.289464,0.770115,0.251963,0.648339,0.00194829,0.00191346,-0.00280387,1.20946,1.0464,1.04306,1.04386,-0.00312761,4.32505e-07,0.00240216,6.67441e-07,0.00240216,2.83553e-06,-0.014154290000000002,0.00031550300000000007,-6.58171e-07,-6.67441e-07
115,train,57,1,True,True,0.175589,0.172461,0.00312812,0.208351,0.211567,0.208339,0.211558,0.172722,0.175851,True,0.36300319999999997,0.175589,0.172461,0.00312812,True,0.175718,0.172589,0.00312811,True,0.175803,0.172674,0.00312865,True,0.0818106,0.48645,0.483783,0.251085,0.484802,0.354263,0.420878,0.340954,0.00194825,0.0019134,-0.00280231,1.20946,0.0229368,1.04306,1.04386,0.00312829,1.71305e-07,1.08098e-06,6.67439e-07,1.08098e-06,2.83552e-06,-7.65309e-06,-7.2618710000000006e-06,-6.58169e-07,-6.67439e-07
116,train,26,0,True,True,0.172464,0.175594,-0.00312967,0.208351,0.211568,0.208342,0.211558,0.172724,0.175853,False,0.560397625,0.172464,0.175594,-0.00312967,False,0.172592,0.175721,-0.00312906,False,0.172676,0.175805,-0.00312862,False,0.436849,0.770102,0.681453,0.713739,0.770103,0.151298,0.22418,0.735457,0.00194823,0.0019134,-0.00280383,1.20946,1.0464,1.04306,1.04386,-0.0031278,1.86908e-06,0.00832064,6.67436e-07,0.00832064,2.83551e-06,-0.012471435000000001,-0.007887194,-6.58166e-07,-6.67436e-07
117,train,58,1,True,True,0.175599,0.172471,0.00312822,0.208363,0.21158,0.208355,0.211571,0.172735,0.175863,True,0.30504495000000004,0.175599,0.172471,0.00312822,True,0.175728,0.1726,0.00312799,True,0.175814,0.172686,0.00312781,True,0.0908086,0.483583,0.467344,0.172846,0.377791,0.10718,0.425727,0.31508,0.00194808,0.00191326,-0.00280433,1.20946,0.0229368,1.04306,1.04386,0.00312784,-3.77234e-07,1.07501e-06,6.67433e-07,1.07501e-06,2.8355e-06,-7.562964e-06,-7.194711000000001e-06,-6.58163e-07,-6.67433e-07
118,train,27,0,True,True,0.172463,0.175592,-0.00312837,0.208351,0.211568,0.208343,0.211559,0.172725,0.175852,False,0.54205225,0.172463,0.175592,-0.00312837,False,0.172591,0.175719,-0.0031281,False,0.172676,0.175804,-0.00312791,False,0.770112,0.770113,0.770113,0.770113,0.241903,0.12439,0.119561,0.770113,0.00194822,0.00191339,-0.00280394,1.20946,1.0464,1.04306,1.04386,-0.0031279,4.67725e-07,0.00197177,6.67431e-07,0.00197177,2.83549e-06,-0.011163191999999999,6.304000000000032e-05,-6.58161e-07,-6.67431e-07
119,train,59,1,True,True,0.175605,0.172476,0.00312833,0.208369,0.211585,0.208357,0.211577,0.172739,0.175868,True,0.235791625,0.175605,0.172476,0.00312833,True,0.175734,0.172605,0.00312824,True,0.17582,0.17269,0.00312911,True,0.082853,0.247884,0.142691,0.288773,0.750944,0.118654,0.138684,0.11585,0.00194806,0.0019132,-0.002802,1.20946,0.0198614,1.04306,1.04386,0.00312975,1.41473e-06,1.06754e-06,6.67428e-07,1.06754e-06,2.83548e-06,-7.482726e-06,-7.199000999999999e-06,-6.58158e-07,-6.67428e-07
120,train,28,0,True,True,0.172458,0.175586,-0.00312809,0.208348,0.211565,0.208339,0.211555,0.172721,0.175848,False,0.36707737499999993,0.172458,0.175586,-0.00312809,False,0.172587,0.175714,-0.00312787,False,0.172672,0.1758,-0.00312744,False,0.52447,0.365733,0.453304,0.600734,0.118889,0.344019,0.136189,0.393281,0.00194825,0.00191344,-0.00280454,1.20946,1.0464,1.04306,1.04386,-0.0031276,4.89022e-07,0.00195064,6.67425e-07,0.00195064,2.83547e-06,-0.012243669,-0.0007939837,-6.58155e-07,-6.67425e-07
121,train,60,1,True,True,0.175615,0.172486,0.00312848,0.208381,0.211598,0.208367,0.21159,0.172749,0.17588,True,0.1511760125,0.175615,0.172486,0.00312848,True,0.175745,0.172616,0.00312855,True,0.175831,0.172701,0.0031302,True,0.209429,0.0830459,0.168639,0.236886,0.0841124,0.264663,0.0826328,0.08,0.00194795,0.00191306,-0.00280045,1.20946,0.0198544,1.04306,1.04386,0.00313061,2.13315e-06,1.06147e-06,6.67423e-07,1.06147e-06,2.83546e-06,-7.3953050000000005e-06,-7.192634e-06,-6.58153e-07,-6.67423e-07
122,train,29,0,True,True,0.172459,0.175587,-0.00312813,0.208348,0.211565,0.208339,0.211556,0.172721,0.175849,False,0.36093624999999996,0.172459,0.175587,-0.00312813,False,0.172587,0.175715,-0.00312792,False,0.172673,0.1758,-0.00312777,False,0.531274,0.502889,0.534256,0.557204,0.152056,0.089561,0.157529,0.362721,0.00194825,0.00191343,-0.00280388,1.20946,1.0464,1.04306,1.04386,-0.00312769,4.42314e-07,0.00198294,6.6742e-07,0.00198294,2.83544e-06,-0.011803567,-0.0010125225000000002,-6.5815e-07,-6.6742e-07
123,train,61,1,True,True,0.175596,0.172467,0.00312843,0.208358,0.211575,0.20835,0.211566,0.17273,0.175858,True,0.19387995,0.175596,0.172467,0.00312843,True,0.175724,0.172596,0.00312821,True,0.17581,0.172682,0.00312805,True,0.0863096,0.241792,0.27736,0.148773,0.247982,0.215356,0.199654,0.133813,0.00194814,0.00191331,-0.00280403,1.20946,0.0229368,1.04306,1.04386,0.00312874,3.10575e-07,1.05534e-06,6.67417e-07,1.05534e-06,2.83543e-06,-7.3125770000000005e-06,-7.1862450000000005e-06,-6.58148e-07,-6.67417e-07
124,train,30,0,True,True,0.17246,0.175588,-0.00312817,0.208349,0.211565,0.20834,0.211556,0.172722,0.175849,False,0.4866560000000001,0.17246,0.175588,-0.00312817,False,0.172588,0.175716,-0.00312793,False,0.172673,0.175801,-0.00312776,False,0.743989,0.637715,0.708511,0.703339,0.198008,0.152937,0.1903,0.558449,0.00194825,0.00191342,-0.00280393,1.20946,1.0464,1.04306,1.04386,-0.0031279,2.7018e-07,0.00197516,6.67415e-07,0.00197516,2.83542e-06,-0.012457676999999999,-5.433e-06,-6.58145e-07,-6.67415e-07
125,train,62,1,True,True,0.175588,0.172459,0.00312809,0.208349,0.211566,0.20834,0.211557,0.172722,0.175849,True,0.282842625,0.175588,0.172459,0.00312809,True,0.175716,0.172588,0.00312787,True,0.175801,0.172673,0.00312771,True,0.08203,0.405599,0.394167,0.173139,0.384138,0.142556,0.412841,0.268271,0.00194824,0.00191342,-0.00280396,1.20946,0.0229368,1.04306,1.04386,0.00312796,-1.32238e-07,1.04922e-06,6.67412e-07,1.04922e-06,2.83541e-06,-7.225782e-06,-7.19157e-06,-6.58142e-07,-6.67412e-07
126,train,31,0,True,True,0.17245,0.175578,-0.00312801,0.208338,0.211555,0.20833,0.211546,0.172712,0.175839,False,0.315127875,0.17245,0.175578,-0.00312801,False,0.172578,0.175706,-0.0031278,False,0.172663,0.175791,-0.00312764,False,0.291619,0.360851,0.342939,0.426903,0.444661,0.192956,0.107367,0.353727,0.00194836,0.00191353,-0.00280369,1.20946,1.0464,1.04306,1.04386,-0.00312732,6.92876e-07,0.00252062,6.67409e-07,0.00252062,2.8354e-06,-0.010522065,-0.0038061250000000005,-6.5814e-07,-6.67409e-07
127,train,63,1,True,True,0.175579,0.172451,0.00312838,0.20834,0.211556,0.208331,0.211547,0.172713,0.17584,True,0.3316285,0.175579,0.172451,0.00312838,True,0.175707,0.172579,0.00312811,True,0.175792,0.172664,0.00312792,True,0.306762,0.236775,0.145135,0.56106,0.770112,0.239122,0.139169,0.254893,0.00194835,0.00191352,-0.00280359,1.20946,0.0229368,1.04306,1.04386,0.00312762,-7.6334e-07,1.04191e-06,6.67407e-07,1.04191e-06,2.83539e-06,-7.148358e-06,-7.1617180000000005e-06,-6.58137e-07,-6.67407e-07
128,final_eval,0,0,False,False,0.172459,0.175588,-0.00312812,0.208349,0.211565,0.20834,0.211556,0.172723,0.175851,False,0.44785974999999995,0.172459,0.175588,-0.00312812,False,0.172588,0.175716,-0.00312787,False,0.172673,0.175801,-0.00312769,False,0.741245,0.57729,0.633202,0.77011,0.107267,0.142146,0.109099,0.502519,0.00194824,0.00191341,7.76472e-10,1.2,,,,,,,,,,,,,
129,final_eval,1,0,False,False,0.172447,0.175575,-0.00312795,0.208337,0.211553,0.208328,0.211544,0.172711,0.175838,False,0.383877,0.172447,0.175575,-0.00312795,False,0.172575,0.175703,-0.00312774,False,0.172661,0.175789,-0.00312758,False,0.632611,0.475342,0.540965,0.624457,0.124163,0.08,0.282379,0.311099,0.00194838,0.00191355,1.2,7.76471e-10,,,,,,,,,,,,,
130,final_eval,2,0,False,False,0.172452,0.17558,-0.00312801,0.208342,0.211559,0.208334,0.21155,0.172716,0.175844,False,0.29886775000000004,0.172452,0.17558,-0.00312801,False,0.172581,0.175708,-0.0031278,False,0.172666,0.175794,-0.00312764,False,0.460496,0.315118,0.428067,0.491527,0.139719,0.324761,0.106536,0.124718,0.00194831,0.00191348,1.2,7.76472e-10,,,,,,,,,,,,,
131,final_eval,3,0,False,False,0.172438,0.175566,-0.00312794,0.208326,0.211543,0.208317,0.211533,0.172701,0.175828,False,0.34778837500000004,0.172438,0.175566,-0.00312794,False,0.172566,0.175694,-0.00312774,False,0.172651,0.175779,-0.00312759,False,0.465983,0.392788,0.363332,0.423047,0.177356,0.430341,0.224457,0.305003,0.0019485,0.00191367,7.76471e-10,1.2,,,,,,,,,,,,,
132,final_eval,4,0,False,False,0.172439,0.175567,-0.00312791,0.208327,0.211544,0.208318,0.211534,0.172702,0.175829,False,0.383445,0.172439,0.175567,-0.00312791,False,0.172567,0.175695,-0.00312771,False,0.172652,0.17578,-0.00312756,False,0.584164,0.47028,0.462056,0.628547,0.255224,0.176976,0.145681,0.344632,0.00194848,0.00191365,7.76472e-10,1.2,,,,,,,,,,,,,
133,final_eval,5,0,False,False,0.172439,0.175567,-0.00312799,0.208326,0.211542,0.208317,0.211533,0.172701,0.175829,False,0.37133174999999996,0.172439,0.175567,-0.00312799,False,0.172567,0.175694,-0.00312776,False,0.172652,0.175779,-0.00312759,False,0.543454,0.493438,0.523504,0.44525,0.181826,0.385814,0.148522,0.248846,0.0019485,0.00191367,1.2,7.76471e-10,,,,,,,,,,,,,
134,final_eval,6,0,False,False,0.172434,0.175562,-0.00312782,0.208322,0.211539,0.208313,0.211529,0.172697,0.175824,False,0.543639875,0.172434,0.175562,-0.00312782,False,0.172562,0.17569,-0.00312761,False,0.172647,0.175775,-0.00312746,False,0.676339,0.66374,0.770114,0.650108,0.375466,0.351668,0.149631,0.712053,0.00194854,0.00191371,7.76471e-10,1.2,,,,,,,,,,,,,
135,final_eval,7,0,False,False,0.172435,0.175563,-0.0031278,0.208325,0.211541,0.208316,0.211532,0.172699,0.175827,False,0.42723375,0.172435,0.175563,-0.0031278,False,0.172564,0.175692,-0.00312759,False,0.172649,0.175777,-0.00312743,False,0.580763,0.423695,0.455836,0.753179,0.370996,0.391278,0.100993,0.34113,0.00194851,0.00191368,7.76472e-10,1.2,,,,,,,,,,,,,
136,final_eval,8,0,False,False,0.172431,0.175559,-0.0031278,0.20832,0.211536,0.20831,0.211526,0.172694,0.175822,False,0.41991187500000005,0.172431,0.175559,-0.0031278,False,0.17256,0.175687,-0.00312759,False,0.172645,0.175772,-0.00312743,False,0.464831,0.474401,0.515151,0.632988,0.357854,0.426654,0.152887,0.334529,0.00194857,0.00191373,7.76472e-10,1.2,,,,,,,,,,,,,
137,final_eval,9,0,False,False,0.172433,0.175561,-0.00312777,0.208322,0.211539,0.208313,0.211529,0.172697,0.175824,False,0.5125391,0.172433,0.175561,-0.00312777,False,0.172562,0.175689,-0.00312756,False,0.172647,0.175774,-0.0031274,False,0.715184,0.569406,0.590993,0.770114,0.328889,0.269307,0.0863048,0.770115,0.00194854,0.0019137,7.76472e-10,1.2,,,,,,,,,,,,,
138,final_eval,10,0,False,False,0.172433,0.175561,-0.00312781,0.208321,0.211538,0.208312,0.211528,0.172696,0.175824,False,0.34533500000000006,0.172433,0.175561,-0.00312781,False,0.172561,0.175689,-0.00312762,False,0.172646,0.175774,-0.00312747,False,0.460057,0.36972,0.432466,0.52793,0.162337,0.257971,0.106189,0.44601,0.00194855,0.00191371,1.2,7.76471e-10,,,,,,,,,,,,,
139,final_eval,11,0,False,False,0.172431,0.175559,-0.00312783,0.208319,0.211535,0.20831,0.211526,0.172694,0.175821,False,0.40108024999999997,0.172431,0.175559,-0.00312783,False,0.172559,0.175687,-0.00312763,False,0.172644,0.175772,-0.00312748,False,0.521068,0.418723,0.488581,0.608506,0.171098,0.317522,0.128222,0.554922,0.00194857,0.00191374,7.76471e-10,1.2,,,,,,,,,,,,,
140,final_eval,12,0,False,False,0.172435,0.175563,-0.00312789,0.208323,0.21154,0.208314,0.21153,0.172698,0.175826,False,0.49262754999999997,0.172435,0.175563,-0.00312789,False,0.172563,0.175691,-0.00312765,False,0.172648,0.175776,-0.00312748,False,0.685667,0.646988,0.616585,0.599858,0.0876884,0.560507,0.109723,0.634004,0.00194853,0.00191369,7.76472e-10,1.2,,,,,,,,,,,,,
141,final_eval,13,0,False,False,0.17243,0.175558,-0.00312812,0.208317,0.211534,0.208308,0.211524,0.172692,0.17582,False,0.41943698749999997,0.17243,0.175558,-0.00312812,False,0.172558,0.175686,-0.00312784,False,0.172643,0.17577,-0.00312765,False,0.599362,0.50374,0.580641,0.650401,0.0920689,0.244312,0.18933,0.495641,0.0019486,0.00191376,7.76472e-10,1.2,,,,,,,,,,,,,
142,final_eval,14,0,False,False,0.172425,0.175553,-0.00312778,0.208312,0.211528,0.208302,0.211518,0.172687,0.175814,False,0.5126675,0.172425,0.175553,-0.00312778,False,0.172553,0.17568,-0.00312755,False,0.172638,0.175765,-0.00312738,False,0.423736,0.592923,0.632225,0.63737,0.432503,0.537697,0.160092,0.684794,0.00194866,0.00191382,7.76472e-10,1.2,,,,,,,,,,,,,
143,final_eval,15,0,False,False,0.172433,0.175561,-0.00312794,0.208321,0.211537,0.208312,0.211528,0.172696,0.175823,False,0.456683375,0.172433,0.175561,-0.00312794,False,0.172561,0.175689,-0.0031277,False,0.172646,0.175774,-0.00312753,False,0.618181,0.572318,0.6045,0.673188,0.185134,0.114966,0.123926,0.761254,0.00194855,0.00191372,7.76472e-10,1.2,,,,,,,,,,,,,
144,final_eval,16,0,False,False,0.172422,0.17555,-0.00312786,0.208309,0.211526,0.2083,0.211516,0.172685,0.175812,False,0.30304525,0.172422,0.17555,-0.00312786,False,0.17255,0.175678,-0.00312767,False,0.172635,0.175763,-0.00312753,False,0.22759,0.408197,0.427667,0.31717,0.305109,0.211941,0.203672,0.323016,0.00194868,0.00191384,7.76472e-10,1.2,,,,,,,,,,,,,
145,final_eval,17,0,False,False,0.172426,0.175553,-0.00312776,0.208314,0.211531,0.208305,0.211521,0.172689,0.175817,False,0.489279625,0.172426,0.175553,-0.00312776,False,0.172554,0.175682,-0.00312755,False,0.172639,0.175767,-0.00312739,False,0.640951,0.717267,0.770113,0.685167,0.108697,0.284195,0.178522,0.529325,0.00194862,0.00191379,7.76472e-10,1.2,,,,,,,,,,,,,
146,final_eval,18,0,False,False,0.172417,0.175544,-0.00312764,0.208304,0.21152,0.208294,0.21151,0.172679,0.175806,False,0.6504125,0.172417,0.175544,-0.00312764,False,0.172545,0.175672,-0.00312741,False,0.17263,0.175757,-0.00312724,False,0.396961,0.770104,0.770104,0.710292,0.629719,0.710614,0.445404,0.770102,0.00194875,0.00191391,7.76472e-10,1.2,,,,,,,,,,,,,
147,final_eval,19,0,False,False,0.172423,0.17555,-0.00312773,0.208312,0.211528,0.208303,0.211519,0.172687,0.175814,False,0.531151625,0.172423,0.17555,-0.00312773,False,0.172551,0.175679,-0.00312752,False,0.172637,0.175764,-0.00312736,False,0.770115,0.613438,0.73708,0.770115,0.288301,0.178341,0.121709,0.770114,0.00194865,0.00191382,1.2,7.76471e-10,,,,,,,,,,,,,
148,final_eval,20,0,False,False,0.172424,0.175551,-0.00312778,0.208311,0.211527,0.208302,0.211518,0.172687,0.175814,False,0.5292485,0.172424,0.175551,-0.00312778,False,0.172552,0.175679,-0.00312755,False,0.172637,0.175764,-0.00312738,False,0.75562,0.482195,0.633557,0.770112,0.106731,0.619649,0.159538,0.706586,0.00194866,0.00191382,1.2,7.76472e-10,,,,,,,,,,,,,
149,final_eval,21,0,False,False,0.172419,0.175547,-0.00312769,0.208308,0.211524,0.208299,0.211515,0.172683,0.17581,False,0.3978995,0.172419,0.175547,-0.00312769,False,0.172548,0.175675,-0.00312749,False,0.172633,0.17576,-0.00312733,False,0.618181,0.473595,0.444862,0.551244,0.122733,0.505327,0.128291,0.338963,0.0019487,0.00191386,1.2,7.76472e-10,,,,,,,,,,,,,
150,final_eval,22,0,False,False,0.17241,0.175538,-0.00312753,0.208298,0.211514,0.208289,0.211505,0.172674,0.175801,False,0.5125206250000001,0.17241,0.175538,-0.00312753,False,0.172539,0.175666,-0.00312732,False,0.172624,0.175751,-0.00312717,False,0.572917,0.476237,0.588594,0.770113,0.330766,0.770113,0.260624,0.330801,0.0019488,0.00191396,7.76471e-10,1.2,,,,,,,,,,,,,
151,final_eval,23,0,False,False,0.172417,0.175545,-0.00312796,0.208304,0.211521,0.208295,0.211511,0.17268,0.175807,False,0.493214,0.172417,0.175545,-0.00312796,False,0.172545,0.175673,-0.00312766,False,0.17263,0.175758,-0.00312745,False,0.770111,0.473998,0.604056,0.755224,0.421596,0.138322,0.137644,0.644761,0.00194874,0.0019139,7.76472e-10,1.2,,,,,,,,,,,,,
152,final_eval,24,0,False,False,0.172411,0.175539,-0.00312758,0.208299,0.211515,0.20829,0.211506,0.172675,0.175802,False,0.35681999999999997,0.172411,0.175539,-0.00312758,False,0.17254,0.175667,-0.00312737,False,0.172625,0.175752,-0.00312722,False,0.516789,0.262486,0.42709,0.516068,0.296973,0.399473,0.14388,0.291801,0.00194879,0.00191395,1.2,7.76471e-10,,,,,,,,,,,,,
153,final_eval,25,0,False,False,0.172407,0.175534,-0.0031275,0.208294,0.21151,0.208285,0.211501,0.17267,0.175797,False,0.560572625,0.172407,0.175534,-0.0031275,False,0.172535,0.175662,-0.00312729,False,0.17262,0.175747,-0.00312713,False,0.50609,0.566316,0.698648,0.753646,0.289464,0.770115,0.251963,0.648339,0.00194885,0.00191401,1.2,7.76472e-10,,,,,,,,,,,,,
154,final_eval,26,0,False,False,0.172411,0.175538,-0.00312772,0.208297,0.211513,0.208288,0.211504,0.172673,0.1758,False,0.560399875,0.172411,0.175538,-0.00312772,False,0.172539,0.175666,-0.00312749,False,0.172623,0.175751,-0.00312733,False,0.436849,0.770111,0.681453,0.713739,0.770112,0.151298,0.22418,0.735457,0.00194882,0.00191398,1.2,7.76472e-10,,,,,,,,,,,,,
155,final_eval,27,0,False,False,0.172416,0.175544,-0.00312791,0.208303,0.21152,0.208294,0.21151,0.172679,0.175806,False,0.542046625,0.172416,0.175544,-0.00312791,False,0.172544,0.175672,-0.00312763,False,0.172629,0.175757,-0.00312744,False,0.770103,0.770104,0.770104,0.770104,0.241903,0.12439,0.119561,0.770104,0.00194874,0.00191391,1.2,7.76472e-10,,,,,,,,,,,,,
156,final_eval,28,0,False,False,0.172413,0.17554,-0.00312761,0.208302,0.211518,0.208293,0.211508,0.172677,0.175804,False,0.36707737499999993,0.172413,0.17554,-0.00312761,False,0.172541,0.175669,-0.0031274,False,0.172627,0.175754,-0.00312724,False,0.52447,0.365733,0.453304,0.600734,0.118889,0.344019,0.136189,0.393281,0.00194877,0.00191393,1.2,7.76472e-10,,,,,,,,,,,,,
157,final_eval,29,0,False,False,0.172415,0.175542,-0.00312769,0.208303,0.211519,0.208294,0.21151,0.172678,0.175805,False,0.36093624999999996,0.172415,0.175542,-0.00312769,False,0.172543,0.175671,-0.00312748,False,0.172628,0.175756,-0.00312733,False,0.531274,0.502889,0.534256,0.557204,0.152056,0.089561,0.157529,0.362721,0.00194875,0.00191391,1.2,7.76472e-10,,,,,,,,,,,,,
158,final_eval,30,0,False,False,0.172409,0.175537,-0.00312776,0.208295,0.211511,0.208286,0.211501,0.172671,0.175798,False,0.4866560000000001,0.172409,0.175537,-0.00312776,False,0.172537,0.175664,-0.00312753,False,0.172622,0.175749,-0.00312737,False,0.743989,0.637715,0.708511,0.703339,0.198008,0.152937,0.1903,0.558449,0.00194884,0.001914,1.2,7.76472e-10,,,,,,,,,,,,,
159,final_eval,31,0,False,False,0.172407,0.175535,-0.00312757,0.208296,0.211512,0.208287,0.211502,0.172671,0.175798,False,0.315127875,0.172407,0.175535,-0.00312757,False,0.172536,0.175663,-0.00312737,False,0.172621,0.175749,-0.00312721,False,0.291619,0.360851,0.342939,0.426903,0.444661,0.192956,0.107367,0.353727,0.00194883,0.00191399,1.2,7.76472e-10,,,,,,,,,,,,,
160,final_eval,32,1,False,False,0.175535,0.172407,0.00312754,0.208295,0.211512,0.208286,0.211502,0.172671,0.175798,True,0.3103241375,0.175535,0.172407,0.00312754,True,0.175663,0.172536,0.00312734,True,0.175748,0.172621,0.00312719,True,0.0938811,0.456305,0.374484,0.163556,0.490971,0.26999,0.367252,0.266154,0.00194883,0.00191399,1.2,7.76472e-10,,,,,,,,,,,,,
161,final_eval,33,1,False,False,0.17554,0.172412,0.00312771,0.208301,0.211517,0.208292,0.211508,0.172676,0.175803,True,0.2686391125,0.17554,0.172412,0.00312771,True,0.175668,0.172541,0.00312751,True,0.175754,0.172626,0.00312736,True,0.361298,0.0966629,0.122031,0.492813,0.349183,0.300039,0.218776,0.20831,0.00194877,0.00191393,1.2,7.76472e-10,,,,,,,,,,,,,
162,final_eval,34,1,False,False,0.175544,0.172415,0.00312846,0.208303,0.21152,0.208294,0.21151,0.172679,0.175806,True,0.247402075,0.175544,0.172415,0.00312846,True,0.175672,0.172543,0.00312815,True,0.175757,0.172629,0.00312787,True,0.0838406,0.400537,0.39741,0.10904,0.266488,0.131902,0.385266,0.204733,0.00194875,0.00191391,1.2,7.76472e-10,,,,,,,,,,,,,
163,final_eval,35,1,False,False,0.175541,0.172413,0.00312758,0.208303,0.211519,0.208295,0.211511,0.172678,0.175805,True,0.28502317499999996,0.175541,0.172413,0.00312758,True,0.17567,0.172542,0.00312736,True,0.175755,0.172628,0.0031272,True,0.497202,0.08,0.0873754,0.571344,0.284368,0.089561,0.410277,0.260058,0.00194874,0.0019139,7.76471e-10,1.2,,,,,,,,,,,,,
164,final_eval,36,1,False,False,0.175532,0.172405,0.00312763,0.208291,0.211507,0.208282,0.211498,0.172667,0.175794,True,0.4669079,0.175532,0.172405,0.00312763,True,0.17566,0.172533,0.00312741,True,0.175745,0.172618,0.00312725,True,0.16197,0.684524,0.770112,0.221052,0.0829502,0.459844,0.75628,0.598531,0.00194888,0.00191404,7.76472e-10,1.2,,,,,,,,,,,,,
165,final_eval,37,1,False,False,0.175543,0.172414,0.00312833,0.208302,0.211519,0.208294,0.211509,0.172678,0.175805,True,0.33589074999999996,0.175543,0.172414,0.00312833,True,0.175671,0.172543,0.00312791,True,0.175756,0.172628,0.00312762,True,0.102989,0.509698,0.564957,0.103372,0.107356,0.134907,0.770113,0.393734,0.00194875,0.00191391,7.76472e-10,1.2,,,,,,,,,,,,,
166,final_eval,38,1,False,False,0.17552,0.172392,0.00312741,0.208279,0.211495,0.20827,0.211485,0.172655,0.175782,True,0.382305125,0.17552,0.172392,0.00312741,True,0.175648,0.17252,0.00312721,True,0.175733,0.172606,0.00312705,True,0.370735,0.363315,0.391723,0.528047,0.377254,0.374888,0.202841,0.449638,0.00194902,0.00191417,7.76472e-10,1.2,,,,,,,,,,,,,
167,final_eval,39,1,False,False,0.175541,0.172414,0.00312768,0.208304,0.21152,0.208295,0.211511,0.172679,0.175806,True,0.20175882499999997,0.175541,0.172414,0.00312768,True,0.17567,0.172543,0.00312748,True,0.175756,0.172629,0.00312733,True,0.0808779,0.279686,0.34867,0.0841486,0.0901021,0.181483,0.39448,0.154623,0.00194873,0.00191389,1.2,7.76471e-10,,,,,,,,,,,,,
168,final_eval,40,1,False,False,0.175536,0.172408,0.00312771,0.208296,0.211512,0.208287,0.211503,0.172671,0.175799,True,0.21241474999999999,0.175536,0.172408,0.00312771,True,0.175664,0.172536,0.00312751,True,0.175749,0.172622,0.00312736,True,0.133549,0.283897,0.37404,0.08,0.19023,0.105815,0.336074,0.195713,0.00194883,0.00191399,7.76471e-10,1.2,,,,,,,,,,,,,
169,final_eval,41,1,False,False,0.175528,0.1724,0.00312801,0.208286,0.211503,0.208277,0.211493,0.172662,0.17579,True,0.24675849999999996,0.175528,0.1724,0.00312801,True,0.175656,0.172528,0.00312773,True,0.17574,0.172613,0.00312752,True,0.105732,0.36215,0.325922,0.165835,0.384943,0.156351,0.267067,0.206068,0.00194894,0.00191409,1.2,7.76471e-10,,,,,,,,,,,,,
170,final_eval,42,1,False,False,0.175536,0.172409,0.00312789,0.208296,0.211512,0.208284,0.211502,0.17267,0.175798,True,0.18587850000000003,0.175536,0.172409,0.00312789,True,0.175664,0.172536,0.00312819,True,0.175749,0.172621,0.00312822,True,0.212831,0.207436,0.26523,0.224674,0.113793,0.145288,0.128915,0.188861,0.00194885,0.001914,1.2,7.76472e-10,,,,,,,,,,,,,
171,final_eval,43,1,False,False,0.175534,0.172406,0.00312841,0.208294,0.211512,0.208284,0.211501,0.172669,0.175797,True,0.27282999999999996,0.175534,0.172406,0.00312841,True,0.175663,0.172534,0.00312834,True,0.175747,0.172619,0.00312809,True,0.11078,0.257738,0.13034,0.399908,0.770115,0.240898,0.097806,0.175055,0.00194886,0.00191401,7.76471e-10,1.2,,,,,,,,,,,,,
