cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2000ps,other_out_2000ps,margin_2000ps,correct_2000ps,target_out_2500ps,other_out_2500ps,margin_2500ps,correct_2500ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3500ps,other_out_3500ps,margin_3500ps,correct_3500ps,target_out_4050ps,other_out_4050ps,margin_4050ps,correct_4050ps,target_out_4500ps,other_out_4500ps,margin_4500ps,correct_4500ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10
106,train,10,1,True,True,0.0936908,0.0559976,0.0376932,0.0355331,0.127705,0.00041442,0.0799998,0.0559918,0.094355,True,0.24035262500000001,0.0936908,0.0559976,0.0376932,True,0.0940782,0.0559962,0.038082,True,0.0942775,0.0559949,0.0382826,True,0.0943576,0.0559934,0.0383642,True,0.094355,0.0559918,0.0383631,True,0.0943528,0.0559906,0.0383623,True,0.253449,0.245876,0.203749,0.27093,0.22854,0.220952,0.253449,0.245876,1.1579,0.00742967,1.2,3.02625e-07
107,train,11,1,True,True,0.0933291,0.0556131,0.037716,0.03537,0.127333,0.000444662,0.0797222,0.0556074,0.0939943,True,0.24016662500000002,0.0933291,0.0556131,0.037716,True,0.0937168,0.0556117,0.038105,True,0.0939162,0.0556105,0.0383057,True,0.0939969,0.0556089,0.0383879,True,0.0939943,0.0556074,0.0383869,True,0.0939921,0.0556062,0.038386,True,0.253274,0.245674,0.203586,0.270721,0.228371,0.220758,0.253274,0.245675,1.16014,0.00747811,1.2,3.02626e-07
108,final_eval,0,0,False,False,0.0851916,0.0576926,0.027499,0.118427,0.0903414,0.0235086,0.0366166,0.08535,0.0580383,True,0.0296236,0.0851916,0.0576926,0.027499,True,0.0852964,0.0579145,0.027382,True,0.0853498,0.0580299,0.0273198,True,0.0853524,0.0580399,0.0273125,True,0.08535,0.0580383,0.0273117,True,0.0853481,0.058037,0.0273111,True,0.0179138,0.0779115,-1.3865e-25,0.073903,-1.67722e-25,0.0293823,0.0177725,0.0201057,0.333597,0.310965,1.19661,1.15068
109,final_eval,1,0,False,False,0.0815761,0.0576898,0.0238862,0.114328,0.0903404,0.0135221,0.0367754,0.0815792,0.0580367,True,0.05331566625,0.0815761,0.0576898,0.0238862,True,0.0815836,0.0579125,0.023671,True,0.0815837,0.0580283,0.0235554,True,0.0815815,0.0580383,0.0235432,True,0.0815792,0.0580367,0.0235426,True,0.0815774,0.0580354,0.023542,True,0.0707047,0.0831916,8.55922e-50,0.155799,0.00275923,0.0602292,0.0352422,0.0185994,0.336193,0.30993,1.18667,1.14149
110,final_eval,2,0,False,False,0.063649,0.0579484,0.00570061,0.055334,0.090622,-0.000176868,0.0404289,0.0636425,0.058308,True,0.12843736249999999,0.063649,0.0579484,0.00570061,True,0.0636474,0.0581792,0.00546818,True,0.063646,0.0582991,0.00534683,True,0.0636442,0.0583096,0.00533461,True,0.0636425,0.058308,0.00533447,True,0.063641,0.0583067,0.00533435,True,0.181877,0.112385,0.12185,0.137316,0.0889949,0.123144,0.122639,0.139293,0.422184,0.279595,1.17691,1.13986
111,final_eval,3,0,False,False,0.0871533,0.0576877,0.0294656,0.120324,0.0903382,0.0233857,0.0366156,0.0872358,0.0580346,True,0.0401228125,0.0871533,0.0576877,0.0294656,True,0.0872127,0.0579104,0.0293023,True,0.0872383,0.0580262,0.0292122,True,0.0872382,0.0580362,0.0292021,True,0.0872358,0.0580346,0.0292013,True,0.0872339,0.0580333,0.0292006,True,0.0346733,0.0631916,0.0342177,0.0526668,0.0114619,0.0447679,0.0416726,0.0383307,0.333232,0.310972,1.16702,1.13987
112,final_eval,4,0,False,False,0.0783404,0.0576869,0.0206534,0.109581,0.0903371,0.0102164,0.0349354,0.0783323,0.0580334,True,0.052227175,0.0783404,0.0576869,0.0206534,True,0.0783384,0.0579095,0.0204289,True,0.0783366,0.0580252,0.0203114,True,0.0783345,0.058035,0.0202995,True,0.0783323,0.0580334,0.0202989,True,0.0783305,0.0580321,0.0202984,True,0.0677882,0.0274772,0.085788,0.0209791,0.0377188,0.0461493,0.0703642,0.0615526,0.338957,0.322043,1.15736,1.13986
113,final_eval,5,0,False,False,0.0838324,0.0576856,0.0261468,0.116371,0.090336,0.00958003,0.036615,0.0838237,0.0580325,True,0.0468713875,0.0838324,0.0576856,0.0261468,True,0.0838303,0.0579083,0.025922,True,0.0838284,0.0580241,0.0258043,True,0.0838261,0.0580341,0.025792,True,0.0838237,0.0580325,0.0257913,True,0.0838219,0.0580312,0.0257907,True,0.0619692,0.0498928,0.056781,0.021278,0.0215787,0.0428478,0.0552425,0.0653811,0.336127,0.310977,1.14767,1.13986
114,final_eval,6,1,False,False,0.0929601,0.0540157,0.0389444,0.0352061,0.126953,0.00177929,0.0786761,0.0540101,0.0936339,True,0.23996449999999997,0.0929601,0.0540157,0.0389444,True,0.0933479,0.0540143,0.0393336,True,0.0935474,0.0540131,0.0395343,True,0.0936365,0.0540116,0.0396249,True,0.0936339,0.0540101,0.0396238,True,0.0936318,0.0540089,0.0396229,True,0.253083,0.245456,0.203409,0.270495,0.228186,0.220548,0.253083,0.245456,1.16257,0.00766706,1.13993,1.13945
115,final_eval,7,1,False,False,0.0929582,0.0549379,0.0380203,0.0352058,0.126952,0.00197585,0.052187,0.0549323,0.0936344,True,0.2399615,0.0929582,0.0549379,0.0380203,True,0.0933462,0.0549366,0.0384096,True,0.0935457,0.0549353,0.0386104,True,0.093637,0.0549338,0.0387032,True,0.0936344,0.0549323,0.0387021,True,0.0936323,0.0549311,0.0387013,True,0.25308,0.245453,0.203407,0.270491,0.228183,0.220545,0.25308,0.245453,1.16242,0.100195,1.13986,1.13978
116,final_eval,8,1,False,False,0.0576841,0.0709243,-0.0132402,0.0901057,0.0903327,-0.000792791,0.0387691,0.070917,0.0580298,False,0.0725022125,0.0576841,0.0709243,-0.0132402,False,0.057906,0.0709225,-0.0130165,False,0.0580214,0.0709209,-0.0128995,False,0.0580314,0.070919,-0.0128876,False,0.0580298,0.070917,-0.0128872,False,0.0580285,0.0709154,-0.0128869,False,0.0804924,0.0924188,0.0832853,0.035423,0.0515871,0.0485865,0.100236,0.0879886,0.340996,0.294977,1.13968,1.13993
117,final_eval,9,1,False,False,0.0929572,0.0568043,0.0361529,0.035205,0.126949,0.000475624,0.0794321,0.0567985,0.0936219,True,0.2399575,0.0929572,0.0568043,0.0361529,True,0.0933442,0.0568029,0.0365413,True,0.0935433,0.0568016,0.0367417,True,0.0936245,0.0568,0.0368244,True,0.0936219,0.0567985,0.0368234,True,0.0936198,0.0567972,0.0368226,True,0.253075,0.245449,0.203403,0.270487,0.228179,0.220542,0.253076,0.245449,1.1623,0.00752949,1.13993,1.13945
118,final_eval,10,1,False,False,0.0929536,0.0552946,0.037659,0.0352048,0.126947,0.000475693,0.0794305,0.0552889,0.0936196,True,0.23995387499999996,0.0929536,0.0552946,0.037659,True,0.0933415,0.0552932,0.0380483,True,0.093541,0.0552919,0.038249,True,0.0936222,0.0552904,0.0383318,True,0.0936196,0.0552889,0.0383308,True,0.0936175,0.0552876,0.0383299,True,0.253072,0.245445,0.2034,0.270483,0.228176,0.220538,0.253072,0.245445,1.16237,0.00752978,1.13988,1.13978
119,final_eval,11,1,False,False,0.0929519,0.0549335,0.0380184,0.0352045,0.126945,0.000475763,0.0794291,0.0549279,0.093618,True,0.23995112499999996,0.0929519,0.0549335,0.0380184,True,0.0933398,0.0549321,0.0384077,True,0.0935393,0.0549309,0.0386084,True,0.0936206,0.0549294,0.0386912,True,0.093618,0.0549279,0.0386902,True,0.0936159,0.0549266,0.0386893,True,0.253069,0.245442,0.203398,0.27048,0.228173,0.220535,0.25307,0.245442,1.16242,0.00753003,1.13987,1.13978
