cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,act18,act19,act20,act21,act22,act23,act24,act25,act26,act27,act28,act29,act30,act31,lose0,lose1,lead01,lead10,bwd_signal
96,train,16,0,True,True,0.0639995,0.0574779,0.00652156,0.0964932,0.0897633,0.00241833,0.00399866,0.0640069,0.0574854,True,0.30233273437499997,0.0639995,0.0574779,0.00652156,True,0.22759,0.408197,0.427667,0.31717,0.231814,0.27518,0.484113,0.449003,0.245803,0.0915089,0.484293,0.170141,0.213436,0.41542,0.259818,0.299556,0.295627,0.370773,0.284352,0.315015,0.21828,0.459173,0.351915,0.486326,0.218155,0.167402,0.407356,0.1094,0.0866546,0.39984,0.155929,0.34774,0.336816,0.337368,4.82329e-07,1.2,0.0165707
97,train,48,1,True,True,0.0602524,0.0646056,-0.00435318,0.0971182,0.092626,0.00270555,0.00350506,0.0646129,0.0602598,False,0.27847712812500003,0.0602524,0.0646056,-0.00435318,False,0.08,0.351668,0.279981,0.202821,0.08,0.08,0.08,0.508844,0.374532,0.485841,0.312553,0.126397,0.144785,0.257703,0.230209,0.447111,0.16518,0.384128,0.238473,0.625685,0.0881789,0.264423,0.287092,0.366201,0.148552,0.359845,0.442458,0.603903,0.186866,0.284279,0.0800132,0.343546,0.33703,0.337308,4.82325e-07,1.2,1.04498
98,train,17,0,True,True,0.0926506,0.074906,0.0177446,0.12602,0.107735,-0.00297998,-0.000694615,0.0926565,0.074913,True,0.5592098125,0.0926506,0.074906,0.0177446,True,0.640951,0.717267,0.770218,0.685167,0.640639,0.770218,0.770217,0.08,0.556142,0.540357,0.490855,0.266687,0.657914,0.547428,0.42983,0.501111,0.710957,0.425472,0.476198,0.677034,0.770218,0.770218,0.738846,0.489363,0.468177,0.728558,0.140122,0.389749,0.672621,0.553825,0.552724,0.265631,0.335806,0.336289,4.82214e-07,1.2,0.0165181
99,train,49,1,True,True,0.0695938,0.0817051,-0.0121113,0.114744,0.10226,-0.00163852,0.000506265,0.0817118,0.0696012,False,0.44161815625,0.0695938,0.0817051,-0.0121113,False,0.437398,0.585711,0.328765,0.48025,0.394351,0.55264,0.406865,0.741314,0.47441,0.439654,0.314929,0.460786,0.408343,0.640349,0.242689,0.546889,0.413626,0.447758,0.537395,0.770218,0.205224,0.403282,0.279123,0.406121,0.263634,0.308333,0.49696,0.573909,0.77022,0.239658,0.409359,0.151618,0.335959,0.336451,4.82243e-07,1.2,1.04498
100,train,18,0,True,True,0.0715508,0.0737574,-0.00220664,0.104276,0.10655,-0.000535442,-0.000240623,0.0715581,0.0737644,False,0.6067198437499998,0.0715508,0.0737574,-0.00220664,False,0.396961,0.770219,0.77022,0.710292,0.406033,0.499166,0.770217,0.7319,0.760717,0.254451,0.683624,0.504713,0.323129,0.725372,0.658168,0.681111,0.73927,0.680932,0.757461,0.640471,0.698884,0.77022,0.334008,0.770218,0.65519,0.77022,0.770218,0.361542,0.324159,0.77022,0.156311,0.569418,0.336288,0.336345,1.2,4.82273e-07,1.04498
101,train,50,1,True,True,0.0630408,0.0617827,0.00125813,0.0942071,0.0955035,0.00439883,0.00433096,0.0617901,0.063048,True,0.31765800937500005,0.0630408,0.0617827,0.00125813,True,0.121863,0.439552,0.500355,0.112137,0.123061,0.135361,0.227347,0.626489,0.452932,0.566555,0.56882,0.0850332,0.0993251,0.132626,0.131386,0.225556,0.251829,0.114398,0.402673,0.113069,0.288308,0.451576,0.357185,0.63204,0.148381,0.340087,0.482893,0.48189,0.379328,0.402234,0.256607,0.51416,0.337299,0.337269,1.2,4.82337e-07,0.0188505
102,train,19,0,True,True,0.0773889,0.0647785,0.0126104,0.110294,0.0972929,-0.000133195,0.00238448,0.0773955,0.0647857,True,0.5035676562500001,0.0773889,0.0647785,0.0126104,True,0.77022,0.613438,0.73708,0.770219,0.77022,0.673231,0.740481,0.600106,0.679767,0.451011,0.546707,0.766435,0.148282,0.770217,0.672814,0.566444,0.770217,0.10703,0.770219,0.428504,0.203959,0.188936,0.605836,0.0851493,0.659274,0.28839,0.493336,0.264939,0.265644,0.229107,0.383289,0.0936637,0.336298,0.336997,4.82258e-07,1.2,0.012752
103,train,51,1,True,True,0.0472561,0.0483756,-0.00111952,0.0803412,0.0698617,0.00936787,0.0112587,0.0483816,0.0472535,False,0.17798735624999998,0.0472561,0.0483756,-0.00111952,False,0.0934422,0.186428,0.10577,0.280885,0.0938269,0.0977766,0.128652,0.287646,0.188172,0.276712,0.109967,0.137287,0.118466,0.365373,0.172647,0.302222,0.08,0.283752,0.08,0.582261,0.138693,0.0812031,0.155331,0.0823028,0.08,0.183231,0.305833,0.293151,0.117163,0.0849358,0.116649,0.085817,0.340224,0.342844,4.82543e-07,1.2,1.04498
104,train,20,0,True,True,0.081318,0.0605309,0.0207871,0.114344,0.0929124,0.000253847,0.00311687,0.0813244,0.0605385,True,0.4945984374999999,0.081318,0.0605309,0.0207871,True,0.75562,0.482195,0.633557,0.770219,0.759041,0.770218,0.770219,0.480662,0.631848,0.479632,0.672567,0.25177,0.155092,0.708045,0.31668,0.144889,0.656422,0.271122,0.676775,0.506086,0.77022,0.130881,0.673783,0.121638,0.502271,0.37195,0.289974,0.494981,0.484812,0.225805,0.690732,0.177444,0.336297,0.337137,4.82244e-07,1.2,0.0180719
105,train,52,1,True,True,0.0462399,0.0451555,0.00108434,0.0769487,0.0778282,0.00828116,0.00849158,0.0451592,0.046238,True,0.20938278437499996,0.0462399,0.0451555,0.00108434,True,0.08,0.25617,0.274205,0.152513,0.08,0.08,0.08,0.381006,0.260263,0.409216,0.305836,0.101872,0.144969,0.188314,0.175385,0.329333,0.121057,0.147301,0.17805,0.256047,0.213747,0.190663,0.241953,0.287203,0.101692,0.246129,0.357172,0.417779,0.0975959,0.191099,0.0957582,0.257921,0.339442,0.339534,1.2,4.82604e-07,0.00870631
106,train,21,0,True,True,0.0833567,0.0603873,0.0229694,0.116447,0.0927655,0.000498615,0.00356439,0.0833629,0.0603948,True,0.37282837499999993,0.0833567,0.0603873,0.0229694,True,0.618181,0.473595,0.444862,0.551244,0.50333,0.653568,0.588766,0.285308,0.546785,0.333348,0.210717,0.231546,0.14589,0.113203,0.298914,0.459333,0.478899,0.338639,0.18197,0.488443,0.112897,0.13329,0.508992,0.156248,0.412784,0.354276,0.197011,0.541184,0.637067,0.08,0.770218,0.08,0.336324,0.337241,4.82238e-07,1.2,0.0121336
107,train,53,1,True,True,0.0602925,0.0676113,-0.00731882,0.100217,0.0926676,0.00189715,0.00363772,0.0676185,0.0602999,False,0.3722113375,0.0602925,0.0676113,-0.00731882,False,0.490344,0.306697,0.332631,0.596352,0.502088,0.450262,0.708113,0.448643,0.311159,0.419665,0.373778,0.375039,0.510307,0.770218,0.383602,0.761997,0.368557,0.183356,0.760615,0.289737,0.19005,0.13857,0.200582,0.172177,0.357367,0.0907345,0.77022,0.0903189,0.0985885,0.169891,0.0922309,0.196873,0.336706,0.337267,4.82305e-07,1.2,1.04498
108,train,22,0,True,True,0.0675606,0.0661196,0.00144096,0.100165,0.0986784,0.00163832,0.00239065,0.0675679,0.0661269,True,0.40477296874999996,0.0675606,0.0661196,0.00144096,True,0.572917,0.476237,0.588594,0.770218,0.187003,0.418119,0.13461,0.314509,0.421387,0.332893,0.458976,0.603547,0.472393,0.135124,0.323238,0.77022,0.579874,0.486513,0.158183,0.370185,0.664796,0.255729,0.396014,0.158618,0.427508,0.305542,0.371796,0.679844,0.385138,0.260693,0.11079,0.361527,0.336597,0.336795,4.82305e-07,1.2,0.0213622
109,train,54,1,True,True,0.0561454,0.0526566,0.0034888,0.0847888,0.0883885,0.00643817,0.0061244,0.052664,0.0561526,True,0.27120846562499995,0.0561454,0.0526566,0.0034888,True,0.0908635,0.402777,0.436154,0.113948,0.0911744,0.0943664,0.119319,0.57726,0.330937,0.431779,0.494162,0.278401,0.266994,0.135124,0.13336,0.237556,0.212269,0.16143,0.324666,0.21556,0.150056,0.384367,0.226999,0.538504,0.152969,0.199946,0.478734,0.295041,0.0914506,0.396473,0.106803,0.509228,0.338178,0.337975,1.2,4.82405e-07,0.013313
110,train,23,0,True,True,0.0727471,0.0584385,0.0143086,0.105511,0.0907545,0.00103648,0.00356987,0.0727541,0.0584462,True,0.43418403124999994,0.0727471,0.0584385,0.0143086,True,0.770219,0.473998,0.604056,0.755224,0.770219,0.447795,0.586184,0.510943,0.484051,0.464186,0.681764,0.309424,0.368773,0.539772,0.349154,0.191111,0.640824,0.102991,0.666162,0.77022,0.146138,0.211314,0.238842,0.192979,0.423773,0.458359,0.256173,0.391733,0.283745,0.225883,0.450895,0.126985,0.33646,0.337242,4.82278e-07,1.2,0.0124157
111,train,55,1,True,True,0.0592333,0.0552609,0.00397242,0.0874785,0.091576,0.00585121,0.00551977,0.0552684,0.0592406,True,0.30365615625000003,0.0592333,0.0552609,0.00397242,True,0.10672,0.473012,0.469743,0.127738,0.107485,0.115336,0.176709,0.67128,0.363828,0.489778,0.533222,0.335322,0.32,0.154144,0.148387,0.275556,0.252521,0.197466,0.411847,0.286241,0.110742,0.422739,0.102435,0.595164,0.19118,0.196934,0.564543,0.279932,0.145145,0.438796,0.088495,0.564557,0.337873,0.33768,1.2,4.8237e-07,0.0105572
112,train,24,0,True,True,0.0734908,0.0512127,0.0222781,0.106279,0.0832872,0.00214646,0.00548328,0.0734976,0.0512199,True,0.33018465937499997,0.0734908,0.0512127,0.0222781,True,0.516789,0.262486,0.42709,0.516068,0.519245,0.330542,0.429106,0.331418,0.391048,0.292309,0.454688,0.169134,0.152699,0.0811283,0.08,0.770218,0.372047,0.0917682,0.255094,0.759376,0.574159,0.225637,0.085255,0.130609,0.193305,0.150604,0.0827046,0.50539,0.373637,0.178096,0.687235,0.177024,0.336767,0.338094,4.82274e-07,1.2,0.0123858
113,train,56,1,True,True,0.0652016,0.06393,0.00127159,0.0964219,0.0977322,0.00227677,0.0023087,0.0639375,0.0652089,True,0.36974891249999997,0.0652016,0.06393,0.00127159,True,0.0835114,0.48009,0.460324,0.210826,0.0836119,0.0846437,0.0927092,0.680754,0.444071,0.544597,0.522268,0.260647,0.200184,0.268744,0.238933,0.462667,0.265872,0.390436,0.400745,0.582166,0.230082,0.458533,0.507604,0.609238,0.217881,0.40297,0.603285,0.629988,0.112054,0.474821,0.257832,0.569877,0.336912,0.3369,1.2,4.82321e-07,0.0102239
114,train,25,0,True,True,0.0747443,0.0652669,0.00947738,0.107569,0.097797,-0.000514089,0.00116593,0.0747512,0.0652744,True,0.49559695625,0.0747443,0.0652669,0.00947738,True,0.50609,0.566316,0.698648,0.753646,0.518285,0.643483,0.767482,0.444206,0.345894,0.360454,0.554922,0.273093,0.373374,0.770219,0.652692,0.770218,0.608922,0.388739,0.636046,0.266556,0.770218,0.552081,0.580206,0.44777,0.512942,0.320625,0.600926,0.188758,0.43459,0.362178,0.0849636,0.10456,0.336228,0.336654,4.82269e-07,1.2,0.0125417
115,train,57,1,True,True,0.0680914,0.0668915,0.00119988,0.0994752,0.100712,0.00145669,0.00171009,0.0668988,0.0680985,True,0.40579986249999994,0.0680914,0.0668915,0.00119988,True,0.0818106,0.48645,0.483783,0.251085,0.0818624,0.0823944,0.0865532,0.689268,0.476962,0.593358,0.549548,0.174259,0.108528,0.324271,0.279621,0.545556,0.284635,0.419558,0.424256,0.626814,0.394945,0.483417,0.71222,0.635334,0.227983,0.53576,0.60558,0.770218,0.165671,0.495165,0.332006,0.576724,0.336729,0.336781,1.2,4.82302e-07,0.0127968
116,train,26,0,True,True,0.0708337,0.0665624,0.00427129,0.103537,0.0991325,0.000442722,0.00170521,0.0708408,0.0665695,True,0.5704588812500001,0.0708337,0.0665624,0.00427129,True,0.436849,0.770219,0.681453,0.713739,0.447063,0.551915,0.725787,0.527732,0.770218,0.21629,0.607984,0.179292,0.11773,0.77022,0.608184,0.731555,0.655079,0.77022,0.668178,0.769597,0.474282,0.757103,0.665837,0.57846,0.568032,0.77022,0.722335,0.582537,0.24905,0.741102,0.0949412,0.331481,0.336462,0.336809,4.82287e-07,1.2,0.0125987
117,train,58,1,True,True,0.0613657,0.0584821,0.00288355,0.0908025,0.0937758,0.0138615,0.0139741,0.0584897,0.061373,True,0.33548570625000007,0.0613657,0.0584821,0.00288355,True,0.0908086,0.483583,0.467344,0.172846,0.091118,0.0942939,0.119121,0.685431,0.425924,0.608653,0.518858,0.322876,0.278405,0.21636,0.197544,0.415333,0.261902,0.23172,0.423382,0.417129,0.147872,0.417405,0.190101,0.573813,0.217146,0.327512,0.595909,0.524366,0.0808091,0.460908,0.117638,0.559432,0.335053,0.334985,1.2,4.8235e-07,0.0124818
118,train,27,0,True,True,0.0702792,0.0664185,0.00386065,0.102964,0.0989823,0.000537876,0.00177435,0.0702862,0.0664256,True,0.5762745000000001,0.0702792,0.0664185,0.00386065,True,0.770219,0.77022,0.77022,0.77022,0.770219,0.770219,0.77022,0.460275,0.714359,0.247939,0.767575,0.56319,0.166871,0.77022,0.603472,0.679555,0.77022,0.603749,0.77022,0.418452,0.306635,0.634767,0.359465,0.424148,0.742744,0.770218,0.46357,0.629756,0.278817,0.633405,0.158523,0.111102,0.33647,0.336809,4.8229e-07,1.2,0.0124142
119,train,59,1,True,True,0.0461839,0.0490159,-0.00283201,0.0810185,0.0739714,0.00883835,0.0102319,0.0490226,0.0461813,False,0.20345556875,0.0461839,0.0490159,-0.00283201,False,0.082853,0.247884,0.142691,0.288773,0.0829347,0.083773,0.0895319,0.369914,0.239635,0.363331,0.152902,0.127495,0.128037,0.376252,0.171947,0.343778,0.110305,0.31062,0.154214,0.648492,0.137164,0.107931,0.153285,0.133464,0.0948936,0.226968,0.339774,0.38346,0.08,0.118205,0.08,0.140071,0.339551,0.34088,4.82527e-07,1.2,1.04498
120,train,28,0,True,True,0.0671613,0.0559632,0.0111981,0.0997539,0.0882013,0.00205297,0.00428774,0.0671686,0.0559709,True,0.32390320312500004,0.0671613,0.0559632,0.0111981,True,0.52447,0.365733,0.453304,0.600734,0.477595,0.292231,0.401702,0.311811,0.176618,0.145722,0.514105,0.203177,0.317791,0.61053,0.381501,0.504222,0.435398,0.240863,0.376011,0.258272,0.270132,0.0915819,0.46067,0.087747,0.271456,0.425041,0.0810616,0.116556,0.277561,0.160434,0.353496,0.177376,0.336704,0.337482,4.82308e-07,1.2,0.0171734
121,train,60,1,True,True,0.0462342,0.0442654,0.00196879,0.0701039,0.0660736,0.0106092,0.0117417,0.044263,0.0462317,True,0.166077096875,0.0462342,0.0442654,0.00196879,True,0.209429,0.0830459,0.168639,0.236886,0.213134,0.121576,0.282553,0.149255,0.114025,0.21629,0.183075,0.196496,0.235521,0.304688,0.129157,0.25,0.0866121,0.08,0.0961921,0.08,0.223061,0.10792,0.268197,0.133441,0.0840021,0.08,0.314953,0.08,0.204631,0.0879878,0.202906,0.0907941,0.341904,0.344031,1.2,4.82605e-07,0.00808078
122,train,29,0,True,True,0.0727302,0.0600407,0.0126895,0.105495,0.0924083,0.000861689,0.00299035,0.0727371,0.0600483,True,0.3632639218750001,0.0727302,0.0600407,0.0126895,True,0.531274,0.502889,0.534256,0.557204,0.536966,0.574916,0.485106,0.229424,0.299534,0.158291,0.291731,0.0973875,0.517669,0.355944,0.397229,0.448222,0.495627,0.33564,0.311726,0.270843,0.208625,0.40614,0.253963,0.278854,0.352981,0.457895,0.08,0.428007,0.289333,0.303197,0.444964,0.188608,0.336433,0.337073,4.82278e-07,1.2,0.0121325
123,train,61,1,True,True,0.0449823,0.0429659,0.0020164,0.0720455,0.0724059,0.0100206,0.0102839,0.0429635,0.0449798,True,0.20643015312499996,0.0449823,0.0429659,0.0020164,True,0.0863096,0.241792,0.27736,0.148773,0.0864902,0.0883441,0.102837,0.361759,0.220638,0.367723,0.309504,0.226238,0.256319,0.183156,0.17131,0.294667,0.118245,0.136673,0.173658,0.219703,0.167826,0.177783,0.194304,0.267167,0.114309,0.174105,0.384019,0.274307,0.166847,0.190306,0.165645,0.257648,0.340421,0.340598,1.2,4.82649e-07,0.010223
124,train,30,0,True,True,0.0691711,0.0575786,0.0115925,0.101825,0.0898647,0.00195432,0.00365042,0.0691781,0.0575861,True,0.466927471875,0.0691711,0.0575786,0.0115925,True,0.743989,0.637715,0.708511,0.703339,0.735565,0.753624,0.770218,0.105184,0.0955241,0.54172,0.510695,0.293775,0.25135,0.621491,0.608311,0.588889,0.683675,0.385698,0.479481,0.770219,0.128429,0.609739,0.254643,0.277818,0.486417,0.203397,0.199509,0.77022,0.111336,0.345895,0.175719,0.389584,0.336737,0.337312,4.82296e-07,1.2,0.012182
125,train,62,1,True,True,0.060954,0.0604607,0.000493337,0.092844,0.0933515,0.00287275,0.00311044,0.0604684,0.0609615,True,0.3220135062500001,0.060954,0.0604607,0.000493337,True,0.08203,0.405599,0.394167,0.173139,0.0820881,0.0826846,0.0873475,0.581038,0.360638,0.474181,0.445336,0.385014,0.31319,0.216763,0.197862,0.401556,0.211846,0.339383,0.289498,0.494679,0.150791,0.390852,0.393434,0.509443,0.20064,0.257337,0.574024,0.418849,0.239826,0.385408,0.294638,0.471151,0.337052,0.337104,4.82358e-07,1.2,1.04498
126,train,31,0,True,True,0.063024,0.0525558,0.0104682,0.0954874,0.0846777,0.00326667,0.00563905,0.0630314,0.0525631,True,0.305921428125,0.063024,0.0525558,0.0104682,True,0.291619,0.360851,0.342939,0.426903,0.297675,0.359855,0.373106,0.521136,0.08,0.12755,0.385765,0.21123,0.277485,0.56677,0.445494,0.395111,0.296771,0.387394,0.343762,0.573926,0.124769,0.318001,0.11856,0.375332,0.227517,0.149342,0.382886,0.124132,0.381796,0.16564,0.258886,0.0972827,0.336949,0.337868,4.82337e-07,1.2,0.0180588
127,train,63,1,True,True,0.0452673,0.0510205,-0.00575321,0.0830989,0.0769445,0.00715415,0.00834792,0.0510279,0.0452675,False,0.29001146875,0.0452673,0.0510205,-0.00575321,False,0.306762,0.236775,0.145135,0.56106,0.313252,0.164239,0.305191,0.355043,0.232121,0.366814,0.155744,0.203177,0.219141,0.751805,0.213972,0.463555,0.231074,0.357544,0.436342,0.708727,0.197093,0.190201,0.159118,0.266024,0.169139,0.168004,0.518579,0.288136,0.134852,0.15085,0.124026,0.186872,0.338319,0.339084,4.82484e-07,1.2,1.04498
128,final_eval,0,0,False,False,0.0661558,0.0549219,0.0112339,0.0987164,0.0871239,0.00351664,0.00567603,0.0661629,0.0549293,True,0.35007528749999994,0.0661558,0.0549219,0.0112339,True,0.741245,0.57729,0.633202,0.770218,0.515351,0.501125,0.497816,0.443546,0.480223,0.264143,0.38716,0.511851,0.129693,0.443627,0.368702,0.08,0.659615,0.181302,0.420209,0.169106,0.187826,0.118194,0.285991,0.10759,0.473663,0.120928,0.196637,0.190528,0.159575,0.124835,0.367472,0.0937462,0.336988,0.337855,1.14894,1.19686,
129,final_eval,1,0,False,False,0.068784,0.0588855,0.00989843,0.101426,0.0912166,0.00182529,0.00396558,0.0687911,0.058893,True,0.37851922812499994,0.068784,0.0588855,0.00989843,True,0.632611,0.475342,0.540965,0.624457,0.532959,0.404768,0.527404,0.182714,0.381266,0.531271,0.225959,0.320039,0.401902,0.25045,0.562338,0.350222,0.531428,0.329745,0.126704,0.770219,0.0872333,0.260504,0.08,0.11615,0.410278,0.743052,0.339245,0.422181,0.151549,0.231893,0.202146,0.365621,0.336613,0.337302,1.13984,1.18705,
130,final_eval,2,0,False,False,0.0715732,0.0524714,0.0191017,0.104302,0.0845905,0.0130072,0.0151765,0.0715802,0.0524787,True,0.31487056562499993,0.0715732,0.0524714,0.0191017,True,0.460496,0.315118,0.428067,0.491527,0.392037,0.271189,0.405475,0.209157,0.23843,0.246879,0.308781,0.243992,0.494294,0.14141,0.10738,0.705333,0.368529,0.169229,0.175716,0.447187,0.572448,0.0992514,0.371486,0.121474,0.0913314,0.363564,0.426089,0.186606,0.480168,0.10104,0.561203,0.0809713,0.334438,0.335612,1.1398,1.17741,
131,final_eval,3,0,False,False,0.0670526,0.0555024,0.0115503,0.099642,0.0877247,0.0028347,0.00491433,0.0670599,0.0555099,True,0.32757898437499994,0.0670526,0.0555024,0.0115503,True,0.465983,0.392788,0.363332,0.423047,0.47703,0.228961,0.402298,0.557893,0.34561,0.433899,0.40948,0.209674,0.257239,0.08,0.132978,0.642667,0.357297,0.33216,0.266193,0.270908,0.234137,0.142071,0.7278,0.153227,0.214825,0.266786,0.130531,0.245669,0.373773,0.0992605,0.571234,0.273777,0.336806,0.337563,1.13988,1.1678,
132,final_eval,4,0,False,False,0.0731058,0.0592972,0.0138086,0.105881,0.0916412,0.00189511,0.00427203,0.0731127,0.0593047,True,0.3386081,0.0731058,0.0592972,0.0138086,True,0.584164,0.47028,0.462056,0.628547,0.438766,0.446053,0.509929,0.350546,0.429114,0.28292,0.136575,0.28563,0.428221,0.226434,0.461859,0.122889,0.493254,0.300336,0.26919,0.190287,0.106529,0.141304,0.770218,0.0827657,0.318614,0.494475,0.209852,0.263201,0.12677,0.0868065,0.52512,0.192754,0.336548,0.337323,1.13977,1.15822,
133,final_eval,5,0,False,False,0.0764587,0.0588236,0.0176351,0.109338,0.0911525,0.00189587,0.00482419,0.0764653,0.0588309,True,0.3531300875000001,0.0764587,0.0588236,0.0176351,True,0.543454,0.493438,0.523504,0.44525,0.488092,0.6556,0.479745,0.136544,0.135291,0.554743,0.11038,0.183959,0.619264,0.32677,0.127119,0.096,0.465294,0.0874157,0.191103,0.269907,0.0813026,0.518277,0.0822035,0.251686,0.256907,0.598363,0.147066,0.732996,0.465958,0.429166,0.598472,0.204893,0.336593,0.337607,1.13979,1.14875,
134,final_eval,6,0,False,False,0.0758911,0.0573879,0.0185032,0.108752,0.089669,0.000526405,0.00341266,0.0758978,0.0573955,True,0.53306250625,0.0758911,0.0573879,0.0185032,True,0.676339,0.66374,0.770219,0.650108,0.686974,0.770219,0.770219,0.587454,0.547423,0.144511,0.747018,0.08,0.317423,0.723438,0.289618,0.458444,0.702395,0.0993212,0.759796,0.496284,0.765427,0.649134,0.628951,0.57136,0.465774,0.132167,0.422561,0.32283,0.710292,0.502641,0.760737,0.185183,0.336393,0.337304,1.13982,1.13989,
135,final_eval,7,0,False,False,0.0704856,0.0597033,0.0107823,0.10318,0.0920604,0.00146813,0.00353768,0.0704927,0.0597108,True,0.41839890625000004,0.0704856,0.0597033,0.0107823,True,0.580763,0.423695,0.455836,0.753179,0.521841,0.509469,0.580823,0.345629,0.272172,0.125884,0.400076,0.330289,0.340613,0.145762,0.317762,0.77022,0.505842,0.732131,0.233635,0.600243,0.532366,0.235888,0.244301,0.0916183,0.379247,0.678349,0.244507,0.770219,0.222615,0.4034,0.542401,0.0979897,0.336536,0.337195,1.13988,1.13984,
136,final_eval,8,0,False,False,0.0627803,0.0561549,0.00662544,0.0952365,0.0883991,0.00412149,0.00554376,0.0627877,0.0561623,True,0.3359825937499999,0.0627803,0.0561549,0.00662544,True,0.464831,0.474401,0.515151,0.632988,0.465348,0.526375,0.425929,0.207718,0.219433,0.199178,0.334718,0.543423,0.256871,0.352962,0.151889,0.154444,0.481781,0.544419,0.296158,0.132723,0.48093,0.247485,0.241888,0.173408,0.308501,0.111058,0.162904,0.77022,0.190204,0.342251,0.232827,0.109027,0.337138,0.337711,1.13992,1.1399,
137,final_eval,9,0,False,False,0.0698446,0.0656097,0.00423484,0.102517,0.0981501,0.00131281,0.00232603,0.0698516,0.0656169,True,0.51509105625,0.0698446,0.0656097,0.00423484,True,0.715184,0.569406,0.590993,0.770219,0.561008,0.77022,0.77022,0.433593,0.77022,0.641968,0.550427,0.77022,0.594233,0.601746,0.77022,0.719333,0.654373,0.476083,0.595714,0.111994,0.487301,0.138987,0.41593,0.168177,0.77022,0.484931,0.77022,0.194638,0.281304,0.0891948,0.137349,0.107288,0.336556,0.336854,1.13977,1.13976,
138,final_eval,10,0,False,False,0.064044,0.0554898,0.00855426,0.0965397,0.0877122,0.00306421,0.00486391,0.0640514,0.0554974,True,0.343722209375,0.064044,0.0554898,0.00855426,True,0.460057,0.36972,0.432466,0.52793,0.470935,0.51121,0.53356,0.448583,0.218795,0.357123,0.489873,0.360305,0.460981,0.619718,0.193532,0.347556,0.395839,0.34323,0.46856,0.198825,0.350369,0.157369,0.180249,0.170386,0.29802,0.0981267,0.354282,0.494897,0.108629,0.176049,0.271289,0.130647,0.336869,0.337533,1.1399,1.13993,
139,final_eval,11,0,False,False,0.0713762,0.0601898,0.0111864,0.104099,0.0925625,0.000969975,0.00315956,0.0713833,0.0601974,True,0.44348418749999996,0.0713762,0.0601898,0.0111864,True,0.521068,0.418723,0.488581,0.608506,0.533692,0.598134,0.721021,0.598606,0.267423,0.266263,0.555128,0.59705,0.657362,0.770219,0.14393,0.172222,0.464333,0.403158,0.649156,0.453406,0.456862,0.111254,0.339422,0.100237,0.326429,0.397693,0.507431,0.737611,0.338074,0.271087,0.461679,0.255734,0.336426,0.337088,1.13976,1.13981,
140,final_eval,12,0,False,False,0.0734445,0.0569141,0.0165304,0.106231,0.0891806,0.00139595,0.00374398,0.0734513,0.0569218,True,0.4657736531249999,0.0734445,0.0569141,0.0165304,True,0.685667,0.646988,0.616585,0.599858,0.697358,0.770218,0.770219,0.733999,0.492699,0.370903,0.44668,0.189541,0.232945,0.568543,0.280194,0.418,0.617329,0.181462,0.695972,0.132339,0.182555,0.410314,0.441598,0.393707,0.462864,0.0908699,0.435267,0.411455,0.645064,0.352551,0.77022,0.160793,0.336533,0.337304,1.13981,1.13989,
141,final_eval,13,0,False,False,0.07428,0.0593429,0.0149371,0.107092,0.0916886,0.000712721,0.00274221,0.0742869,0.0593508,True,0.44275841875000005,0.07428,0.0593429,0.0149371,True,0.599362,0.50374,0.580641,0.650401,0.614227,0.657414,0.66661,0.450742,0.417276,0.388318,0.578172,0.283159,0.0814724,0.184849,0.232374,0.468444,0.550714,0.477008,0.462373,0.512687,0.495342,0.217742,0.418747,0.300323,0.419554,0.413218,0.255757,0.770218,0.314162,0.19032,0.762551,0.250352,0.336398,0.337006,1.13982,1.13984,
142,final_eval,14,0,False,False,0.0701572,0.0618236,0.00833359,0.102841,0.0942472,0.000381376,0.0022194,0.0701644,0.0618312,True,0.522920459375,0.0701572,0.0618236,0.00833359,True,0.423736,0.592923,0.632225,0.63737,0.433574,0.534574,0.622723,0.770219,0.52722,0.407247,0.722167,0.12475,0.0864417,0.770219,0.507004,0.676222,0.546871,0.376162,0.770218,0.556386,0.705625,0.479979,0.728994,0.587968,0.432986,0.516842,0.69072,0.675988,0.230543,0.351081,0.309751,0.304726,0.336381,0.336903,1.13987,1.13983,
143,final_eval,15,0,False,False,0.0687761,0.0560951,0.012681,0.101418,0.0883361,0.00116192,0.00354568,0.0687832,0.0561028,True,0.48831812499999994,0.0687761,0.0560951,0.012681,True,0.618181,0.572318,0.6045,0.673188,0.633585,0.596683,0.707517,0.770218,0.476466,0.538843,0.689927,0.285447,0.341166,0.77022,0.498408,0.749554,0.590287,0.244393,0.770219,0.298306,0.250263,0.299201,0.262357,0.345688,0.495225,0.36531,0.737473,0.378855,0.213742,0.22478,0.442526,0.181334,0.336511,0.337278,1.13985,1.13992,
