cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,bwd_signal,dp0,dn0,output_delta_net_0,dp1,dn1,output_delta_net_1,max_abs_output_delta_signal,max_output_delta_node
134,train,3,0,True,True,0.0631167,0.0603136,0.00280311,0.242071,0.237678,0.105401,0.109593,0.0453098,0.0448183,True,0.5017733750000001,0.0631167,0.0603136,0.00280311,True,0.432994,0.769846,0.642077,0.551152,0.555077,0.08,0.410254,0.572787,0.00471952,0.00445677,1.19999,3.359e-08,1.2,1.04435,0.000401055,1.04395,0.000401055,1.04435,-1.04395,1.04395,1.04435
135,train,11,1,True,True,0.0558705,0.0668926,-0.0110221,0.246724,0.229489,0.0710483,0.0752495,0.0431432,0.0415412,False,0.41236612500000003,0.0558705,0.0668926,-0.0110221,False,0.248555,0.648563,0.26177,0.516055,0.769845,0.300008,0.152067,0.402066,0.00945132,0.00836763,3.36637e-08,1.19999,1.2,0.000801629,1.04435,-1.04355,1.04435,0.000801629,1.04355,1.04355,1.04435
136,train,4,0,True,True,0.0661533,0.0616138,0.00453946,0.250733,0.243599,0.0989663,0.107004,0.0458244,0.0456211,True,0.6073780000000001,0.0661533,0.0616138,0.00453946,True,0.608103,0.769846,0.769846,0.645065,0.08,0.769846,0.446472,0.769846,0.00519173,0.00461538,3.35533e-08,1.19999,1.2,0.000944102,0.00160152,-0.000657421,0.00160152,0.000944102,0.000657421,0.000657421,0.00160152
137,train,12,1,True,True,0.0573963,0.0585968,-0.00120049,0.228222,0.22635,0.065231,0.0724476,0.0408623,0.0418267,False,0.2552052,0.0573963,0.0585968,-0.00120049,False,0.378788,0.261629,0.298443,0.334778,0.105769,0.343042,0.0995206,0.219672,0.0116524,0.00905647,1.2,3.37363e-08,1.2,0.000801242,0.000944475,-0.000143234,0.000944475,0.000801242,0.000143234,0.000143234,0.000944475
138,train,5,0,True,True,0.065421,0.060351,0.00507001,0.247729,0.239774,0.102613,0.105264,0.0461976,0.0447063,True,0.54547575,0.065421,0.060351,0.00507001,True,0.769845,0.769842,0.608496,0.769845,0.409298,0.234623,0.168272,0.633585,0.00491277,0.00472862,3.35408e-08,1.19999,1.2,0.000944459,0.000801242,0.000143217,0.000801242,0.000944459,-0.000143217,0.000143217,0.000944459
139,train,13,1,True,True,0.0576164,0.0613053,-0.00368892,0.235069,0.229307,0.0913097,0.096264,0.043935,0.0436811,False,0.339744875,0.0576164,0.0613053,-0.00368892,False,0.123025,0.60824,0.471227,0.161069,0.263738,0.119865,0.661443,0.309352,0.00590075,0.00542075,3.36267e-08,1.19999,1.2,0.000401055,1.04435,-1.04395,1.04435,0.000401055,1.04395,1.04395,1.04435
140,train,6,0,True,True,0.0631564,0.0629426,0.000213789,0.244614,0.244278,0.0693977,0.0776586,0.0426379,0.0435468,True,0.5985944999999999,0.0631564,0.0629426,0.000213789,True,0.541098,0.769844,0.769842,0.700954,0.34338,0.769844,0.123952,0.769842,0.00997154,0.0078617,1.19999,3.36443e-08,1.2,1.04435,0.000801629,1.04355,0.000801629,1.04435,-1.04355,1.04355,1.04435
141,train,14,1,True,True,0.0598588,0.0632101,-0.00335129,0.241868,0.236618,0.0595373,0.0640692,0.041628,0.0420807,False,0.317506575,0.0598588,0.0632101,-0.00335129,False,0.0855517,0.584276,0.494951,0.0948785,0.157014,0.0921764,0.769845,0.26136,0.0157657,0.0122563,1.19999,3.37211e-08,1.2,0.00160152,0.000944102,0.000657421,0.000944102,0.00160152,-0.000657421,0.000657421,0.00160152
142,train,7,0,True,True,0.067401,0.0603226,0.00707847,0.252493,0.241375,0.0675787,0.0715733,0.0437825,0.0427234,True,0.472466125,0.067401,0.0603226,0.00707847,True,0.699473,0.769843,0.606274,0.719964,0.405065,0.148888,0.112166,0.318056,0.0106292,0.00929865,3.36335e-08,1.19999,1.2,0.000944475,0.000801242,0.000143233,0.000801242,0.000944475,-0.000143233,0.000143233,0.000944475
143,train,15,1,True,True,0.0589156,0.0618115,-0.00289598,0.237548,0.233018,0.0583057,0.0644945,0.0407862,0.0418216,False,0.258585,0.0589156,0.0618115,-0.00289598,False,0.08,0.440551,0.403631,0.08,0.101024,0.166068,0.658742,0.138664,0.0173791,0.0120262,1.2,3.37366e-08,1.2,0.000801241,0.000944813,-0.000143572,0.000944813,0.000801241,0.000143572,0.000143572,0.000944813
144,final_eval,0,0,False,False,0.0670468,0.0578882,0.00915864,0.249187,0.234836,0.0685133,0.0743956,0.0434333,0.0422102,True,0.41148750000000006,0.0670468,0.0578882,0.00915864,True,0.676265,0.432314,0.46712,0.528199,0.203879,0.295004,0.156486,0.532633,0.0102789,0.00856485,1.19735,1.15034,,,,,,,,,
145,final_eval,1,0,False,False,0.0667849,0.0576637,0.00912118,0.248332,0.234044,0.0692549,0.0751646,0.0433466,0.0421418,True,0.406035125,0.0667849,0.0576637,0.00912118,True,0.739104,0.477707,0.411555,0.477523,0.180082,0.450461,0.161643,0.350206,0.0100197,0.00838679,1.18756,1.14098,,,,,,,,,
146,final_eval,2,0,False,False,0.0665392,0.0574383,0.00910089,0.247514,0.233263,0.071157,0.0765054,0.0432637,0.0420424,True,0.40224437500000004,0.0665392,0.0574383,0.00910089,True,0.769845,0.430067,0.412376,0.605262,0.249139,0.326696,0.08,0.34457,0.00941923,0.0080952,1.17786,1.1402,,,,,,,,,
147,final_eval,3,0,False,False,0.0655266,0.0596086,0.00591806,0.24726,0.237979,0.0730999,0.0785667,0.0431523,0.0427152,True,0.5017733750000001,0.0655266,0.0596086,0.00591806,True,0.432994,0.769846,0.642077,0.551152,0.555077,0.08,0.410254,0.572787,0.0088849,0.00768797,1.16824,1.14017,,,,,,,,,
148,final_eval,4,0,False,False,0.0654105,0.05856,0.0068505,0.245942,0.235209,0.102866,0.10524,0.0459349,0.0441878,True,0.6073780000000001,0.0654105,0.05856,0.0068505,True,0.608103,0.769846,0.769846,0.645065,0.08,0.769846,0.446472,0.769846,0.00489453,0.00473026,1.15869,1.14019,,,,,,,,,
149,final_eval,5,0,False,False,0.0655511,0.0579014,0.00764973,0.24562,0.233642,0.0732823,0.0783618,0.0431417,0.0420658,True,0.545476,0.0655511,0.0579014,0.00764973,True,0.769846,0.769842,0.608496,0.769846,0.409298,0.234623,0.168272,0.633585,0.00883821,0.00772644,1.14922,1.1402,,,,,,,,,
150,final_eval,6,0,False,False,0.0653024,0.0576784,0.00762403,0.244799,0.232864,0.0750233,0.0805484,0.0431007,0.0421786,True,0.5985946249999999,0.0653024,0.0576784,0.00762403,True,0.541098,0.769844,0.769842,0.700954,0.34338,0.769845,0.123952,0.769842,0.00841889,0.00733641,1.14018,1.14019,,,,,,,,,
151,final_eval,7,0,False,False,0.064713,0.0575583,0.00715462,0.243262,0.232067,0.106285,0.104633,0.0461548,0.0434308,True,0.472466125,0.064713,0.0575583,0.00715462,True,0.699473,0.769843,0.606274,0.719964,0.405065,0.148888,0.112166,0.318056,0.00466148,0.00477117,1.14016,1.14019,,,,,,,,,
152,final_eval,8,1,False,False,0.0581037,0.0592745,-0.00117074,0.230552,0.228725,0.0685609,0.0746049,0.040785,0.0417928,False,0.24862142500000003,0.0581037,0.0592745,-0.00117074,False,0.0882504,0.459215,0.331106,0.159288,0.317466,0.101517,0.381526,0.150603,0.0102618,0.00851555,1.14021,1.14019,,,,,,,,,
153,final_eval,9,1,False,False,0.0513792,0.0580687,-0.00668944,0.221086,0.210712,0.0652044,0.0696843,0.0399745,0.039088,False,0.21884825,0.0513792,0.0580687,-0.00668944,False,0.459365,0.08,0.08,0.427737,0.173147,0.184416,0.266121,0.08,0.0116654,0.00987647,1.1402,1.14026,,,,,,,,,
154,final_eval,10,1,False,False,0.0569145,0.0606051,-0.00369059,0.232687,0.226927,0.077867,0.0837649,0.0417415,0.0419943,False,0.433850625,0.0569145,0.0606051,-0.00369059,False,0.570861,0.286918,0.151123,0.745713,0.587416,0.423773,0.323946,0.381055,0.00782109,0.00683413,1.14017,1.14017,,,,,,,,,
155,final_eval,11,1,False,False,0.056245,0.0616792,-0.0054342,0.234641,0.226161,0.0763035,0.080971,0.0419287,0.0413407,False,0.41236612500000003,0.056245,0.0616792,-0.0054342,False,0.248555,0.648563,0.26177,0.516055,0.769845,0.300008,0.152067,0.402066,0.00813767,0.00726591,1.14017,1.14021,,,,,,,,,
156,final_eval,12,1,False,False,0.0528029,0.0579612,-0.00515823,0.222255,0.214246,0.0742483,0.0782075,0.0408134,0.0401559,False,0.2552052,0.0528029,0.0579612,-0.00515823,False,0.378788,0.261629,0.298443,0.334778,0.105769,0.343042,0.0995206,0.219672,0.00859992,0.00775568,1.14021,1.14024,,,,,,,,,
157,final_eval,13,1,False,False,0.0556164,0.0599527,-0.00433628,0.229842,0.223085,0.0735803,0.0796513,0.0409726,0.0411684,False,0.339744875,0.0556164,0.0599527,-0.00433628,False,0.123025,0.60824,0.471227,0.161069,0.263738,0.119865,0.661443,0.309352,0.00876314,0.00749115,1.14017,1.14019,,,,,,,,,
158,final_eval,14,1,False,False,0.0553038,0.057877,-0.00257317,0.224481,0.220478,0.0694006,0.0761735,0.0399025,0.040864,False,0.317506575,0.0553038,0.057877,-0.00257317,False,0.0855517,0.584276,0.494951,0.0948785,0.157014,0.0921764,0.769845,0.26136,0.00997059,0.00816529,1.1402,1.14021,,,,,,,,,
159,final_eval,15,1,False,False,0.0550385,0.0576381,-0.00259968,0.223644,0.219601,0.0680471,0.0753566,0.0395032,0.0406716,False,0.258585,0.0550385,0.0576381,-0.00259968,False,0.08,0.440551,0.403631,0.08,0.101024,0.166068,0.658742,0.138664,0.0104502,0.00834361,1.1402,1.14021,,,,,,,,,
