cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2550ps,other_out_2550ps,margin_2550ps,correct_2550ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3350ps,other_out_3350ps,margin_3350ps,correct_3350ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,bwd_signal,max_abs_output_delta_signal,max_output_delta_node,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
115,train,51,1,True,True,0.0733469,0.0681614,0.00518547,0.266334,0.274558,0.115243,0.109228,0.04293,0.0428563,True,0.208235925,0.0733469,0.0681614,0.00518547,True,0.0733469,0.0681614,0.00518547,True,0.042857,0.0429307,-7.3663e-05,False,0.0934422,0.186428,0.10577,0.280885,0.673256,0.147746,0.0947575,0.0836027,0.00414687,0.00447847,8.85278e-05,1.20104,0.00599681,1.04386,1.04386,0.00518554,6.42628e-08,1.81603e-06,8.31027e-07,1.81603e-06,2.83552e-06
116,train,52,1,True,True,0.0677022,0.0668796,0.000822614,0.258181,0.25948,0.114459,0.106991,0.0424489,0.0410861,True,0.19452275,0.0677022,0.0668796,0.000822614,True,0.0677022,0.0668796,0.000822594,True,0.0410868,0.0424496,-0.00136276,False,0.08,0.25617,0.274205,0.152513,0.299029,0.186263,0.182402,0.1256,0.00418716,0.0046162,6.1484e-05,1.20104,0.0085647,1.04386,1.04386,0.000822998,3.83616e-07,1.81602e-06,8.31023e-07,1.81602e-06,2.83551e-06
117,train,53,1,True,True,0.0685137,0.0732814,-0.00476769,0.274734,0.26717,0.121738,0.11341,0.0453084,0.0420767,False,0.36896112499999995,0.0685137,0.0732814,-0.00476769,False,0.0685137,0.0732813,-0.00476767,False,0.0420774,0.0453091,-0.00323174,False,0.490344,0.306697,0.332631,0.596352,0.292771,0.227785,0.206721,0.498388,0.00384092,0.00424245,9.50489e-05,1.20104,0.00613355,1.04386,1.04386,-0.00476716,5.30052e-07,1.816e-06,8.3102e-07,1.816e-06,2.8355e-06
118,train,54,1,True,True,0.0693959,0.0741591,-0.00476322,0.277719,0.270153,0.118421,0.109837,0.0451536,0.0421252,False,0.2491034375,0.0693959,0.0741591,-0.00476322,False,0.0693959,0.0741591,-0.0047632,False,0.0421259,0.0451543,-0.00302841,False,0.0908635,0.402777,0.436154,0.113948,0.189068,0.119883,0.402171,0.237963,0.00399119,0.00444245,7.27629e-05,1.20102,0.00598699,1.04386,1.04386,-0.00476255,6.68451e-07,1.81599e-06,8.31017e-07,1.81599e-06,2.83549e-06
119,train,55,1,True,True,0.0693926,0.0741589,-0.00476624,0.277715,0.270145,0.119778,0.113193,0.045126,0.0425955,False,0.288436375,0.0693926,0.0741589,-0.00476624,False,0.0693926,0.0741588,-0.00476622,False,0.0425962,0.0451268,-0.00253055,False,0.10672,0.473012,0.469743,0.127738,0.256922,0.143785,0.435427,0.294144,0.00392827,0.00425404,9.56948e-05,1.2012,0.0059968,1.04386,1.04386,-0.00476557,6.74225e-07,1.81597e-06,8.31013e-07,1.81597e-06,2.83548e-06
120,train,56,1,True,True,0.0728394,0.0733052,-0.000465757,0.2788,0.278059,0.120503,0.114738,0.0449648,0.0438137,False,0.3319903,0.0728394,0.0733052,-0.000465757,False,0.0728394,0.0733052,-0.000465746,False,0.0438144,0.0449655,-0.0011511,False,0.0835114,0.48009,0.460324,0.210826,0.454942,0.2032,0.440416,0.322613,0.00389551,0.00417275,9.57164e-05,1.20138,0.00599584,1.04386,1.04386,-0.000465392,3.65704e-07,1.81596e-06,8.3101e-07,1.81596e-06,2.83547e-06
121,train,57,1,True,True,0.0733913,0.0743909,-0.00099964,0.281997,0.280404,0.121339,0.116092,0.0453142,0.0441949,False,0.36300319999999997,0.0733913,0.0743909,-0.00099964,False,0.0733913,0.0743909,-0.000999638,False,0.0441956,0.0453149,-0.00111936,False,0.0818106,0.48645,0.483783,0.251085,0.484802,0.354263,0.420878,0.340954,0.00385842,0.00410408,9.56289e-05,1.20151,0.0059957,1.04386,1.04386,-0.000999584,5.54084e-08,1.81595e-06,8.31007e-07,1.81595e-06,2.83546e-06
122,train,58,1,True,True,0.0727621,0.0732866,-0.000524522,0.278684,0.27785,0.120366,0.114453,0.0449641,0.043782,False,0.30504495000000004,0.0727621,0.0732866,-0.000524522,False,0.0727621,0.0732866,-0.000524508,False,0.0437827,0.0449648,-0.00118214,False,0.0908086,0.483583,0.467344,0.172846,0.377791,0.10718,0.425727,0.31508,0.00390167,0.0041875,9.57186e-05,1.20135,0.00856468,1.04386,1.04386,-0.000524059,4.62819e-07,1.81593e-06,8.31003e-07,1.81593e-06,2.83544e-06
123,train,59,1,True,True,0.0732303,0.0682009,0.00502943,0.266334,0.274311,0.114509,0.107145,0.0430796,0.0427762,True,0.235791625,0.0732303,0.0682009,0.00502943,True,0.0732303,0.0682009,0.00502944,True,0.0427769,0.0430803,-0.000303351,False,0.082853,0.247884,0.142691,0.288773,0.750944,0.118654,0.138684,0.11585,0.00418462,0.00460642,6.70702e-05,1.20102,0.00859251,1.04386,1.04386,0.00502952,8.91428e-08,1.81592e-06,8.31e-07,1.81592e-06,2.83543e-06
124,train,60,1,True,True,0.0678649,0.0672718,0.000593109,0.259305,0.260241,0.113283,0.103651,0.0415027,0.0405693,True,0.1511760125,0.0678649,0.0672718,0.000593109,True,0.0678649,0.0672718,0.000593157,True,0.04057,0.0415034,-0.000933406,False,0.209429,0.0830459,0.168639,0.236886,0.0841124,0.264663,0.0826328,0.08,0.00424924,0.00483893,7.43924e-05,1.20105,0.00613383,1.04386,1.04386,0.000593588,4.79879e-07,1.8159e-06,8.30997e-07,1.8159e-06,2.83542e-06
125,train,61,1,True,True,0.0677026,0.0668417,0.000860842,0.258087,0.259446,0.121611,0.114124,0.0442308,0.0431971,True,0.19387995,0.0677026,0.0668417,0.000860842,True,0.0677026,0.0668417,0.000860852,True,0.0431977,0.0442316,-0.00103381,False,0.0863096,0.241792,0.27736,0.148773,0.247982,0.215356,0.199654,0.133813,0.00384649,0.00420465,9.55671e-05,1.20116,0.00598698,1.04386,1.04386,0.000861192,3.49942e-07,1.81589e-06,8.30993e-07,1.81589e-06,2.83541e-06
126,train,62,1,True,True,0.072783,0.0732712,-0.000488189,0.278665,0.277888,0.112875,0.107698,0.0447417,0.0433443,False,0.282842625,0.072783,0.0732712,-0.000488189,False,0.072783,0.0732711,-0.000488178,False,0.043345,0.0447425,-0.0013975,False,0.08203,0.405599,0.394167,0.173139,0.384138,0.142556,0.412841,0.268271,0.00427121,0.00457174,8.57585e-05,1.20104,0.00599681,1.04386,1.04386,-0.000487813,3.76602e-07,1.81587e-06,8.3099e-07,1.81587e-06,2.8354e-06
127,train,63,1,True,True,0.0730156,0.0687001,0.00431556,0.267414,0.27426,0.13936,0.129018,0.0465099,0.0456416,True,0.331628375,0.0730156,0.0687001,0.00431556,True,0.0730156,0.0687001,0.00431555,True,0.0456423,0.0465106,-0.000868279,False,0.306762,0.236775,0.145135,0.56106,0.770111,0.239122,0.139169,0.254893,0.00320323,0.00354852,9.48095e-05,1.20157,0.00599583,1.04386,1.04386,0.0043158,2.41137e-07,1.81586e-06,8.30987e-07,1.81586e-06,2.83539e-06
128,train,0,0,True,True,0.0756174,0.0677483,0.00786911,0.279675,0.267183,0.123287,0.109915,0.0461461,0.0413904,True,0.44785987499999996,0.0756174,0.0677483,0.00786911,True,0.0756174,0.0677483,0.00786908,True,0.0461469,0.0413911,0.00475578,True,0.741245,0.57729,0.633202,0.770111,0.107267,0.142146,0.109099,0.502519,0.00377468,0.00443784,6.53178e-05,1.201,1.0464,1.04306,1.04386,0.00877883,0.000909726,0.0195836,8.30983e-07,0.0195836,2.83538e-06
129,train,1,0,True,True,0.0744972,0.0663477,0.00814945,0.275587,0.262673,0.129189,0.119956,0.0458416,0.041074,True,0.383877,0.0744972,0.0663477,0.00814945,True,0.0744971,0.0663477,0.0081494,True,0.0458423,0.0410747,0.00476766,True,0.632611,0.475342,0.540965,0.624457,0.124163,0.08,0.282379,0.311099,0.00354218,0.00392016,9.52616e-05,1.20131,1.0464,1.04386,1.04386,0.00679649,-0.00135295,0.0101787,8.3098e-07,0.0101787,2.83536e-06
130,train,2,0,True,True,0.0733571,0.0683077,0.00504938,0.274723,0.266713,0.13584,0.121938,0.0458553,0.0409452,True,0.29886775000000004,0.0733571,0.0683077,0.00504938,True,0.0733571,0.0683077,0.00504935,True,0.0458561,0.0409459,0.00491018,True,0.460496,0.315118,0.428067,0.491527,0.139719,0.324761,0.106536,0.124718,0.00331283,0.00383226,9.49027e-05,1.20111,1.0464,1.04386,1.04386,0.00434138,-0.000708001,0.00408135,8.30977e-07,0.00408135,2.83535e-06
131,train,3,0,True,True,0.0746455,0.0695544,0.00509104,0.279059,0.270969,0.144861,0.133013,0.0461032,0.0421206,True,0.34778837500000004,0.0746455,0.0695544,0.00509104,True,0.0746454,0.0695544,0.00509102,True,0.0461039,0.0421212,0.00398269,True,0.465983,0.392788,0.363332,0.423047,0.177356,0.430341,0.224457,0.305003,0.00304596,0.00340652,9.46045e-05,1.2016,1.0464,1.04386,1.04386,0.00479612,-0.000294923,0.00343588,8.30973e-07,0.00343588,2.83534e-06
132,train,4,0,True,True,0.0739848,0.0687006,0.00528427,0.276631,0.268243,0.172146,0.15765,0.0486905,0.0439466,True,0.383445,0.0739848,0.0687006,0.00528427,True,0.0739848,0.0687006,0.00528423,True,0.0486913,0.0439474,0.00474392,True,0.584164,0.47028,0.462056,0.628547,0.255224,0.176976,0.145681,0.344632,0.00245103,0.00273447,9.11278e-05,1.20206,1.0464,1.04386,1.04386,0.00372313,-0.00156115,0.0058078,8.3097e-07,0.0058078,2.83533e-06
133,train,5,0,True,True,0.0739625,0.0701449,0.00381752,0.277944,0.271878,0.154586,0.143553,0.0461339,0.0422799,True,0.37133174999999996,0.0739625,0.0701449,0.00381752,True,0.0739625,0.070145,0.0038175,True,0.0461347,0.0422806,0.00385408,True,0.543454,0.493438,0.523504,0.44525,0.181826,0.385814,0.148522,0.248846,0.00280307,0.00308191,9.28681e-05,1.20192,1.0464,1.04386,1.04386,0.00255867,-0.00125885,0.00739933,8.30967e-07,0.00739933,2.83532e-06
134,train,6,0,True,True,0.072784,0.0729026,-0.000118544,0.277561,0.277749,0.15703,0.153813,0.045317,0.0443076,False,0.543639625,0.072784,0.0729026,-0.000118544,False,0.072784,0.0729026,-0.000118557,False,0.0453178,0.0443083,0.00100945,True,0.676339,0.66374,0.770112,0.650108,0.375466,0.351668,0.149631,0.712053,0.00274806,0.00282094,-0.000452445,1.20447,1.0464,1.04386,1.04386,0.000633396,0.00075194,0.0292826,8.30963e-07,0.0292826,2.83531e-06
135,train,7,0,True,True,0.0735353,0.0728422,0.000693071,0.279375,0.278272,0.181079,0.159845,0.047787,0.0435982,True,0.42723375,0.0735353,0.0728422,0.000693071,True,0.0735353,0.0728422,0.00069306,True,0.0477878,0.0435989,0.0041889,True,0.580763,0.423695,0.455836,0.753179,0.370996,0.391278,0.100993,0.34113,0.00230408,0.00268735,9.31637e-05,1.20182,1.0464,1.04386,1.04386,0.00109039,0.000397314,0.00328766,8.3096e-07,0.00328766,2.8353e-06
136,train,8,0,True,True,0.0739967,0.0728865,0.00111022,0.28056,0.278793,0.194958,0.165757,0.0493622,0.0434282,True,0.41991187500000005,0.0739967,0.0728865,0.00111022,True,0.0739967,0.0728865,0.00111021,True,0.049363,0.0434289,0.00593403,True,0.464831,0.474401,0.515151,0.632988,0.357854,0.426654,0.152887,0.334529,0.00210796,0.00256828,9.35238e-05,1.2017,1.0464,1.04386,1.04386,0.000940503,-0.000169714,0.00385759,8.30957e-07,0.00385759,2.83529e-06
137,train,9,0,True,True,0.0739759,0.0725375,0.00143843,0.280191,0.277901,0.19778,0.170168,0.0493925,0.043485,True,0.5125387250000001,0.0739759,0.0725375,0.00143843,True,0.0739759,0.0725375,0.00143842,True,0.0493934,0.0434857,0.00590767,True,0.715184,0.569406,0.590993,0.770113,0.328889,0.269307,0.0863048,0.770113,0.00207212,0.00248616,9.29892e-05,1.20181,1.0464,1.04386,1.04386,0.000983437,-0.000454995,0.022703,8.30953e-07,0.022703,2.83527e-06
138,train,10,0,True,True,0.0741297,0.072515,0.00161467,0.280551,0.277981,0.199191,0.175448,0.049332,0.0438948,True,0.34533500000000006,0.0741297,0.072515,0.00161467,True,0.0741297,0.072515,0.00161465,True,0.0493328,0.0438955,0.00543733,True,0.460057,0.36972,0.432466,0.52793,0.162337,0.257971,0.106189,0.44601,0.00205466,0.00239456,9.12413e-05,1.20202,1.0464,1.04386,1.04386,0.00101727,-0.000597399,0.00320417,8.3095e-07,0.00320417,2.83526e-06
139,train,11,0,True,True,0.0740428,0.0730439,0.000998912,0.280817,0.279227,0.200635,0.182392,0.049035,0.0449121,True,0.40108024999999997,0.0740428,0.0730439,0.000998912,True,0.0740428,0.0730439,0.000998899,True,0.0490358,0.0449129,0.00412293,True,0.521068,0.418723,0.488581,0.608506,0.171098,0.317522,0.128222,0.554922,0.0020371,0.00228398,8.21582e-05,1.20244,1.0464,1.04386,1.04386,0.000408808,-0.000590104,0.00850523,8.30947e-07,0.00850523,2.83525e-06
140,train,12,0,True,True,0.073961,0.0735662,0.000394828,0.281087,0.280458,0.202044,0.188937,0.0488054,0.0458807,True,0.49262754999999997,0.073961,0.0735662,0.000394828,True,0.073961,0.0735662,0.000394816,True,0.0488062,0.0458814,0.00292477,True,0.685667,0.646988,0.616585,0.599858,0.0876884,0.560507,0.109723,0.634004,0.00202024,0.00218876,-0.000187478,1.20366,1.0464,1.04386,1.04386,-0.000139182,-0.00053401,0.0178836,8.30943e-07,0.0178836,2.83524e-06
141,train,13,0,True,True,0.0738839,0.0740493,-0.000165395,0.281329,0.281592,0.203385,0.194707,0.0485691,0.0467371,False,0.41943698749999997,0.0738839,0.0740493,-0.000165395,False,0.0738839,0.0740493,-0.000165406,False,0.0485699,0.0467379,0.00183202,True,0.599362,0.50374,0.580641,0.650401,0.0920689,0.244312,0.18933,0.495641,0.00200447,0.00211122,-0.000449439,1.20445,1.0464,1.04386,1.04386,-0.000632997,-0.000467602,0.00333663,8.3094e-07,0.00333663,2.83523e-06
142,train,14,0,True,True,0.0738145,0.0745268,-0.000712247,0.281582,0.282717,0.204591,0.200327,0.0483633,0.0476927,False,0.5126675,0.0738145,0.0745268,-0.000712247,False,0.0738145,0.0745268,-0.000712253,False,0.0483641,0.0476934,0.000670681,True,0.423736,0.592923,0.632225,0.63737,0.432503,0.537697,0.160092,0.684794,0.00199048,0.00204082,-0.000496547,1.2049,1.0464,1.04386,1.04386,-0.00109368,-0.000381435,0.013464,8.30937e-07,0.013464,2.83522e-06
143,train,15,0,True,True,0.0737826,0.0748941,-0.00111151,0.281828,0.2836,0.215759,0.215058,0.0482873,0.0484274,False,0.456683375,0.0737826,0.0748941,-0.00111151,False,0.0737826,0.0748941,-0.00111146,False,0.0482881,0.0484282,-0.000140069,False,0.618181,0.572318,0.6045,0.673188,0.185134,0.114966,0.123926,0.761254,0.00186976,0.00187689,0.259836,0.82391,1.0464,1.04386,1.04386,-0.001405,-0.000293492,0.00359917,8.30933e-07,0.00359917,2.83521e-06
144,train,16,0,True,True,0.0737695,0.0751874,-0.00141784,0.282055,0.284316,0.216942,0.217978,0.0482451,0.0487232,False,0.30304525,0.0737695,0.0751874,-0.00141784,False,0.0737695,0.0751874,-0.00141785,False,0.0482459,0.048724,-0.000478101,False,0.22759,0.408197,0.427667,0.31717,0.305109,0.211941,0.203672,0.323016,0.00185782,0.0018475,0.0391453,1.09118,1.0464,1.04386,1.04386,-0.00173084,-0.000313005,0.00129221,8.3093e-07,0.00129221,2.83519e-06
145,train,17,0,True,True,0.073755,0.0754912,-0.00173623,0.282286,0.285055,0.217867,0.221223,0.0481886,0.0490718,False,0.4892795,0.073755,0.0754912,-0.00173623,False,0.0737549,0.0754912,-0.00173623,False,0.0481894,0.0490726,-0.000883288,False,0.640951,0.717267,0.770112,0.685167,0.108697,0.284195,0.178522,0.529325,0.00184859,0.0018159,-0.0029793,1.20948,1.0464,1.04386,1.04386,-0.00207358,-0.00033735,0.00280469,8.30927e-07,0.00280469,2.83518e-06
146,train,18,0,True,True,0.073724,0.0758151,-0.00209107,0.282493,0.285828,0.209604,0.215202,0.04817,0.0499762,False,0.65041625,0.073724,0.0758151,-0.00209107,False,0.073724,0.0758151,-0.00209107,False,0.0481708,0.0499771,-0.00180631,False,0.396961,0.770114,0.770114,0.710292,0.629719,0.710614,0.445404,0.770112,0.0019344,0.00187542,1.20482,-0.000484234,0.0158329,1.04386,1.04386,-0.00209121,-1.40209e-07,1.65528e-06,8.30923e-07,1.65528e-06,2.83517e-06
147,train,19,0,True,True,0.0737322,0.0758138,-0.00208161,0.282513,0.285833,0.209162,0.214866,0.0481601,0.049956,False,0.5311496250000001,0.0737322,0.0758138,-0.00208161,False,0.0737322,0.0758138,-0.00208161,False,0.0481609,0.0499569,-0.001796,False,0.77011,0.613438,0.73708,0.770109,0.288301,0.178341,0.121709,0.770109,0.00193922,0.00187886,1.2048,-0.000482089,0.00620359,1.04386,1.04386,-0.00208179,-1.78234e-07,1.65527e-06,8.3092e-07,1.65527e-06,2.83516e-06
148,train,20,0,True,True,0.0737311,0.0758122,-0.00208104,0.282508,0.285828,0.209249,0.215206,0.0481434,0.0499898,False,0.529248625,0.0737311,0.0758122,-0.00208104,False,0.0737311,0.0758122,-0.00208104,False,0.0481442,0.0499906,-0.00184641,False,0.75562,0.482195,0.633557,0.770113,0.106731,0.619649,0.159538,0.706586,0.00193827,0.00187538,1.20469,-3.75157e-05,0.0059882,1.04386,1.04386,-0.00208118,-1.41158e-07,1.65526e-06,8.30917e-07,1.65526e-06,2.83515e-06
149,train,21,0,True,True,0.0737322,0.0758117,-0.0020795,0.282511,0.285827,0.209184,0.215203,0.0481465,0.0499889,False,0.3978995,0.0737322,0.0758117,-0.0020795,False,0.0737322,0.0758117,-0.00207951,False,0.0481473,0.0499897,-0.00184241,False,0.618181,0.473595,0.444862,0.551244,0.122733,0.505327,0.128291,0.338963,0.00193898,0.00187541,1.20476,-0.000478954,0.00856404,1.04386,1.04386,-0.00207965,-1.41219e-07,1.65524e-06,8.30913e-07,1.65524e-06,2.83514e-06
150,train,22,0,True,True,0.0737261,0.0758137,-0.00208759,0.282497,0.285827,0.209482,0.215205,0.0481394,0.0499869,False,0.5125206250000001,0.0737261,0.0758137,-0.00208759,False,0.0737261,0.0758137,-0.00208759,False,0.0481402,0.0499877,-0.00184752,False,0.572917,0.476237,0.588594,0.770113,0.330766,0.770113,0.260624,0.330801,0.00193574,0.00187539,1.2048,-0.000482169,0.00859194,1.04386,1.04386,-0.00208773,-1.40476e-07,1.65523e-06,8.3091e-07,1.65523e-06,2.83513e-06
151,train,23,0,True,True,0.0737303,0.0758144,-0.00208403,0.282508,0.285832,0.218739,0.223909,0.0481422,0.0494203,False,0.493213875,0.0737303,0.0758144,-0.00208403,False,0.0737303,0.0758144,-0.00208404,False,0.048143,0.0494211,-0.00127814,False,0.77011,0.473998,0.604056,0.755224,0.421596,0.138322,0.137644,0.644761,0.00183999,0.00179055,1.2047,-0.000229164,0.00613333,1.04386,1.04386,-0.00208417,-1.40469e-07,1.65522e-06,8.30907e-07,1.65522e-06,2.83511e-06
152,train,24,0,True,True,0.0737304,0.0758127,-0.00208233,0.282507,0.285828,0.209222,0.21514,0.0481512,0.0499698,False,0.35681999999999997,0.0737304,0.0758127,-0.00208233,False,0.0737304,0.0758127,-0.00208234,False,0.048152,0.0499706,-0.00181865,False,0.516789,0.262486,0.42709,0.516068,0.296973,0.399473,0.14388,0.291801,0.00193857,0.00187605,1.20477,-0.000479979,0.00598679,1.04386,1.04386,-0.00208247,-1.40764e-07,1.6552e-06,8.30903e-07,1.6552e-06,2.8351e-06
153,train,25,0,True,True,0.0737258,0.0758132,-0.00208737,0.282496,0.285825,0.219004,0.224359,0.0481255,0.0494308,False,0.560572625,0.0737258,0.0758132,-0.00208737,False,0.0737258,0.0758132,-0.00208737,False,0.0481263,0.0494316,-0.00130531,False,0.50609,0.566316,0.698648,0.753646,0.289464,0.770115,0.251963,0.648339,0.00183738,0.00178636,1.20471,-0.000231661,0.00599655,1.04386,1.04386,-0.00208751,-1.40464e-07,1.65519e-06,8.309e-07,1.65519e-06,2.83509e-06
154,train,26,0,True,True,0.0737259,0.0758153,-0.00208941,0.282498,0.285831,0.209411,0.214829,0.0481537,0.0499591,False,0.560400125,0.0737259,0.0758153,-0.00208941,False,0.0737259,0.0758153,-0.00208941,False,0.0481545,0.0499599,-0.00180539,False,0.436849,0.770112,0.681453,0.713739,0.770113,0.151298,0.22418,0.735457,0.00193651,0.00187924,1.20483,-0.000487046,0.00599562,1.04386,1.04386,-0.00208955,-1.40638e-07,1.65518e-06,8.30897e-07,1.65518e-06,2.83508e-06
155,train,27,0,True,True,0.07373,0.075814,-0.00208393,0.282507,0.285831,0.218705,0.223883,0.0481426,0.0494207,False,0.542050375,0.07373,0.075814,-0.00208393,False,0.07373,0.075814,-0.00208393,False,0.0481434,0.0494215,-0.00127811,False,0.770109,0.77011,0.77011,0.77011,0.241903,0.12439,0.119561,0.77011,0.00184032,0.00179078,1.20608,-0.000379826,0.008564,1.04386,1.04386,-0.00208409,-1.64064e-07,1.65516e-06,8.30893e-07,1.65516e-06,2.83507e-06
156,train,28,0,True,True,0.0737301,0.0758112,-0.00208112,0.282505,0.285824,0.209221,0.215233,0.0481463,0.0499921,False,0.36707737499999993,0.0737301,0.0758112,-0.00208112,False,0.0737301,0.0758112,-0.00208112,False,0.0481471,0.049993,-0.00184587,False,0.52447,0.365733,0.453304,0.600734,0.118889,0.344019,0.136189,0.393281,0.00193858,0.00187511,1.20476,-0.000479028,0.00613261,1.04386,1.04386,-0.00208126,-1.40946e-07,1.65515e-06,8.3089e-07,1.65515e-06,2.83506e-06
157,train,29,0,True,True,0.0737277,0.0758149,-0.00208725,0.282502,0.285831,0.218792,0.223836,0.0481416,0.0494204,False,0.36093624999999996,0.0737277,0.0758149,-0.00208725,False,0.0737277,0.0758149,-0.00208726,False,0.0481424,0.0494212,-0.00127882,False,0.531274,0.502889,0.534256,0.557204,0.152056,0.089561,0.157529,0.362721,0.00183946,0.00179122,1.2047,-0.000229038,0.00598679,1.04386,1.04386,-0.00208739,-1.39683e-07,1.65514e-06,8.30887e-07,1.65514e-06,2.83505e-06
158,train,30,0,True,True,0.0737263,0.0758144,-0.0020881,0.282498,0.285829,0.218869,0.223962,0.0481382,0.049419,False,0.4866560000000001,0.0737263,0.0758144,-0.0020881,False,0.0737263,0.0758144,-0.0020881,False,0.0481389,0.0494198,-0.00128088,False,0.743989,0.637715,0.708511,0.703339,0.198008,0.152937,0.1903,0.558449,0.00183871,0.00179005,1.2047,-0.000229039,0.0085639,1.04386,1.04386,-0.00208824,-1.40724e-07,1.65512e-06,8.30883e-07,1.65512e-06,2.83504e-06
159,train,31,0,True,True,0.0737298,0.0758126,-0.00208279,0.282506,0.285828,0.209166,0.214866,0.0481682,0.0499422,False,0.315127875,0.0737298,0.0758126,-0.00208279,False,0.0737298,0.0758126,-0.00208279,False,0.048169,0.049943,-0.00177398,False,0.291619,0.360851,0.342939,0.426903,0.444661,0.192956,0.107367,0.353727,0.00193918,0.00187886,1.2048,-0.000482136,0.0061331,1.04386,1.04386,-0.00208298,-1.94989e-07,1.65511e-06,8.3088e-07,1.65511e-06,2.83502e-06
160,train,32,1,True,True,0.0758172,0.0737194,0.00209784,0.282484,0.28583,0.209633,0.214865,0.0482017,0.0498851,True,0.3103241375,0.0758172,0.0737194,0.00209784,True,0.0758173,0.0737194,0.00209791,True,0.0498859,0.0482025,0.00168338,True,0.0938811,0.456305,0.374484,0.163556,0.490971,0.26999,0.367252,0.266154,0.00193409,0.00187887,1.20486,-0.000490704,1.0464,1.04306,1.04386,0.00248616,0.000388317,0.00865933,8.30877e-07,0.00865933,2.83501e-06
161,train,33,1,True,True,0.0763074,0.0737998,0.00250759,0.283114,0.287115,0.212462,0.220822,0.0482884,0.0507927,True,0.2686391125,0.0763074,0.0737998,0.00250759,True,0.0763074,0.0737998,0.0025076,True,0.0507935,0.0482892,0.00250433,True,0.361298,0.0966629,0.122031,0.492813,0.349183,0.300039,0.218776,0.20831,0.00190384,0.00181974,1.20458,-0.000464062,1.0464,1.04386,1.04386,0.00279299,0.000285393,0.00851689,8.30873e-07,0.00851689,2.835e-06
162,train,34,1,True,True,0.0765975,0.073793,0.0028045,0.283349,0.287825,0.213881,0.223119,0.0483388,0.0512382,True,0.247402075,0.0765975,0.073793,0.0028045,True,0.0765974,0.0737929,0.0028045,True,0.051239,0.0483396,0.00289946,True,0.0838406,0.400537,0.39741,0.10904,0.266488,0.131902,0.385266,0.204733,0.00188901,0.00179792,1.20394,0.000141036,1.0464,1.04386,1.04386,0.00264233,-0.000162172,0.000891862,8.3087e-07,0.000891862,2.83499e-06
163,train,35,1,True,True,0.076598,0.0739606,0.00263744,0.283771,0.287981,0.215929,0.223944,0.0486363,0.0512251,True,0.28502317499999996,0.076598,0.0739606,0.00263744,True,0.076598,0.0739606,0.00263744,True,0.051226,0.0486371,0.00258888,True,0.497202,0.08,0.0873754,0.571344,0.284368,0.089561,0.410277,0.260058,0.00186803,0.00179022,1.20463,-0.000468697,1.0464,1.04386,1.04386,0.00268998,5.25408e-05,0.0137645,8.30867e-07,0.0137645,2.83498e-06
164,train,36,1,True,True,0.0767369,0.0740428,0.0026941,0.284099,0.288399,0.217511,0.225972,0.0487729,0.0514952,True,0.4669079,0.0767369,0.0740428,0.0026941,True,0.0767369,0.0740428,0.0026941,True,0.0514961,0.0487737,0.00272238,True,0.16197,0.684524,0.770112,0.221052,0.0829502,0.459844,0.75628,0.598531,0.00185213,0.00177155,1.20461,-0.00046708,1.0464,1.04386,1.04386,0.00296197,0.000267873,0.0300795,8.30864e-07,0.0300795,2.83497e-06
165,train,37,1,True,True,0.0770206,0.0740645,0.00295613,0.2844,0.289119,0.218949,0.228014,0.0488491,0.0519053,True,0.335890875,0.0770206,0.0740645,0.00295613,True,0.0770206,0.0740645,0.00295612,True,0.0519062,0.0488499,0.0030563,True,0.102989,0.509698,0.564957,0.103372,0.107356,0.134907,0.770114,0.393734,0.00183792,0.00175315,1.20458,-0.000464643,1.0464,1.04386,1.04386,0.00279007,-0.00016606,0.0213473,8.3086e-07,0.0213473,2.83496e-06
166,train,38,1,True,True,0.0769727,0.0741908,0.00278189,0.284676,0.289118,0.219977,0.228019,0.0490378,0.0518288,True,0.382305125,0.0769727,0.0741908,0.00278189,True,0.0769727,0.0741908,0.00278188,True,0.0518297,0.0490387,0.00279102,True,0.370735,0.363315,0.391723,0.528047,0.377254,0.374888,0.202841,0.449638,0.0018279,0.0017531,1.20467,-0.000471485,1.0464,1.04386,1.04386,0.00269717,-8.47223e-05,0.00867943,8.30857e-07,0.00867943,2.83494e-06
167,train,39,1,True,True,0.0769492,0.0742532,0.00269605,0.284813,0.289117,0.220908,0.228011,0.049182,0.0517648,True,0.20175882499999997,0.0769492,0.0742532,0.00269605,True,0.0769493,0.0742531,0.00269611,True,0.0517657,0.0491828,0.00258292,True,0.0808779,0.279686,0.34867,0.0841486,0.0901021,0.181483,0.39448,0.154623,0.00181891,0.00175317,1.20464,-2.65745e-05,1.0464,1.04386,1.04386,0.00252767,-0.000168379,0.00144873,8.30854e-07,0.00144873,2.83493e-06
