cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_0500ps,other_out_0500ps,margin_0500ps,correct_0500ps,target_out_0750ps,other_out_0750ps,margin_0750ps,correct_0750ps,target_out_1000ps,other_out_1000ps,margin_1000ps,correct_1000ps,target_out_1250ps,other_out_1250ps,margin_1250ps,correct_1250ps,target_out_1500ps,other_out_1500ps,margin_1500ps,correct_1500ps,target_out_1750ps,other_out_1750ps,margin_1750ps,correct_1750ps,target_out_2000ps,other_out_2000ps,margin_2000ps,correct_2000ps,target_out_2500ps,other_out_2500ps,margin_2500ps,correct_2500ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3500ps,other_out_3500ps,margin_3500ps,correct_3500ps,target_out_4050ps,other_out_4050ps,margin_4050ps,correct_4050ps,target_out_4500ps,other_out_4500ps,margin_4500ps,correct_4500ps,target_out_5000ps,other_out_5000ps,margin_5000ps,correct_5000ps,target_out_5500ps,other_out_5500ps,margin_5500ps,correct_5500ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10
59,train,11,1,True,True,7.7973e-25,4.87695e-25,2.92035e-25,-3.5972e-35,4.70284e-31,-0.000999166,0.0932587,0.0803661,0.11617,True,2.1166825e-24,7.7973e-25,4.87695e-25,2.92035e-25,True,0.0630196,0.0803794,-0.0173597,False,0.110336,0.0803784,0.0299576,True,0.113471,0.0803774,0.033094,True,0.114584,0.0803764,0.0342079,True,0.115155,0.0803753,0.0347793,True,0.115501,0.0803743,0.0351271,True,0.115902,0.0803723,0.0355293,True,0.116108,0.0803705,0.0357371,True,0.116173,0.0803683,0.0358051,True,0.11617,0.0803661,0.0358041,True,0.116168,0.0803643,0.0358033,True,0.116165,0.0803622,0.0358024,True,0.116162,0.0803602,0.0358015,True,2.26739e-24,2.18687e-24,1.6664e-24,2.52794e-24,1.95278e-24,1.87781e-24,2.2674e-24,2.18687e-24,0.918591,0.00570129,1.2,4.82177e-07
60,train,0,0,True,True,5.03049e-25,7.77531e-25,-2.74482e-25,-6.92398e-33,6.36494e-31,0.0211066,0.0441969,0.112782,0.0839175,False,2.11472125e-24,5.03049e-25,7.77531e-25,-2.74482e-25,False,0.0897176,0.0602963,0.0294213,True,0.110956,0.0808446,0.0301109,True,0.111971,0.082461,0.0295098,True,0.112322,0.0830626,0.0292592,True,0.112498,0.0833768,0.0291212,True,0.112603,0.0835698,0.0290336,True,0.112723,0.0837944,0.0289284,True,0.112783,0.0839108,0.0288721,True,0.112785,0.0839199,0.0288656,True,0.112782,0.0839175,0.0288648,True,0.11278,0.0839157,0.0288641,True,0.112777,0.0839136,0.0288634,True,0.112774,0.0839114,0.0288627,True,2.26554e-24,2.18466e-24,1.66493e-24,2.52545e-24,1.95112e-24,1.87586e-24,2.26555e-24,2.18466e-24,0.332944,0.234365,-1.20642e-06,1.2
61,train,1,0,True,True,7.4804e-25,5.28324e-25,2.19715e-25,1.52479e-31,3.12036e-31,0.0262704,0.0454066,0.106898,0.0830399,True,2.0786812499999995e-25,7.4804e-25,5.28324e-25,2.19715e-25,True,0.0907938,0.0609875,0.0298063,True,0.106414,0.0799995,0.0264145,True,0.106773,0.0815926,0.0251801,True,0.106857,0.0821891,0.0246682,True,0.106887,0.0825013,0.0243854,True,0.106898,0.0826934,0.0242051,True,0.106905,0.0829172,0.0239874,True,0.106904,0.0830333,0.0238706,True,0.106901,0.0830422,0.0238589,True,0.106898,0.0830399,0.0238582,True,0.106896,0.083038,0.0238577,True,0.106893,0.0830359,0.0238571,True,0.10689,0.0830338,0.0238565,True,1.37692e-25,5.09035e-25,6.26396e-73,5.10959e-25,7.34071e-73,2.21549e-25,1.29093e-25,1.54617e-25,0.338296,0.220364,3.09517e-07,1.2
62,train,2,0,True,True,7.0392e-25,5.20368e-25,1.83552e-25,6.13727e-32,3.10153e-31,-0.00191914,0.0449108,0.0851581,0.0819452,True,3.9120029999999995e-25,7.0392e-25,5.20368e-25,1.83552e-25,True,0.0848234,0.0583836,0.0264398,True,0.0851711,0.0788697,0.00630143,True,0.0851701,0.0804847,0.00468538,True,0.085169,0.0810864,0.0040826,True,0.0851679,0.0814013,0.00376667,True,0.0851669,0.081595,0.00357187,True,0.0851647,0.0818209,0.00334378,True,0.0851628,0.0819383,0.0032245,True,0.0851604,0.0819475,0.00321294,True,0.0851581,0.0819452,0.00321286,True,0.0851562,0.0819434,0.00321278,True,0.085154,0.0819413,0.0032127,True,0.0851519,0.0819393,0.00321262,True,5.23856e-25,5.65138e-25,-2.61786e-99,1.13304e-24,5.53304e-26,4.49532e-25,2.41508e-25,1.61198e-25,0.356529,0.224627,4.87641e-07,1.2
63,train,3,0,True,True,5.43884e-25,5.13005e-25,3.08792e-26,-5.96351e-33,3.1887e-31,0.0143612,0.0434696,0.11196,0.0808981,True,1.00114175e-24,5.43884e-25,5.13005e-25,3.08792e-26,True,0.088973,0.0576558,0.0313172,True,0.110826,0.0778333,0.0329922,True,0.111562,0.0794438,0.0321186,True,0.111769,0.080044,0.031725,True,0.111858,0.0803577,0.0314999,True,0.111904,0.0805504,0.0313532,True,0.111947,0.0807748,0.0311725,True,0.111965,0.0808912,0.0310734,True,0.111963,0.0809003,0.0310627,True,0.11196,0.0808981,0.0310619,True,0.111957,0.0808963,0.0310612,True,0.111955,0.0808943,0.0310604,True,0.111952,0.0808922,0.0310596,True,1.45923e-24,8.85315e-25,9.31496e-25,1.09904e-24,6.97348e-25,9.16099e-25,9.56766e-25,1.06384e-24,0.33462,0.243904,4.82182e-07,1.2
64,train,4,0,True,True,7.43557e-25,5.05927e-25,2.3763e-25,1.04574e-31,3.064e-31,0.000302571,0.0431985,0.102652,0.0799107,True,2.7556724999999997e-25,7.43557e-25,5.05927e-25,2.3763e-25,True,0.0882587,0.0566331,0.0316257,True,0.102662,0.0768452,0.0258163,True,0.102667,0.0784561,0.0242107,True,0.102666,0.0790565,0.0236091,True,0.102664,0.0793702,0.0232941,True,0.102663,0.0795629,0.0231001,True,0.10266,0.0797873,0.0228731,True,0.102658,0.0799037,0.0227544,True,0.102655,0.0799129,0.0227424,True,0.102652,0.0799107,0.0227418,True,0.10265,0.0799089,0.0227412,True,0.102648,0.0799069,0.0227407,True,0.102645,0.0799049,0.0227401,True,2.31537e-25,4.24254e-25,2.35258e-25,3.75433e-25,8.866e-26,3.20017e-25,2.61083e-25,2.68296e-25,0.336316,0.247335,4.82196e-07,1.2
65,train,5,0,True,True,6.71197e-25,4.99254e-25,1.71942e-25,2.63225e-33,3.04559e-31,0.00144753,0.0429312,0.107011,0.0789732,True,3.6162262499999996e-25,6.71197e-25,4.99254e-25,1.71942e-25,True,0.0885178,0.055974,0.0325437,True,0.106868,0.0759134,0.0309549,True,0.107021,0.0775202,0.0295004,True,0.107025,0.0781197,0.028905,True,0.107023,0.078433,0.0285903,True,0.107022,0.0786256,0.0283964,True,0.107019,0.0788499,0.0281694,True,0.107017,0.0789662,0.0280507,True,0.107014,0.0789754,0.0280385,True,0.107011,0.0789732,0.0280377,True,0.107009,0.0789715,0.0280371,True,0.107006,0.0789695,0.0280364,True,0.107003,0.0789675,0.0280357,True,4.50962e-25,2.19198e-25,6.00556e-25,1.6988e-25,2.55496e-25,3.06803e-25,4.71414e-25,4.18672e-25,0.335834,0.250654,4.82189e-07,1.2
66,train,6,1,True,True,4.92922e-25,7.04502e-25,-2.1158e-25,1.09983e-32,3.02749e-31,-0.000841723,0.0901314,0.077986,0.110226,False,3.2434412499999997e-25,4.92922e-25,7.04502e-25,-2.1158e-25,False,0.0576997,0.0779989,-0.0202992,False,0.104535,0.0779979,0.0265369,True,0.107591,0.0779969,0.0295936,True,0.108676,0.077996,0.0306802,True,0.109233,0.077995,0.0312378,True,0.109571,0.077994,0.0315772,True,0.109962,0.077992,0.0319697,True,0.110163,0.0779903,0.0321726,True,0.110229,0.0779881,0.032241,True,0.110226,0.077986,0.0322401,True,0.110224,0.0779842,0.0322394,True,0.110221,0.0779823,0.0322386,True,0.110218,0.0779803,0.0322377,True,4.1331e-25,3.60305e-25,3.96618e-25,1.57215e-25,1.62085e-25,2.82073e-25,3.7877e-25,4.44377e-25,0.952173,0.00602803,1.2,4.82184e-07
67,train,7,1,True,True,7.29438e-25,4.87244e-25,2.42194e-25,-5.8225e-33,6.15649e-31,-0.000808771,0.0899553,0.072102,0.109799,True,2.10077125e-24,7.29438e-25,4.87244e-25,2.42194e-25,True,0.0553248,0.072114,-0.0167892,False,0.104107,0.0721131,0.0319944,True,0.107164,0.0721122,0.035052,True,0.108249,0.0721113,0.0361382,True,0.108806,0.0721104,0.0366955,True,0.109144,0.0721095,0.0370347,True,0.109535,0.0721076,0.0374271,True,0.109736,0.072106,0.0376299,True,0.109802,0.072104,0.0376979,True,0.109799,0.072102,0.0376969,True,0.109796,0.0721004,0.0376961,True,0.109794,0.0720986,0.0376951,True,0.109791,0.0720968,0.0376942,True,2.25233e-24,2.16898e-24,1.65446e-24,2.50776e-24,1.93931e-24,1.86202e-24,2.25233e-24,2.16898e-24,0.962685,0.0060476,1.2,4.82185e-07
68,train,8,1,True,True,7.26676e-25,4.82421e-25,2.44255e-25,-5.57989e-33,6.14793e-31,-0.00344782,0.0424513,0.091521,0.0770837,True,2.0976475e-24,7.26676e-25,4.82421e-25,2.44255e-25,True,0.0543059,0.085812,-0.0315061,False,0.0740285,0.091535,-0.0175065,False,0.075632,0.0915338,-0.0159019,False,0.0762306,0.0915327,-0.0153021,False,0.0765437,0.0915315,-0.0149879,False,0.0767361,0.0915304,-0.0147943,False,0.0769603,0.0915281,-0.0145678,False,0.0770765,0.091526,-0.0144495,False,0.0770859,0.0915235,-0.0144377,False,0.0770837,0.091521,-0.0144373,False,0.077082,0.0915189,-0.0144369,False,0.0770801,0.0915166,-0.0144366,False,0.0770781,0.0915143,-0.0144362,False,2.24916e-24,2.16555e-24,1.65227e-24,2.50365e-24,1.93667e-24,1.85917e-24,2.24916e-24,2.16555e-24,0.339623,0.256464,4.82217e-07,1.2
69,train,9,1,True,True,4.84138e-25,5.79305e-25,-9.51669e-26,-2.39574e-32,3.01328e-31,-0.000718186,0.0898024,0.068284,0.109293,False,5.0463825e-25,4.84138e-25,5.79305e-25,-9.51669e-26,False,0.0546103,0.0682953,-0.013685,False,0.103578,0.0682945,0.0352835,True,0.106651,0.0682936,0.0383577,True,0.107741,0.0682927,0.0394482,True,0.108299,0.0682919,0.0400074,True,0.108639,0.068291,0.0403476,True,0.10903,0.0682893,0.040741,True,0.109232,0.0682878,0.0409442,True,0.109296,0.0682859,0.0410099,True,0.109293,0.068284,0.0410088,True,0.10929,0.0682825,0.0410079,True,0.109288,0.0682808,0.0410069,True,0.109285,0.068279,0.0410058,True,5.27269e-25,6.94737e-25,5.61581e-25,2.5914e-25,3.52419e-25,3.24479e-25,7.2246e-25,5.95021e-25,0.989909,0.00606472,1.2,4.82186e-07
70,train,10,1,True,True,7.23042e-25,4.6785e-25,2.55192e-25,-4.8671e-33,6.13895e-31,-0.00067609,0.0896724,0.0751527,0.108995,True,2.0936625e-24,7.23042e-25,4.6785e-25,2.55192e-25,True,0.05616,0.0751652,-0.0190052,False,0.103306,0.0751642,0.0281423,True,0.10636,0.0751633,0.031197,True,0.107446,0.0751623,0.0322839,True,0.108003,0.0751614,0.0328419,True,0.108342,0.0751604,0.0331817,True,0.108733,0.0751586,0.0335748,True,0.108935,0.0751569,0.0337779,True,0.108998,0.0751548,0.0338429,True,0.108995,0.0751527,0.033842,True,0.108992,0.075151,0.0338412,True,0.108989,0.0751491,0.0338403,True,0.108987,0.0751472,0.0338395,True,2.24538e-24,2.16108e-24,1.64926e-24,2.49862e-24,1.93329e-24,1.85521e-24,2.24538e-24,2.16108e-24,1.00146,0.00607935,1.2,4.82186e-07
71,train,11,1,True,True,7.20405e-25,4.63391e-25,2.57015e-25,-4.62786e-33,6.12932e-31,-0.000642866,0.08952,0.0745215,0.108656,True,2.09162125e-24,7.20405e-25,4.63391e-25,2.57015e-25,True,0.0557704,0.0745338,-0.0187634,False,0.102963,0.0745329,0.0284303,True,0.10602,0.0745319,0.0314883,True,0.107107,0.074531,0.0325761,True,0.107665,0.0745301,0.0331345,True,0.108004,0.0745291,0.0334744,True,0.108395,0.0745273,0.0338678,True,0.108597,0.0745256,0.034071,True,0.108659,0.0745235,0.0341356,True,0.108656,0.0745215,0.0341346,True,0.108654,0.0745198,0.0341338,True,0.108651,0.0745179,0.034133,True,0.108648,0.0745161,0.0341321,True,2.24343e-24,2.1588e-24,1.64772e-24,2.49604e-24,1.93155e-24,1.8532e-24,2.24343e-24,2.1588e-24,1.00993,0.00609659,1.2,4.82187e-07
72,train,0,0,True,True,4.58656e-25,7.17861e-25,-2.59205e-25,-4.37396e-33,6.11971e-31,0.0224632,0.0421721,0.105139,0.0756094,False,2.08948875e-24,4.58656e-25,7.17861e-25,-2.59205e-25,False,0.0846249,0.054346,0.0302789,True,0.103416,0.0725872,0.0308289,True,0.10437,0.074167,0.0302032,True,0.104702,0.0747604,0.0299417,True,0.104869,0.0750715,0.0297977,True,0.104969,0.0752629,0.0297062,True,0.105083,0.0754862,0.0295963,True,0.10514,0.0756022,0.0295376,True,0.105142,0.0756115,0.0295307,True,0.105139,0.0756094,0.0295299,True,0.105137,0.0756077,0.0295292,True,0.105134,0.0756058,0.0295285,True,0.105132,0.0756039,0.0295278,True,2.24138e-24,2.15642e-24,1.64613e-24,2.49333e-24,1.92974e-24,1.85111e-24,2.24138e-24,2.15642e-24,0.332665,0.259772,4.82192e-07,1.2
73,train,1,0,True,True,6.88203e-25,4.70973e-25,2.1723e-25,1.61674e-31,2.97999e-31,0.00989136,0.0419789,0.0995989,0.0749765,True,2.02224375e-25,6.88203e-25,4.70973e-25,2.1723e-25,True,0.0841903,0.0538472,0.0303431,True,0.0991515,0.0719575,0.027194,True,0.0994905,0.073535,0.0259555,True,0.0995674,0.0741279,0.0254395,True,0.0995928,0.0744387,0.025154,True,0.0996021,0.0746301,0.024972,True,0.0996059,0.0748533,0.0247525,True,0.0996044,0.0749692,0.0246352,True,0.0996017,0.0749786,0.0246231,True,0.0995989,0.0749765,0.0246224,True,0.0995967,0.0749748,0.0246219,True,0.0995942,0.0749729,0.0246212,True,0.0995917,0.074971,0.0246206,True,1.29185e-25,5.06989e-25,6.27829e-73,5.02282e-25,7.35997e-73,2.10473e-25,1.23333e-25,1.45533e-25,0.335906,0.262002,4.82201e-07,1.2
74,train,2,0,True,True,6.46774e-25,4.65898e-25,1.80877e-25,7.18706e-32,2.96386e-31,-0.00146805,0.0429637,0.0789039,0.074362,True,3.8091338750000003e-25,6.46774e-25,4.65898e-25,1.80877e-25,True,0.0785934,0.0518841,0.0267093,True,0.078916,0.0712235,0.00769251,True,0.078915,0.0728556,0.00605937,True,0.078914,0.0734729,0.00544112,True,0.078913,0.0737977,0.00511533,True,0.078912,0.0739981,0.00491395,True,0.07891,0.0742323,0.00467779,True,0.0789083,0.0743541,0.00455418,True,0.0789061,0.0743641,0.004542,True,0.0789039,0.074362,0.00454188,True,0.0789021,0.0743604,0.00454177,True,0.0789002,0.0743585,0.00454166,True,0.0788982,0.0743566,0.00454154,True,5.03871e-25,5.56728e-25,1.69877e-99,1.13109e-24,4.55011e-26,4.29795e-25,2.32922e-25,1.474e-25,0.359345,0.25038,4.82253e-07,1.2
75,train,3,0,True,True,4.95557e-25,4.61913e-25,3.36432e-26,-1.04364e-32,3.03134e-31,0.017279,0.0415158,0.104381,0.0735501,True,9.73837875e-25,4.95557e-25,4.61913e-25,3.36432e-26,True,0.0819735,0.0511526,0.0308209,True,0.103229,0.070503,0.0327261,True,0.103975,0.0721006,0.0318749,True,0.104185,0.0726979,0.0314876,True,0.104276,0.0730105,0.0312651,True,0.104323,0.0732026,0.0311199,True,0.104367,0.0734266,0.0309407,True,0.104385,0.0735427,0.0308423,True,0.104384,0.0735522,0.0308316,True,0.104381,0.0735501,0.0308308,True,0.104379,0.0735485,0.0308301,True,0.104376,0.0735466,0.0308293,True,0.104373,0.0735448,0.0308285,True,1.43685e-24,8.52336e-25,9.07454e-25,1.06193e-24,6.65423e-25,8.98235e-25,9.24845e-25,1.04363e-24,0.334106,0.267209,4.82193e-07,1.2
76,train,4,0,True,True,6.84934e-25,4.56974e-25,2.2796e-25,1.25173e-31,2.9324e-31,0.00186762,0.0413844,0.0949597,0.0728738,True,2.67400975e-25,6.84934e-25,4.56974e-25,2.2796e-25,True,0.0814924,0.0506904,0.0308019,True,0.094969,0.0698314,0.0251376,True,0.094973,0.0714256,0.0235474,True,0.0949718,0.0720221,0.0229497,True,0.0949707,0.0723344,0.0226363,True,0.0949695,0.0725264,0.022443,True,0.0949671,0.0727502,0.0222169,True,0.0949649,0.0728664,0.0220986,True,0.0949623,0.0728758,0.0220865,True,0.0949597,0.0728738,0.0220859,True,0.0949576,0.0728722,0.0220854,True,0.0949552,0.0728703,0.0220848,True,0.0949528,0.0728685,0.0220843,True,2.25737e-25,4.17415e-25,2.27738e-25,3.623e-25,8.27138e-26,3.06754e-25,2.58048e-25,2.58502e-25,0.336412,0.268668,4.82209e-07,1.2
77,train,5,0,True,True,6.1313e-25,4.52412e-25,1.60718e-25,1.3916e-32,2.92549e-31,0.00341343,0.0410818,0.0993957,0.0722207,True,3.5203612500000005e-25,6.1313e-25,4.52412e-25,1.60718e-25,True,0.0812323,0.0499862,0.0312462,True,0.0992288,0.0691772,0.0300516,True,0.0994012,0.0707722,0.0286291,True,0.0994084,0.0713689,0.0280395,True,0.0994071,0.0716812,0.027726,True,0.0994059,0.0718732,0.0275327,True,0.0994034,0.072097,0.0273064,True,0.0994012,0.0722132,0.027188,True,0.0993984,0.0722227,0.0271757,True,0.0993957,0.0722207,0.027175,True,0.0993934,0.0722191,0.0271744,True,0.0993909,0.0722173,0.0271737,True,0.0993885,0.0722154,0.027173,True,4.45591e-25,2.03648e-25,5.89508e-25,1.57134e-25,2.47157e-25,2.99506e-25,4.63997e-25,4.09748e-25,0.335887,0.271916,4.82201e-07,1.2
78,train,6,1,True,True,4.47322e-25,6.45249e-25,-1.97926e-25,2.523e-32,2.90378e-31,-0.000459411,0.0872503,0.0710051,0.10498,False,3.1422325e-25,4.47322e-25,6.45249e-25,-1.97926e-25,False,0.0520249,0.0710169,-0.018992,False,0.099267,0.071016,0.0282509,True,0.102339,0.0710151,0.0313239,True,0.103429,0.0710142,0.0324144,True,0.103987,0.0710133,0.0329734,True,0.104326,0.0710124,0.0333136,True,0.104717,0.0710107,0.0337068,True,0.104919,0.0710091,0.0339098,True,0.104983,0.0710071,0.0339757,True,0.10498,0.0710051,0.0339748,True,0.104978,0.0710035,0.033974,True,0.104975,0.0710018,0.0339732,True,0.104972,0.071,0.0339723,True,4.06426e-25,3.45155e-25,3.84321e-25,1.48478e-25,1.51823e-25,2.75289e-25,3.67589e-25,4.34705e-25,1.04089,0.00636622,1.2,4.82192e-07
79,train,7,1,True,True,6.88815e-25,4.39627e-25,2.49188e-25,-3.09204e-33,5.96991e-31,-0.00042959,0.0870081,0.06588,0.104575,True,2.07493875e-24,6.88815e-25,4.39627e-25,2.49188e-25,True,0.0498238,0.0658909,-0.0160672,False,0.0988537,0.0658901,0.0329636,True,0.101936,0.0658893,0.0360466,True,0.103026,0.0658884,0.0371374,True,0.103584,0.0658876,0.037696,True,0.103922,0.0658868,0.0380356,True,0.104313,0.0658851,0.038428,True,0.104514,0.0658836,0.0386305,True,0.104578,0.0658818,0.0386961,True,0.104575,0.06588,0.038695,True,0.104573,0.0658785,0.0386942,True,0.10457,0.0658769,0.0386932,True,0.104567,0.0658752,0.0386922,True,2.22744e-24,2.14018e-24,1.63516e-24,2.47497e-24,1.91733e-24,1.83681e-24,2.22744e-24,2.14018e-24,1.04752,0.00639649,1.2,4.82193e-07
80,train,8,1,True,True,6.86053e-25,4.18011e-25,2.68042e-25,-2.87615e-33,5.95641e-31,-0.00265569,0.0410498,0.0842987,0.0706215,True,2.0728274999999998e-24,6.86053e-25,4.18011e-25,2.68042e-25,True,0.0485739,0.0787922,-0.0302183,False,0.0675822,0.0843116,-0.0167294,False,0.0691741,0.0843105,-0.0151364,False,0.0697701,0.0843095,-0.0145394,False,0.0700821,0.0843084,-0.0142263,False,0.0702741,0.0843073,-0.0140333,False,0.0704978,0.0843052,-0.0138075,False,0.0706139,0.0843033,-0.0136894,False,0.0706234,0.084301,-0.0136776,False,0.0706215,0.0842987,-0.0136772,False,0.0706199,0.0842968,-0.0136769,False,0.0706181,0.0842947,-0.0136765,False,0.0706163,0.0842925,-0.0136762,False,2.22541e-24,2.13783e-24,1.63356e-24,2.47231e-24,1.91552e-24,1.83474e-24,2.22542e-24,2.13783e-24,0.339973,0.272352,4.82235e-07,1.2
81,train,9,1,True,True,4.39023e-25,5.30538e-25,-9.15153e-26,-1.84193e-32,2.91277e-31,-0.000352732,0.086682,0.0691099,0.103984,False,4.9279725e-25,4.39023e-25,5.30538e-25,-9.15153e-26,False,0.0508701,0.0691213,-0.0182512,False,0.0983011,0.0691204,0.0291806,True,0.101361,0.0691196,0.0322413,True,0.102444,0.0691187,0.0333256,True,0.102999,0.0691178,0.0338811,True,0.103336,0.069117,0.0342189,True,0.103725,0.0691152,0.0346093,True,0.103925,0.0691137,0.0348109,True,0.103987,0.0691118,0.0348753,True,0.103984,0.0691099,0.0348743,True,0.103982,0.0691083,0.0348735,True,0.103979,0.0691066,0.0348726,True,0.103977,0.0691048,0.0348718,True,5.24284e-25,6.68091e-25,5.54441e-25,2.44809e-25,3.4062e-25,3.15779e-25,7.0603e-25,5.88324e-25,1.06245,0.00643775,1.2,4.82193e-07
82,train,10,1,True,True,6.81751e-25,3.94307e-25,2.87444e-25,-2.25727e-33,5.9355e-31,-0.000313674,0.0864648,0.0639512,0.103655,True,2.0686737499999997e-24,6.81751e-25,3.94307e-25,2.87444e-25,True,0.0487953,0.0639618,-0.0151665,False,0.0979667,0.063961,0.0340057,True,0.101036,0.0639602,0.0370754,True,0.102119,0.0639594,0.0381596,True,0.102673,0.0639586,0.0387145,True,0.103009,0.0639578,0.0390516,True,0.103397,0.0639562,0.039441,True,0.103597,0.0639547,0.0396419,True,0.103658,0.063953,0.0397052,True,0.103655,0.0639512,0.0397041,True,0.103653,0.0639497,0.0397032,True,0.10365,0.0639481,0.0397022,True,0.103648,0.0639465,0.0397012,True,2.22143e-24,2.1332e-24,1.63041e-24,2.46709e-24,1.91197e-24,1.83066e-24,2.22143e-24,2.1332e-24,1.07089,0.00646552,1.2,4.82194e-07
83,train,11,1,True,True,6.78953e-25,4.26193e-25,2.5276e-25,-2.04585e-33,5.91912e-31,-0.000284318,0.0862126,0.066286,0.103276,True,2.06753875e-24,6.78953e-25,4.26193e-25,2.5276e-25,True,0.0495802,0.066297,-0.0167168,False,0.0975913,0.0662961,0.0312951,True,0.100661,0.0662953,0.0343653,True,0.101743,0.0662945,0.0354487,True,0.102296,0.0662936,0.0360027,True,0.102632,0.0662928,0.0363393,True,0.103019,0.0662912,0.0367278,True,0.103218,0.0662897,0.0369283,True,0.103279,0.0662878,0.0369914,True,0.103276,0.066286,0.0369904,True,0.103274,0.0662845,0.0369896,True,0.103271,0.0662828,0.0369887,True,0.103269,0.0662812,0.0369877,True,2.22051e-24,2.13188e-24,1.62941e-24,2.4658e-24,1.91098e-24,1.82934e-24,2.22051e-24,2.13188e-24,1.0757,0.00649812,1.2,4.82195e-07
84,train,0,0,True,True,5.06956e-25,8.89728e-25,-3.82772e-25,-3.17657e-33,9.78442e-31,0.0231712,0.0401078,0.0981533,0.0689763,False,2.8953200000000002e-24,5.06956e-25,8.89728e-25,-3.82772e-25,False,0.0769537,0.0470967,0.0298571,True,0.0964438,0.0659407,0.0305031,True,0.0973911,0.06753,0.0298611,True,0.0977202,0.0681253,0.0295948,True,0.0978856,0.0684372,0.0294485,True,0.0979846,0.068629,0.0293557,True,0.0980969,0.0688526,0.0292443,True,0.0981534,0.0689686,0.0291848,True,0.098156,0.0689782,0.0291778,True,0.0981533,0.0689763,0.0291769,True,0.0981511,0.0689748,0.0291763,True,0.0981486,0.068973,0.0291756,True,0.0981461,0.0689713,0.0291748,True,3.11641e-24,2.99104e-24,2.26627e-24,3.45223e-24,2.67385e-24,2.5553e-24,3.11642e-24,2.99104e-24,0.332773,0.281905,4.82203e-07,1.2
85,train,1,0,True,True,6.36699e-25,4.2635e-25,2.10349e-25,1.66422e-31,2.83875e-31,0.0111947,0.0399706,0.0930387,0.0684615,True,1.96294e-25,6.36699e-25,4.2635e-25,2.10349e-25,True,0.0764169,0.0466431,0.0297738,True,0.0925472,0.0654274,0.0271197,True,0.0929131,0.0670156,0.0258975,True,0.0929981,0.0676107,0.0253874,True,0.0930273,0.0679224,0.0251049,True,0.0930388,0.0681142,0.0249246,True,0.0930445,0.0683377,0.0247068,True,0.0930438,0.0684538,0.02459,True,0.0930413,0.0684634,0.0245779,True,0.0930387,0.0684615,0.0245772,True,0.0930366,0.06846,0.0245766,True,0.0930343,0.0684583,0.024576,True,0.093032,0.0684566,0.0245754,True,1.20755e-25,5.04676e-25,8.64348e-73,4.92575e-25,1.0198e-72,1.98752e-25,1.17269e-25,1.36325e-25,0.335974,0.283249,4.82214e-07,1.2
86,train,2,0,True,True,5.97374e-25,4.22039e-25,1.75335e-25,8.12016e-32,2.82963e-31,-0.001024,0.0415914,0.0731193,0.0681596,True,3.70333925e-25,5.97374e-25,4.22039e-25,1.75335e-25,True,0.0727767,0.0463576,0.0264191,True,0.0731305,0.0649808,0.00814969,True,0.0731296,0.0666324,0.00649717,True,0.0731286,0.0672581,0.00587054,True,0.0731277,0.0675873,0.00554038,True,0.0731268,0.0677904,0.00533639,True,0.073125,0.0680277,0.00509731,True,0.0731233,0.068151,0.00497228,True,0.0731213,0.0681615,0.00495983,True,0.0731193,0.0681596,0.00495969,True,0.0731176,0.0681581,0.00495958,True,0.0731158,0.0681563,0.00495945,True,0.073114,0.0681546,0.00495933,True,4.83053e-25,5.4809e-25,-1.15754e-99,1.12795e-24,3.55444e-26,4.09697e-25,2.24623e-25,1.33714e-25,0.36331,0.266617,4.82276e-07,1.2
87,train,3,0,True,True,4.65312e-25,4.20059e-25,4.52534e-26,-7.14776e-33,2.9468e-31,0.0197533,0.0395894,0.0977182,0.0674001,True,9.444725e-25,4.65312e-25,4.20059e-25,4.52534e-26,True,0.0757001,0.0457102,0.0299899,True,0.0965187,0.064369,0.0321497,True,0.0972892,0.065955,0.0313342,True,0.0975086,0.0665496,0.030959,True,0.0976037,0.0668612,0.0307425,True,0.0976538,0.0670528,0.0306009,True,0.0977021,0.0672763,0.0304258,True,0.0977219,0.0673923,0.0303295,True,0.0977209,0.067402,0.0303189,True,0.0977182,0.0674001,0.0303181,True,0.097716,0.0673986,0.0303174,True,0.0977136,0.0673969,0.0303167,True,0.0977111,0.0673952,0.0303159,True,1.41151e-24,8.17178e-25,8.80485e-25,1.02377e-24,6.32623e-25,8.77991e-25,8.91993e-25,1.02023e-24,0.333707,0.286874,4.82204e-07,1.2
