cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2550ps,other_out_2550ps,margin_2550ps,correct_2550ps,target_out_2750ps,other_out_2750ps,margin_2750ps,correct_2750ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3150ps,other_out_3150ps,margin_3150ps,correct_3150ps,target_out_3350ps,other_out_3350ps,margin_3350ps,correct_3350ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,bwd_signal,dp0,dn0,output_delta_net_0,dp1,dn1,output_delta_net_1,max_abs_output_delta_signal,max_output_delta_node
192,train,0,0,True,True,0.116082,0.108189,0.00789317,0.150256,0.142127,0.000642609,0.00104811,0.11619,0.108297,True,0.447860125,0.116082,0.108189,0.00789317,True,0.116138,0.108245,0.0078933,True,0.116183,0.10829,0.00789338,True,0.116193,0.1083,0.00789324,True,0.116192,0.108299,0.00789316,True,0.741245,0.57729,0.633202,0.770113,0.107267,0.142146,0.109099,0.502519,0.335905,0.335988,0.177422,1.20184,0.032567,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386
193,train,1,0,True,True,0.106443,0.100305,0.00613814,0.140333,0.13401,0.000223387,0.000494501,0.106553,0.100414,True,0.383877,0.106443,0.100305,0.00613814,True,0.1065,0.100361,0.00613844,True,0.106545,0.100407,0.00613866,True,0.106555,0.100417,0.00613867,True,0.106554,0.100416,0.00613861,True,0.632611,0.475342,0.540965,0.624457,0.124163,0.08,0.282379,0.311099,0.335891,0.335954,0.1097,1.20073,0.0329292,1.04386,3.83671e-07,1.04386,3.83671e-07,1.04386,-1.04386,1.04386,1.04386
194,train,2,0,True,True,0.095415,0.0933851,0.00202986,0.128973,0.126881,0.00246531,0.0029035,0.0955236,0.0934935,True,0.29886775000000004,0.095415,0.0933851,0.00202986,True,0.0954706,0.0934406,0.00203004,True,0.0955163,0.0934862,0.00203018,True,0.0955262,0.0934959,0.00203024,True,0.0955252,0.093495,0.00203021,True,0.460496,0.315118,0.428067,0.491527,0.139719,0.324761,0.106536,0.124718,0.336144,0.336255,0.00123638,1.19992,0.00403639,1.04386,1.83641e-10,1.04386,1.83641e-10,1.04386,-1.04386,1.04386,1.04386
195,train,3,0,True,True,0.0912929,0.0899888,0.00130411,0.124726,0.123382,0.000876081,0.00109385,0.0914017,0.0900973,True,0.34778837500000004,0.0912929,0.0899888,0.00130411,True,0.0913485,0.0900443,0.00130427,True,0.0913942,0.0900898,0.0013044,True,0.0914042,0.0900997,0.00130446,True,0.0914032,0.0900988,0.00130445,True,0.465983,0.392788,0.363332,0.423047,0.177356,0.430341,0.224457,0.305003,0.335956,0.336012,0.000143142,1.19993,0.00377396,1.04386,8.78982e-14,1.04386,8.78982e-14,1.04386,-1.04386,1.04386,1.04386
196,train,4,0,True,True,0.0992717,0.0962461,0.00302557,0.132946,0.129829,0.00127085,0.00155483,0.0993807,0.0963549,True,0.383445,0.0992717,0.0962461,0.00302557,True,0.0993276,0.0963018,0.00302576,True,0.0993735,0.0963476,0.0030259,True,0.0993833,0.0963574,0.00302593,True,0.0993824,0.0963565,0.0030259,True,0.584164,0.47028,0.462056,0.628547,0.255224,0.176976,0.145681,0.344632,0.33603,0.336104,0.0553455,1.20018,0.026146,1.04386,4.20718e-17,1.04386,4.20718e-17,1.04386,-1.04386,1.04386,1.04386
197,train,5,0,True,True,0.10198,0.0977032,0.00427656,0.135736,0.13133,0.000955371,0.001346,0.102089,0.0978121,True,0.37133174999999996,0.10198,0.0977032,0.00427656,True,0.102036,0.097759,0.00427677,True,0.102082,0.0978048,0.00427693,True,0.102092,0.0978147,0.00427697,True,0.102091,0.0978137,0.00427692,True,0.543454,0.493438,0.523504,0.44525,0.181826,0.385814,0.148522,0.248846,0.335967,0.336056,0.0693545,1.2003,0.028056,1.04386,2.01373e-20,1.04386,2.01373e-20,1.04386,-1.04386,1.04386,1.04386
198,train,6,0,True,True,0.111905,0.10744,0.00446472,0.145955,0.141356,-0.000962983,-0.000658235,0.112013,0.107548,True,0.543639875,0.111905,0.10744,0.00446472,True,0.11196,0.107495,0.00446491,True,0.112006,0.107541,0.00446506,True,0.112016,0.107551,0.00446495,True,0.112015,0.10755,0.0044649,True,0.676339,0.66374,0.770114,0.650108,0.375466,0.351668,0.149631,0.712053,0.335735,0.335798,0.199495,1.20229,0.031687,1.04386,9.64402e-24,1.04386,9.64402e-24,1.04386,-1.04386,1.04386,1.04386
199,train,7,0,True,True,0.102609,0.0993655,0.00324391,0.136384,0.133042,-0.00127444,-0.00100498,0.102719,0.0994743,True,0.42723375,0.102609,0.0993655,0.00324391,True,0.102665,0.0994212,0.00324408,True,0.102711,0.0994669,0.00324421,True,0.102721,0.099477,0.00324426,True,0.10272,0.099476,0.00324423,True,0.580763,0.423695,0.455836,0.753179,0.370996,0.391278,0.100993,0.34113,0.33563,0.335682,0.104067,1.20065,0.0338546,1.04386,4.61865e-27,1.04386,4.61865e-27,1.04386,-1.04386,1.04386,1.04386
200,train,8,0,True,True,0.102387,0.0994462,0.00294086,0.136155,0.133125,-0.000827384,-0.000547369,0.102496,0.0995551,True,0.41991187500000005,0.102387,0.0994462,0.00294086,True,0.102443,0.099502,0.00294101,True,0.102489,0.0995477,0.00294112,True,0.102499,0.0995578,0.00294119,True,0.102498,0.0995568,0.00294116,True,0.464831,0.474401,0.515151,0.632988,0.357854,0.426654,0.152887,0.334529,0.335687,0.335745,0.108384,1.2007,0.0339319,1.04386,2.21193e-30,1.04386,2.21193e-30,1.04386,-1.04386,1.04386,1.04386
201,train,9,0,True,True,0.110067,0.104682,0.00538545,0.14406,0.138513,-0.00112637,-0.000797703,0.110174,0.104789,True,0.5125391,0.110067,0.104682,0.00538545,True,0.110122,0.104737,0.00538567,True,0.110167,0.104782,0.00538582,True,0.110177,0.104791,0.00538575,True,0.110176,0.10479,0.0053857,True,0.715184,0.569406,0.590993,0.770114,0.328889,0.269307,0.0863048,0.770115,0.335757,0.335824,0.181835,1.20191,0.0321314,1.04386,1.05932e-33,1.04386,1.05932e-33,1.04386,-1.04386,1.04386,1.04386
202,train,10,0,True,True,0.0968374,0.0951549,0.00168246,0.130438,0.128705,0.000830758,0.00113969,0.0969463,0.0952636,True,0.34533500000000006,0.0968374,0.0951549,0.00168246,True,0.0968932,0.0952106,0.0016826,True,0.0969389,0.0952562,0.00168271,True,0.0969489,0.0952661,0.00168274,True,0.0969479,0.0952652,0.00168272,True,0.460057,0.36972,0.432466,0.52793,0.162337,0.257971,0.106189,0.44601,0.335915,0.33599,0.0471816,1.20012,0.0167217,1.04386,5.07324e-37,1.04386,5.07324e-37,1.04386,-1.04386,1.04386,1.04386
203,train,11,0,True,True,0.103944,0.100997,0.00294686,0.137759,0.134723,0.000353719,0.000642544,0.104053,0.101106,True,0.40108024999999997,0.103944,0.100997,0.00294686,True,0.104,0.101053,0.002947,True,0.104046,0.101099,0.0029471,True,0.104056,0.101109,0.00294711,True,0.104055,0.101108,0.00294708,True,0.521068,0.418723,0.488581,0.608506,0.171098,0.317522,0.128222,0.554922,0.33585,0.335916,0.170428,1.20167,0.0311706,1.04386,2.42964e-40,1.04386,2.42964e-40,1.04386,-1.04386,1.04386,1.04386
204,train,12,0,True,True,0.12248,0.115857,0.0066235,0.156846,0.150026,-0.00144235,-0.00115129,0.122589,0.115966,True,0.49262754999999997,0.12248,0.115857,0.0066235,True,0.122536,0.115913,0.00662362,True,0.122582,0.115959,0.0066237,True,0.122592,0.115969,0.00662361,True,0.122591,0.115968,0.00662355,True,0.685667,0.646988,0.616585,0.599858,0.0876884,0.560507,0.109723,0.634004,0.335681,0.335729,0.19221,1.20216,0.0297451,1.04386,1.16359e-43,1.04386,1.16359e-43,1.04386,-1.04386,1.04386,1.04386
205,train,13,0,True,True,0.10873,0.102615,0.0061149,0.142688,0.136389,-4.41728e-05,0.000295601,0.108839,0.102724,True,0.41943698749999997,0.10873,0.102615,0.0061149,True,0.108786,0.102671,0.00611515,True,0.108832,0.102716,0.00611533,True,0.108842,0.102726,0.00611532,True,0.108841,0.102725,0.00611526,True,0.599362,0.50374,0.580641,0.650401,0.0920689,0.244312,0.18933,0.495641,0.335868,0.335938,0.163966,1.20157,0.0324537,1.04386,5.57257e-47,1.04386,5.57257e-47,1.04386,-1.04386,1.04386,1.04386
206,train,14,0,True,True,0.114827,0.110561,0.00426553,0.148966,0.144574,-0.00147662,-0.00122714,0.114936,0.11067,True,0.5126675,0.114827,0.110561,0.00426553,True,0.114883,0.110617,0.00426565,True,0.114929,0.110663,0.00426573,True,0.114939,0.110673,0.00426573,True,0.114938,0.110672,0.00426569,True,0.423736,0.592923,0.632225,0.63737,0.432503,0.537697,0.160092,0.684794,0.335649,0.335697,0.2073,1.20247,0.0310947,1.04386,2.66878e-50,1.04386,2.66878e-50,1.04386,-1.04386,1.04386,1.04386
207,train,15,0,True,True,0.114153,0.107984,0.00616838,0.148272,0.141919,0.00102447,0.00140971,0.114262,0.108093,True,0.456683375,0.114153,0.107984,0.00616838,True,0.114209,0.10804,0.0061686,True,0.114255,0.108086,0.00616876,True,0.114265,0.108096,0.00616873,True,0.114263,0.108095,0.00616867,True,0.618181,0.572318,0.6045,0.673188,0.185134,0.114966,0.123926,0.761254,0.335968,0.336059,0.551683,1.19211,0.0312239,1.04386,1.27811e-53,1.04386,1.27811e-53,1.04386,-1.04386,1.04386,1.04386
208,train,16,0,True,True,0.0802201,0.0807918,-0.000571729,0.113315,0.113903,0.00316727,0.00330948,0.0803279,0.0808993,False,0.30304525,0.0802201,0.0807918,-0.000571729,False,0.080275,0.0808466,-0.000571574,False,0.0803202,0.0808916,-0.000571457,False,0.08033,0.0809014,-0.000571364,False,0.0803292,0.0809006,-0.000571358,False,0.22759,0.408197,0.427667,0.31717,0.305109,0.211941,0.203672,0.323016,0.336447,0.3365,3.31825e-08,1.19995,0.00539951,1.04386,6.12105e-57,1.04386,6.12105e-57,1.04386,-1.04386,1.04386,1.04386
209,train,17,0,True,True,0.111197,0.107399,0.00379831,0.145226,0.141314,0.00029012,0.000608625,0.111305,0.107507,True,0.489279625,0.111197,0.107399,0.00379831,True,0.111253,0.107454,0.00379844,True,0.111299,0.1075,0.00379855,True,0.111308,0.10751,0.00379851,True,0.111307,0.107509,0.00379847,True,0.640951,0.717267,0.770113,0.685167,0.108697,0.284195,0.178522,0.529325,0.335913,0.335983,0.207967,1.20248,0.0275471,1.04386,2.93145e-60,1.04386,2.93145e-60,1.04386,-1.04386,1.04386,1.04386
210,train,18,0,True,True,0.120054,0.117674,0.00237939,0.154341,0.151891,-0.00232312,-0.00227882,0.12016,0.11778,True,0.6504166250000001,0.120054,0.117674,0.00237939,True,0.120108,0.117729,0.00237949,True,0.120153,0.117774,0.00237956,True,0.120163,0.117784,0.00237959,True,0.120162,0.117782,0.00237957,True,0.396961,0.770115,0.770115,0.710292,0.629719,0.710614,0.445404,0.770113,0.335605,0.335614,0.229149,1.20301,0.0301898,1.04386,1.40391e-63,1.04386,1.40391e-63,1.04386,-1.04386,1.04386,1.04386
211,train,19,0,True,True,0.110501,0.104159,0.00634231,0.144504,0.137971,0.000572465,0.000916161,0.110607,0.104264,True,0.531151625,0.110501,0.104159,0.00634231,True,0.110556,0.104213,0.00634274,True,0.110601,0.104258,0.00634307,True,0.11061,0.104267,0.00634297,True,0.110609,0.104266,0.00634291,True,0.770115,0.613438,0.73708,0.770115,0.288301,0.178341,0.121709,0.770114,0.335962,0.336042,0.172702,1.20174,0.0320176,1.04386,6.72351e-67,1.04386,6.72351e-67,1.04386,-1.04386,1.04386,1.04386
212,train,20,0,True,True,0.11929,0.108026,0.0112641,0.153559,0.14196,-0.000547586,-0.00017976,0.119398,0.108134,True,0.5292487499999999,0.11929,0.108026,0.0112641,True,0.119346,0.108081,0.0112643,True,0.119391,0.108127,0.0112645,True,0.119401,0.108137,0.0112644,True,0.1194,0.108136,0.0112642,True,0.75562,0.482195,0.633557,0.770114,0.106731,0.619649,0.159538,0.706586,0.335789,0.33585,0.164251,1.2016,0.030006,1.04386,3.21998e-70,1.04386,3.21998e-70,1.04386,-1.04386,1.04386,1.04386
213,train,21,0,True,True,0.109884,0.104812,0.00507229,0.143876,0.138652,0.000131189,0.00040507,0.109993,0.10492,True,0.3978995,0.109884,0.104812,0.00507229,True,0.10994,0.104867,0.00507248,True,0.109986,0.104913,0.00507262,True,0.109996,0.104923,0.00507266,True,0.109995,0.104922,0.0050726,True,0.618181,0.473595,0.444862,0.551244,0.122733,0.505327,0.128291,0.338963,0.335781,0.335835,0.184947,1.20197,0.0321636,1.04386,1.54209e-73,1.04386,1.54209e-73,1.04386,-1.04386,1.04386,1.04386
214,train,22,0,True,True,0.112852,0.100531,0.0123209,0.146935,0.134238,-0.00105096,-0.000814892,0.112962,0.100638,True,0.5125206250000001,0.112852,0.100531,0.0123209,True,0.112908,0.100586,0.0123226,True,0.112955,0.100631,0.0123239,True,0.112965,0.100641,0.0123241,True,0.112964,0.10064,0.0123239,True,0.572917,0.476237,0.588594,0.770113,0.330766,0.770113,0.260624,0.330801,0.335741,0.335773,0.0922905,1.20054,0.0310343,1.04386,7.38527e-77,1.04386,7.38527e-77,1.04386,-1.04386,1.04386,1.04386
215,train,23,0,True,True,0.112765,0.105383,0.00738231,0.146841,0.139236,-0.000160829,0.000188509,0.112873,0.10549,True,0.493214375,0.112765,0.105383,0.00738231,True,0.112821,0.105438,0.00738274,True,0.112866,0.105483,0.00738308,True,0.112876,0.105493,0.007383,True,0.112875,0.105492,0.00738293,True,0.770114,0.473998,0.604056,0.755224,0.421596,0.138322,0.137644,0.644761,0.335798,0.335871,0.172317,1.20174,0.0315111,1.04386,3.5369e-80,1.04386,3.5369e-80,1.04386,-1.04386,1.04386,1.04386
216,train,24,0,True,True,0.0943254,0.0907735,0.00355181,0.127851,0.124191,0.000986912,0.00135615,0.0944342,0.0908821,True,0.35681999999999997,0.0943254,0.0907735,0.00355181,True,0.0943811,0.090829,0.00355206,True,0.0944268,0.0908746,0.00355225,True,0.0944368,0.0908845,0.00355227,True,0.0944358,0.0908836,0.00355224,True,0.516789,0.262486,0.42709,0.516068,0.296973,0.399473,0.14388,0.291801,0.335972,0.336062,0.000268165,1.19992,0.003812,1.04386,1.69387e-83,1.04386,1.69387e-83,1.04386,-1.04386,1.04386,1.04386
217,train,25,0,True,True,0.116512,0.106017,0.0104951,0.150706,0.139891,-0.00118535,-0.000952838,0.116623,0.106125,True,0.560572625,0.116512,0.106017,0.0104951,True,0.116569,0.106073,0.0104966,True,0.116616,0.106118,0.0104978,True,0.116626,0.106128,0.0104979,True,0.116625,0.106127,0.0104978,True,0.50609,0.566316,0.698648,0.753646,0.289464,0.770115,0.251963,0.648339,0.335744,0.33578,0.161432,1.20154,0.025029,1.04386,8.11216e-87,1.04386,8.11216e-87,1.04386,-1.04386,1.04386,1.04386
218,train,26,0,True,True,0.11445,0.117301,-0.00285128,0.148572,0.151518,-0.000302361,-8.56365e-05,0.114556,0.117412,False,0.5604003750000001,0.11445,0.117301,-0.00285128,False,0.114505,0.117358,-0.00285323,False,0.11455,0.117405,-0.00285482,False,0.11456,0.117415,-0.00285513,False,0.114558,0.117413,-0.00285511,False,0.436849,0.770113,0.681453,0.713739,0.770114,0.151298,0.22418,0.735457,0.335855,0.335916,1.20293,0.226097,1.04641,1.04386,3.88502e-90,1.04386,3.88502e-90,1.04386,-1.04386,1.04386,1.04386
219,train,27,0,True,True,0.111612,0.0964221,0.0151899,0.145643,0.129996,0.000882032,0.00194397,0.111716,0.0965254,True,0.5420535000000001,0.111612,0.0964221,0.0151899,True,0.111666,0.0964751,0.0151906,True,0.11171,0.0965186,0.015191,True,0.111719,0.096528,0.0151909,True,0.111718,0.096527,0.0151907,True,0.770114,0.770115,0.770115,0.770115,0.241903,0.12439,0.119561,0.770115,0.335956,0.336215,0.0387038,1.20007,0.0143483,1.04386,1.86059e-93,1.04386,1.86059e-93,1.04386,-1.04386,1.04386,1.04386
220,train,28,0,True,True,0.100936,0.0924277,0.00850864,0.134661,0.125894,0.000600896,0.00155185,0.101045,0.0925362,True,0.36707737499999993,0.100936,0.0924277,0.00850864,True,0.100992,0.0924832,0.00850905,True,0.101038,0.0925287,0.00850935,True,0.101048,0.0925386,0.00850933,True,0.101047,0.0925377,0.00850925,True,0.52447,0.365733,0.453304,0.600734,0.118889,0.344019,0.136189,0.393281,0.335821,0.336043,0.000687409,1.19992,0.00306138,1.04386,8.9106e-97,1.04386,8.9106e-97,1.04386,-1.04386,1.04386,1.04386
221,train,29,0,True,True,0.108421,0.0962566,0.0121647,0.14237,0.129839,0.000729946,0.00175033,0.10853,0.0963652,True,0.36093624999999996,0.108421,0.0962566,0.0121647,True,0.108477,0.0963122,0.0121651,True,0.108523,0.0963579,0.0121654,True,0.108533,0.0963678,0.0121654,True,0.108532,0.0963668,0.0121653,True,0.531274,0.502889,0.534256,0.557204,0.152056,0.089561,0.157529,0.362721,0.335916,0.336166,0.0400646,1.20008,0.00956835,1.04386,4.2674e-100,1.04386,4.2674e-100,1.04386,-1.04386,1.04386,1.04386
222,train,30,0,True,True,0.110819,0.0956244,0.015195,0.14484,0.129188,0.00104673,0.00202428,0.110928,0.0957329,True,0.4866560000000001,0.110819,0.0956244,0.015195,True,0.110875,0.09568,0.0151955,True,0.110921,0.0957256,0.0151958,True,0.110931,0.0957355,0.0151957,True,0.11093,0.0957345,0.0151955,True,0.743989,0.637715,0.708511,0.703339,0.198008,0.152937,0.1903,0.558449,0.336028,0.336273,0.0274704,1.2,0.0025033,1.04386,2.04372e-103,1.04386,2.04372e-103,1.04386,-1.04386,1.04386,1.04386
223,train,31,0,True,True,0.0899243,0.0871287,0.00279556,0.123316,0.120434,0.0015921,0.00217114,0.0900328,0.0872368,True,0.315127875,0.0899243,0.0871287,0.00279556,True,0.0899797,0.0871839,0.00279582,True,0.0900253,0.0872293,0.00279601,True,0.0900352,0.0872391,0.00279606,True,0.0900343,0.0872383,0.00279603,True,0.291619,0.360851,0.342939,0.426903,0.444661,0.192956,0.107367,0.353727,0.336035,0.336203,-5.04071e-05,1.19993,0.0033644,1.04386,9.78763e-107,1.04386,9.78763e-107,1.04386,-1.04386,1.04386,1.04386
224,train,32,1,True,True,0.0935866,0.0928646,0.00072204,0.126345,0.127089,0.00179963,0.0019357,0.0929733,0.0936951,True,0.3103241375,0.0935866,0.0928646,0.00072204,True,0.0936422,0.0929202,0.000721984,True,0.0936878,0.0929659,0.000721943,True,0.0936976,0.0929758,0.000721883,True,0.0936967,0.0929748,0.000721876,True,0.0938811,0.456305,0.374484,0.163556,0.490971,0.26999,0.367252,0.266154,0.336119,0.336177,1.19994,0.0151809,0.0136156,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386
225,train,33,1,True,True,0.0823341,0.0844495,-0.00211537,0.117673,0.115492,0.00416452,0.00466163,0.0845574,0.0824414,False,0.2686391125,0.0823341,0.0844495,-0.00211537,False,0.0823889,0.0845046,-0.00211574,False,0.0824339,0.0845499,-0.00211601,False,0.0824436,0.0845596,-0.00211609,False,0.0824427,0.0845588,-0.00211607,False,0.361298,0.0966629,0.122031,0.492813,0.349183,0.300039,0.218776,0.20831,0.336594,0.336788,5.30049e-08,1.19994,1.04641,3.83671e-07,1.04386,-1.04386,1.04386,3.83671e-07,1.04386,1.04386,1.04386
226,train,34,1,True,True,0.0881602,0.0871454,0.00101476,0.120452,0.121497,0.00412341,0.00424552,0.0872534,0.0882679,True,0.247402075,0.0881602,0.0871454,0.00101476,True,0.0882153,0.0872006,0.00101468,True,0.0882606,0.087246,0.00101462,True,0.0882703,0.0872557,0.00101456,True,0.0882694,0.0872548,0.00101455,True,0.0838406,0.400537,0.39741,0.10904,0.266488,0.131902,0.385266,0.204733,0.336594,0.336665,-2.407e-05,1.19993,1.04641,1.83641e-10,1.04386,-1.04386,1.04386,1.83641e-10,1.04386,1.04386,1.04386
227,train,35,1,True,True,0.0936617,0.0957854,-0.0021237,0.129354,0.127165,0.0010423,0.00120848,0.0958939,0.0937699,False,0.28502317499999996,0.0936617,0.0957854,-0.0021237,False,0.0937171,0.095841,-0.00212391,False,0.0937626,0.0958866,-0.00212406,False,0.0937724,0.0958964,-0.00212408,False,0.0937714,0.0958955,-0.00212406,False,0.497202,0.08,0.0873754,0.571344,0.284368,0.089561,0.410277,0.260058,0.336108,0.336191,0.00150272,1.19991,1.04536,8.78982e-14,1.04386,-1.04386,1.04386,8.78982e-14,1.04386,1.04386,1.04386
228,train,36,1,True,True,0.105809,0.106795,-0.000985632,0.140692,0.139676,0.000273655,0.000597687,0.106903,0.105917,False,0.466908025,0.105809,0.106795,-0.000985632,False,0.105864,0.10685,-0.000985816,False,0.10591,0.106896,-0.000985963,False,0.105919,0.106906,-0.000986024,False,0.105918,0.106904,-0.000986014,False,0.16197,0.684524,0.770113,0.221052,0.0829502,0.459844,0.75628,0.598531,0.335938,0.336027,0.281587,1.20444,1.04641,4.20718e-17,1.04386,-1.04386,1.04386,4.20718e-17,1.04386,1.04386,1.04386
229,train,37,1,True,True,0.109331,0.0964236,0.0129072,0.130007,0.143303,0.00315637,0.00259325,0.0965306,0.109438,True,0.335891,0.109331,0.0964236,0.0129072,True,0.109386,0.0964785,0.0129077,True,0.109432,0.0965235,0.0129081,True,0.109441,0.0965332,0.012908,True,0.10944,0.0965322,0.0129078,True,0.102989,0.509698,0.564957,0.103372,0.107356,0.134907,0.770115,0.393734,0.336317,0.336201,1.20009,0.0409547,0.0147324,2.01373e-20,1.04386,-1.04386,1.04386,2.01373e-20,1.04386,1.04386,1.04386
230,train,38,1,True,True,0.0894742,0.0914422,-0.00196794,0.12488,0.122851,-0.000122369,0.000308218,0.0915509,0.0895826,False,0.382305125,0.0894742,0.0914422,-0.00196794,False,0.0895296,0.0914977,-0.00196814,False,0.089575,0.0915433,-0.00196829,False,0.089585,0.0915534,-0.00196834,False,0.0895841,0.0915524,-0.00196832,False,0.370735,0.363315,0.391723,0.528047,0.377254,0.374888,0.202841,0.449638,0.335771,0.335871,7.84092e-05,1.19993,1.04641,9.64402e-24,1.04386,-1.04386,1.04386,9.64402e-24,1.04386,1.04386,1.04386
231,train,39,1,True,True,0.0889378,0.081084,0.0078538,0.114203,0.122297,0.00574733,0.00511193,0.0811907,0.0890451,True,0.20175882499999997,0.0889378,0.081084,0.0078538,True,0.0889928,0.0811385,0.0078543,True,0.089038,0.0811833,0.00785468,True,0.0890475,0.0811929,0.00785462,True,0.0890466,0.0811921,0.00785454,True,0.0808779,0.279686,0.34867,0.0841486,0.0901021,0.181483,0.39448,0.154623,0.337357,0.337108,1.19994,3.31574e-08,0.0133184,4.61865e-27,1.04386,-1.04386,1.04386,4.61865e-27,1.04386,1.04386,1.04386
232,train,40,1,True,True,0.0804171,0.0771514,0.00326566,0.110149,0.113514,0.00710611,0.00696893,0.0772577,0.0805234,True,0.21241474999999999,0.0804171,0.0771514,0.00326566,True,0.0804714,0.0772056,0.00326577,True,0.0805161,0.0772503,0.00326585,True,0.0805256,0.0772598,0.00326579,True,0.0805248,0.077259,0.00326575,True,0.133549,0.283897,0.37404,0.08,0.19023,0.105815,0.336074,0.195713,0.337579,0.337544,1.19995,3.31819e-08,0.00307121,2.21193e-30,1.04386,-1.04386,1.04386,2.21193e-30,1.04386,1.04386,1.04386
233,train,41,1,True,True,0.0808772,0.078274,0.00260326,0.111308,0.11399,0.00603464,0.00594415,0.078381,0.0809842,True,0.24675849999999996,0.0808772,0.078274,0.00260326,True,0.0809319,0.0783286,0.00260329,True,0.0809768,0.0783735,0.00260331,True,0.0809864,0.0783831,0.00260326,True,0.0809856,0.0783823,0.00260323,True,0.105732,0.36215,0.325922,0.165835,0.384943,0.156351,0.267067,0.206068,0.337096,0.337076,1.19995,3.31803e-08,0.00320557,1.05932e-33,1.04386,-1.04386,1.04386,1.05932e-33,1.04386,1.04386,1.04386
234,train,42,1,True,True,0.0662313,0.0640095,0.00222176,0.0965819,0.0988711,0.0115719,0.0117009,0.0641084,0.0663298,True,0.18587850000000003,0.0662313,0.0640095,0.00222176,True,0.0662813,0.0640597,0.00222162,True,0.0663228,0.0641013,0.00222151,True,0.0663315,0.0641101,0.0022214,True,0.0663308,0.0641095,0.00222138,True,0.212831,0.207436,0.26523,0.224674,0.113793,0.145288,0.128915,0.188861,0.339652,0.339769,1.19997,3.3248e-08,0.00685566,5.07324e-37,1.04386,-1.04386,1.04386,5.07324e-37,1.04386,1.04386,1.04386
235,train,43,1,True,True,0.0978522,0.0958409,0.0020113,0.129409,0.131479,0.00616903,0.00616492,0.0959482,0.0979588,True,0.27282975,0.0978522,0.0958409,0.0020113,True,0.097907,0.095896,0.00201099,True,0.097952,0.0959412,0.00201074,True,0.0979614,0.0959508,0.00201067,True,0.0979605,0.0959498,0.00201064,True,0.11078,0.257738,0.13034,0.399908,0.770113,0.240898,0.097806,0.175055,0.337122,0.337127,1.20017,0.0539673,0.0243863,2.42964e-40,1.04386,-1.04386,1.04386,2.42964e-40,1.04386,1.04386,1.04386
236,train,44,1,True,True,0.0929104,0.0928829,2.74977e-05,0.126364,0.126392,0.00219014,0.0021981,0.0929915,0.0930188,True,0.32688025,0.0929104,0.0928829,2.74977e-05,True,0.0929659,0.0929385,2.73918e-05,True,0.0930114,0.0929841,2.73128e-05,True,0.0930212,0.0929939,2.72875e-05,True,0.0930203,0.092993,2.72873e-05,True,0.463514,0.106965,0.08,0.646135,0.52235,0.243356,0.304203,0.248519,0.336263,0.336284,1.19992,0.000956214,0.00473326,1.16359e-43,1.04386,-1.04386,1.04386,1.16359e-43,1.04386,1.04386,1.04386
237,train,45,1,True,True,0.069199,0.0662777,0.00292129,0.0989236,0.101936,0.0117015,0.0117787,0.0663777,0.0692994,True,0.16899925000000002,0.069199,0.0662777,0.00292129,True,0.0692501,0.0663286,0.00292158,True,0.0692924,0.0663706,0.0029218,True,0.0693012,0.0663795,0.00292175,True,0.0693005,0.0663788,0.00292172,True,0.229949,0.132228,0.173526,0.267329,0.185581,0.149795,0.08,0.133586,0.340009,0.340097,1.19997,3.32302e-08,0.00566953,5.57257e-47,1.04386,-1.04386,1.04386,5.57257e-47,1.04386,1.04386,1.04386
238,train,46,1,True,True,0.0929907,0.0939596,-0.000968863,0.127474,0.126475,0.00211648,0.0023451,0.0940683,0.0930992,False,0.31425375,0.0929907,0.0939596,-0.000968863,False,0.0930463,0.0940153,-0.000969003,False,0.0930919,0.094061,-0.000969106,False,0.0931017,0.0940708,-0.000969165,False,0.0931007,0.0940699,-0.000969155,False,0.099258,0.348219,0.354446,0.303381,0.520741,0.456976,0.180046,0.250963,0.336167,0.336229,0.015767,1.19994,1.04641,2.66878e-50,1.04386,-1.04386,1.04386,2.66878e-50,1.04386,1.04386,1.04386
239,train,47,1,True,True,0.0962873,0.093409,0.00287827,0.126903,0.129866,0.00731924,0.00729857,0.093516,0.0963937,True,0.268208325,0.0962873,0.093409,0.00287827,True,0.096342,0.093464,0.00287801,True,0.0963869,0.0935091,0.0028778,True,0.0963963,0.0935185,0.00287772,True,0.0963953,0.0935176,0.00287769,True,0.162354,0.228891,0.0978166,0.426085,0.770113,0.161678,0.13612,0.162609,0.337497,0.337502,1.19995,0.0166188,0.013297,1.27811e-53,1.04386,-1.04386,1.04386,1.27811e-53,1.04386,1.04386,1.04386
