cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,target_out_2550ps,other_out_2550ps,margin_2550ps,correct_2550ps,target_out_2950ps,other_out_2950ps,margin_2950ps,correct_2950ps,target_out_3350ps,other_out_3350ps,margin_3350ps,correct_3350ps,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,bwd_signal,dp0,dn0,output_delta_net_0,dp1,dn1,output_delta_net_1,max_abs_output_delta_signal,max_output_delta_node,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta,sum_d_readout_out0_signed,sum_d_readout_out1_signed,d_output_bias_out0_signed,d_output_bias_out1_signed
105,train,52,1,True,True,0.271404,0.272345,-0.00094118,0.310918,0.309952,0.305123,0.298206,0.272452,0.27151,False,0.19452275,0.271404,0.272345,-0.00094118,False,0.271506,0.272447,-0.000940979,False,0.271515,0.272457,-0.000942128,False,0.08,0.25617,0.274205,0.152513,0.299029,0.186263,0.182402,0.1256,0.00125962,0.00129223,1.20948,-0.00312478,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000940573,6.06489e-07,0.00169405,8.95407e-07,0.00169405,2.83564e-06,-0.010571368000000001,-0.005236024,-8.95407e-07,-8.92135e-07
106,train,21,0,True,True,0.272341,0.2714,0.000940791,0.310916,0.309949,0.305823,0.300272,0.272449,0.271507,True,0.3978995,0.272341,0.2714,0.000940791,True,0.272443,0.271502,0.000941062,True,0.272453,0.271511,0.000942246,True,0.618181,0.473595,0.444862,0.551244,0.122733,0.505327,0.128291,0.338963,0.00125642,0.00128231,-0.00125168,1.20806,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000941189,3.98254e-07,0.00940374,8.95403e-07,0.00940374,2.83563e-06,-0.016872786,-0.012571054,-8.95403e-07,-8.92132e-07
107,train,53,1,True,True,0.2714,0.27234,-0.000940782,0.310914,0.309948,0.305122,0.298205,0.272448,0.271506,False,0.36896112499999995,0.2714,0.27234,-0.000940782,False,0.271501,0.272442,-0.000940939,False,0.27151,0.272453,-0.000942145,False,0.490344,0.306697,0.332631,0.596352,0.292771,0.227785,0.206721,0.498388,0.00125963,0.00129224,1.20948,-0.00312288,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000940904,-1.22515e-07,0.0143214,8.954e-07,0.0143214,2.83561e-06,-0.035337847,-0.0019995959999999998,-8.954e-07,-8.92128e-07
108,train,22,0,True,True,0.272339,0.271398,0.000940735,0.310913,0.309946,0.305821,0.300271,0.272447,0.271504,True,0.5125206250000001,0.272339,0.271398,0.000940735,True,0.272441,0.2715,0.000940904,True,0.272451,0.271509,0.00094207,True,0.572917,0.476237,0.588594,0.770113,0.330766,0.770113,0.260624,0.330801,0.00125643,0.00128232,-0.0054062,1.21051,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000940964,2.28841e-07,0.0187438,8.95396e-07,0.0187438,2.8356e-06,-0.018088330000000003,-0.020626460000000003,-8.95396e-07,-8.92124e-07
109,train,54,1,True,True,0.271398,0.272339,-0.00094097,0.310913,0.309946,0.305122,0.298205,0.272447,0.271505,False,0.2491034375,0.271398,0.272339,-0.00094097,False,0.2715,0.272441,-0.000941039,False,0.271509,0.272451,-0.000942223,False,0.0908635,0.402777,0.436154,0.113948,0.189068,0.119883,0.402171,0.237963,0.00125963,0.00129224,1.20948,-0.00312306,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000941032,-6.22395e-08,0.00304484,8.95393e-07,0.00304484,2.83559e-06,-0.008419062,-0.004421044000000001,-8.95393e-07,-8.92121e-07
110,train,23,0,True,True,0.272337,0.271396,0.000940798,0.31091,0.309944,0.305821,0.300272,0.272444,0.271502,True,0.493214375,0.272337,0.271396,0.000940798,True,0.272439,0.271498,0.000940887,True,0.272449,0.271507,0.000942043,True,0.770114,0.473998,0.604056,0.755224,0.421596,0.138322,0.137644,0.644761,0.00125643,0.00128231,-0.00540522,1.21051,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000940942,1.44326e-07,0.00620413,8.95389e-07,0.00620413,2.83558e-06,-0.017315232000000003,-0.00847759949,-8.95389e-07,-8.92117e-07
111,train,55,1,True,True,0.271396,0.272336,-0.000940865,0.31091,0.309944,0.30512,0.298204,0.272444,0.271502,False,0.288436375,0.271396,0.272336,-0.000940865,False,0.271497,0.272438,-0.000940935,False,0.271507,0.272449,-0.00094213,False,0.10672,0.473012,0.469743,0.127738,0.256922,0.143785,0.435427,0.294144,0.00125964,0.00129224,1.20948,-0.00312316,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000941126,-2.6087e-07,0.0065245,8.95385e-07,0.0065245,2.83557e-06,-0.018292997999999998,-0.0052447493000000005,-8.95385e-07,-8.92114e-07
112,train,24,0,True,True,0.272335,0.271394,0.000940845,0.310908,0.309942,0.305119,0.298203,0.272442,0.2715,True,0.35681999999999997,0.272335,0.271394,0.000940845,True,0.272437,0.271496,0.000940984,True,0.272447,0.271505,0.000942178,True,0.516789,0.262486,0.42709,0.516068,0.296973,0.399473,0.14388,0.291801,0.00125964,0.00129224,1.20948,-0.00312324,0.0194704,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.00094095,1.05293e-07,1.56967e-06,8.95382e-07,1.56967e-06,2.83556e-06,-1.0765599000000001e-05,-7.888472000000001e-06,-8.95382e-07,-8.9211e-07
113,train,56,1,True,True,0.271393,0.272334,-0.000940901,0.310907,0.309941,0.305119,0.298203,0.272442,0.271499,False,0.3319903,0.271393,0.272334,-0.000940901,False,0.271495,0.272436,-0.000941016,False,0.271504,0.272446,-0.000942216,False,0.0835114,0.48009,0.460324,0.210826,0.454942,0.2032,0.440416,0.322613,0.00125964,0.00129224,1.20948,-0.00312521,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000940963,-6.27522e-08,0.0072695,8.95378e-07,0.0072695,2.83555e-06,-0.021694716,-0.009338846999999999,-8.95378e-07,-8.92107e-07
114,train,25,0,True,True,0.272332,0.271391,0.000940674,0.310906,0.309939,0.305118,0.298203,0.27244,0.271498,True,0.5605725,0.272332,0.271391,0.000940674,True,0.272434,0.271493,0.000940907,True,0.272444,0.271502,0.000942122,True,0.50609,0.566316,0.698648,0.753646,0.289464,0.770114,0.251963,0.648339,0.00125965,0.00129224,1.20948,-0.00312535,0.0229366,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000940937,2.63558e-07,1.55981e-06,8.95375e-07,1.55981e-06,2.83553e-06,-1.0574298000000001e-05,-7.823607e-06,-8.95375e-07,-8.92103e-07
115,train,57,1,True,True,0.271389,0.27233,-0.000940793,0.310904,0.309938,0.306382,0.300484,0.272438,0.271496,False,0.36300319999999997,0.271389,0.27233,-0.000940793,False,0.271491,0.272432,-0.000940919,False,0.2715,0.272443,-0.000942232,False,0.0818106,0.48645,0.483783,0.251085,0.484802,0.354263,0.420878,0.340954,0.00125387,0.00128131,-0.00566169,1.21045,0.0144167,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000940924,-1.30242e-07,1.5598e-06,8.95371e-07,1.5598e-06,2.83552e-06,-1.0574221e-05,-7.823535999999999e-06,-8.95371e-07,-8.92099e-07
116,train,26,0,True,True,0.272329,0.271389,0.000940677,0.310903,0.309937,0.305117,0.298202,0.272437,0.271495,True,0.5604003750000001,0.272329,0.271389,0.000940677,True,0.272431,0.271491,0.000940797,True,0.272442,0.2715,0.000942004,True,0.436849,0.770113,0.681453,0.713739,0.770114,0.151298,0.22418,0.735457,0.00125966,0.00129225,1.20948,-0.0031255,0.0122574,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000940846,1.69281e-07,1.55979e-06,8.95368e-07,1.55979e-06,2.83551e-06,-1.0574154e-05,-7.823474e-06,-8.95368e-07,-8.92096e-07
117,train,58,1,True,True,0.271388,0.272329,-0.000940934,0.310902,0.309936,0.305116,0.298201,0.272437,0.271495,False,0.30504495000000004,0.271388,0.272329,-0.000940934,False,0.27149,0.272431,-0.000941031,False,0.271499,0.272441,-0.000942236,False,0.0908086,0.483583,0.467344,0.172846,0.377791,0.10718,0.425727,0.31508,0.00125966,0.00129225,1.20948,-0.00312538,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000941031,-9.72e-08,0.00752283,8.95364e-07,0.00752283,2.8355e-06,-0.020987074999999997,-0.0084994447,-8.95364e-07,-8.92092e-07
118,train,27,0,True,True,0.272328,0.271387,0.000940822,0.310901,0.309934,0.305601,0.298965,0.272435,0.271493,True,0.5420535000000001,0.272328,0.271387,0.000940822,True,0.27243,0.271489,0.000940918,True,0.27244,0.271498,0.000942071,True,0.770114,0.770115,0.770115,0.770115,0.241903,0.12439,0.119561,0.770115,0.00125744,0.00128857,1.20947,-0.00319961,0.0198628,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000941123,3.00455e-07,1.54976e-06,8.9536e-07,1.54976e-06,2.83549e-06,-1.0391606999999998e-05,-7.762814e-06,-8.9536e-07,-8.92089e-07
119,train,59,1,True,True,0.271387,0.272328,-0.000941204,0.310901,0.309934,0.30581,0.300257,0.272435,0.271493,False,0.235791625,0.271387,0.272328,-0.000941204,False,0.271488,0.27243,-0.000941313,False,0.271497,0.27244,-0.000942461,False,0.082853,0.247884,0.142691,0.288773,0.750944,0.118654,0.138684,0.11585,0.00125648,0.00128239,-0.0054066,1.21051,0.0124261,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000940802,4.02139e-07,1.54975e-06,8.95357e-07,1.54975e-06,2.83548e-06,-1.0391511e-05,-7.762753000000001e-06,-8.95357e-07,-8.92085e-07
120,train,28,0,True,True,0.272324,0.271384,0.000940759,0.310898,0.309931,0.305114,0.2982,0.272432,0.27149,True,0.36707737499999993,0.272324,0.271384,0.000940759,True,0.272426,0.271485,0.000941036,True,0.272437,0.271494,0.000942252,True,0.52447,0.365733,0.453304,0.600734,0.118889,0.344019,0.136189,0.393281,0.00125967,0.00129226,1.20948,-0.00312555,0.012252,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000941194,4.34955e-07,1.54974e-06,8.95353e-07,1.54974e-06,2.83547e-06,-1.0391434000000002e-05,-7.762692000000001e-06,-8.95353e-07,-8.92082e-07
121,train,60,1,True,True,0.271385,0.272325,-0.000940243,0.310898,0.309932,0.305113,0.298199,0.272433,0.271491,False,0.1511760125,0.271385,0.272325,-0.000940243,False,0.271486,0.272427,-0.00094041,False,0.271496,0.272437,-0.000941617,False,0.209429,0.0830459,0.168639,0.236886,0.0841124,0.264663,0.0826328,0.08,0.00125967,0.00129226,1.20948,-0.00312554,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000940877,-6.33941e-07,0.00174543,8.9535e-07,0.00174543,2.83546e-06,-0.010777175,-0.005718856,-8.9535e-07,-8.92078e-07
122,train,29,0,True,True,0.272322,0.271381,0.000940836,0.310896,0.309929,0.306376,0.300479,0.27243,0.271488,True,0.36093624999999996,0.272322,0.271381,0.000940836,True,0.272424,0.271483,0.000940983,True,0.272434,0.271492,0.000942293,True,0.531274,0.502889,0.534256,0.557204,0.152056,0.089561,0.157529,0.362721,0.0012539,0.00128133,-0.0056603,1.21045,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000941068,2.32301e-07,0.00293952,8.95346e-07,0.00293952,2.83544e-06,-0.014756668000000002,0.0010870225,-8.95346e-07,-8.92074e-07
123,train,61,1,True,True,0.271382,0.272323,-0.000941255,0.310896,0.309929,0.306373,0.300475,0.27243,0.271488,False,0.19387995,0.271382,0.272323,-0.000941255,False,0.271483,0.272424,-0.000941125,False,0.271492,0.272435,-0.000942386,False,0.0863096,0.241792,0.27736,0.148773,0.247982,0.215356,0.199654,0.133813,0.00125391,0.00128135,-0.00566282,1.21045,0.01952,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000940854,4.00852e-07,1.53575e-06,8.95342e-07,1.53575e-06,2.83543e-06,-1.0206755e-05,-7.73016e-06,-8.95342e-07,-8.92071e-07
124,train,30,0,True,True,0.27232,0.271379,0.000940887,0.310894,0.309927,0.305596,0.298962,0.272428,0.271485,True,0.4866560000000001,0.27232,0.271379,0.000940887,True,0.272422,0.271481,0.000941053,True,0.272432,0.27149,0.000942199,True,0.743989,0.637715,0.708511,0.703339,0.198008,0.152937,0.1903,0.558449,0.00125746,0.00128858,1.20947,-0.00320151,0.0144649,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000941018,1.31352e-07,1.53574e-06,8.95339e-07,1.53574e-06,2.83542e-06,-1.0206678e-05,-7.730089e-06,-8.95339e-07,-8.92067e-07
125,train,62,1,True,True,0.271378,0.272319,-0.000940824,0.310892,0.309926,0.305111,0.298198,0.272427,0.271485,False,0.282842625,0.271378,0.272319,-0.000940824,False,0.27148,0.272421,-0.000940974,False,0.271489,0.272431,-0.000942184,False,0.08203,0.405599,0.394167,0.173139,0.384138,0.142556,0.412841,0.268271,0.00125968,0.00129227,1.20948,-0.00312582,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000940955,-1.3077e-07,0.00269504,8.95335e-07,0.00269504,2.83541e-06,-0.008587139,-0.0098305449,-8.95335e-07,-8.92064e-07
126,train,31,0,True,True,0.272317,0.271376,0.000940667,0.31089,0.309924,0.305109,0.298197,0.272425,0.271483,True,0.315127875,0.272317,0.271376,0.000940667,True,0.272419,0.271478,0.00094081,True,0.272429,0.271487,0.000942003,True,0.291619,0.360851,0.342939,0.426903,0.444661,0.192956,0.107367,0.353727,0.00125969,0.00129228,1.20948,-0.00312596,0.0229366,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000940843,1.7641e-07,1.52555e-06,8.95332e-07,1.52555e-06,2.8354e-06,-1.0142872999999999e-05,-7.65854e-06,-8.95332e-07,-8.9206e-07
127,train,63,1,True,True,0.271376,0.272317,-0.000940982,0.31089,0.309923,0.305109,0.298196,0.272425,0.271483,False,0.3316285,0.271376,0.272317,-0.000940982,False,0.271478,0.272419,-0.000941115,False,0.271487,0.272429,-0.000942309,False,0.306762,0.236775,0.145135,0.56106,0.770112,0.239122,0.139169,0.254893,0.00125969,0.00129228,1.20948,-0.00312583,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000940985,-3.78785e-09,0.00760077,8.95328e-07,0.00760077,2.83539e-06,-0.016388366,-0.010016193,-8.95328e-07,-8.92056e-07
128,train,0,0,True,True,0.272315,0.271374,0.000940747,0.310888,0.309922,0.305806,0.300259,0.272423,0.27148,True,0.44786,0.272315,0.271374,0.000940747,True,0.272417,0.271476,0.000940972,True,0.272427,0.271485,0.000942133,True,0.741245,0.57729,0.633202,0.770112,0.107267,0.142146,0.109099,0.502519,0.00125649,0.00128238,-0.00124986,1.20806,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000941017,2.69986e-07,0.00310628,8.95325e-07,0.00310628,2.83538e-06,-0.016211237999999996,0.0022802196,-8.95325e-07,-8.92053e-07
129,train,32,1,True,True,0.271373,0.272314,-0.000940801,0.310887,0.309921,0.305108,0.298196,0.272422,0.27148,False,0.3103241375,0.271373,0.272314,-0.000940801,False,0.271475,0.272416,-0.000940887,False,0.271484,0.272426,-0.000942073,False,0.0938811,0.456305,0.374484,0.163556,0.490971,0.26999,0.367252,0.266154,0.0012597,0.00129228,1.20948,-0.00312614,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000940864,-6.3312e-08,0.00445435,8.95321e-07,0.00445435,2.83536e-06,-0.008100291,-0.008626430000000001,-8.95321e-07,-8.92049e-07
130,train,1,0,True,True,0.272313,0.271372,0.000940916,0.310886,0.309919,0.305804,0.300256,0.27242,0.271478,True,0.383877,0.272313,0.271372,0.000940916,True,0.272415,0.271474,0.000941104,True,0.272425,0.271482,0.000942265,True,0.632611,0.475342,0.540965,0.624457,0.124163,0.08,0.282379,0.311099,0.0012565,0.00128239,-0.0054055,1.21051,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000941089,1.73683e-07,0.00255432,8.95317e-07,0.00255432,2.83535e-06,-0.013365364999999997,0.002685945,-8.95317e-07,-8.92046e-07
131,train,33,1,True,True,0.271371,0.272312,-0.00094097,0.310885,0.309919,0.305107,0.298195,0.27242,0.271477,False,0.2686391125,0.271371,0.272312,-0.00094097,False,0.271473,0.272414,-0.000941204,False,0.271482,0.272424,-0.000942426,False,0.361298,0.0966629,0.122031,0.492813,0.349183,0.300039,0.218776,0.20831,0.0012597,0.00129228,1.20948,-0.00312601,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000941244,-2.74126e-07,0.00355167,8.95314e-07,0.00355167,2.83534e-06,-0.0070954437,-0.007492873,-8.95314e-07,-8.92042e-07
132,train,2,0,True,True,0.27231,0.27137,0.000940858,0.310884,0.309917,0.305802,0.300253,0.272418,0.271476,True,0.29886775000000004,0.27231,0.27137,0.000940858,True,0.272412,0.271471,0.00094107,True,0.272422,0.27148,0.000942253,True,0.460496,0.315118,0.428067,0.491527,0.139719,0.324761,0.106536,0.124718,0.00125651,0.00128241,-0.0054063,1.21051,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000941214,3.56439e-07,0.00218017,8.9531e-07,0.00218017,2.83533e-06,-0.010927962000000001,0.0002875150000000004,-8.9531e-07,-8.92039e-07
133,train,34,1,True,True,0.271369,0.272309,-0.000940917,0.310883,0.309916,0.305105,0.298194,0.272417,0.271475,False,0.247402075,0.271369,0.272309,-0.000940917,False,0.27147,0.272411,-0.000941067,False,0.271479,0.272422,-0.00094227,False,0.0838406,0.400537,0.39741,0.10904,0.266488,0.131902,0.385266,0.204733,0.00125971,0.00129229,1.20948,-0.00312617,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000941154,-2.37056e-07,0.00176468,8.95307e-07,0.00176468,2.83532e-06,-0.004777262,-0.007458758,-8.95307e-07,-8.92035e-07
134,train,3,0,True,True,0.272307,0.271367,0.000940707,0.310881,0.309914,0.306367,0.300473,0.272415,0.271473,True,0.34778837500000004,0.272307,0.271367,0.000940707,True,0.272409,0.271469,0.000940912,True,0.27242,0.271477,0.000942234,True,0.465983,0.392788,0.363332,0.423047,0.177356,0.430341,0.224457,0.305003,0.00125394,0.00128136,-0.0056579,1.21045,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000940959,2.51709e-07,0.00290236,8.95303e-07,0.00290236,2.83531e-06,-0.012704629,-0.0011947333,-8.95303e-07,-8.92031e-07
135,train,35,1,True,True,0.271366,0.272307,-0.000940955,0.31088,0.309913,0.305104,0.298193,0.272415,0.271473,False,0.28502317499999996,0.271366,0.272307,-0.000940955,False,0.271468,0.272409,-0.000941147,False,0.271477,0.27242,-0.00094235,False,0.497202,0.08,0.0873754,0.571344,0.284368,0.089561,0.410277,0.260058,0.00125971,0.00129229,1.20948,-0.00312434,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000941089,-1.34044e-07,0.00735535,8.95299e-07,0.00735535,2.8353e-06,-0.014791127000000001,-0.008727668,-8.95299e-07,-8.92028e-07
136,train,4,0,True,True,0.272305,0.271364,0.000940744,0.310878,0.309911,0.305799,0.300252,0.272413,0.271471,True,0.383445,0.272305,0.271364,0.000940744,True,0.272407,0.271466,0.000940922,True,0.272417,0.271475,0.00094209,True,0.584164,0.47028,0.462056,0.628547,0.255224,0.176976,0.145681,0.344632,0.00125653,0.00128241,-0.00540509,1.21051,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000940801,5.74397e-08,0.00229319,8.95296e-07,0.00229319,2.83529e-06,-0.012753929,0.0037172594,-8.95296e-07,-8.92024e-07
137,train,36,1,True,True,0.271363,0.272304,-0.000940795,0.310877,0.309911,0.305103,0.298193,0.272412,0.27147,False,0.466908025,0.271363,0.272304,-0.000940795,False,0.271465,0.272406,-0.000940993,False,0.271474,0.272416,-0.000942203,False,0.16197,0.684524,0.770113,0.221052,0.0829502,0.459844,0.75628,0.598531,0.00125972,0.00129229,1.20948,-0.00312649,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000941021,-2.25772e-07,0.0220847,8.95292e-07,0.0220847,2.83527e-06,-0.069290845,-0.013231218999999999,-8.95292e-07,-8.92021e-07
138,train,5,0,True,True,0.272303,0.271362,0.000940749,0.310876,0.309909,0.306364,0.300471,0.27241,0.271468,True,0.37133174999999996,0.272303,0.271362,0.000940749,True,0.272405,0.271464,0.000940943,True,0.272415,0.271473,0.000942264,True,0.543454,0.493438,0.523504,0.44525,0.181826,0.385814,0.148522,0.248846,0.00125395,0.00128137,-0.00566102,1.21045,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000940978,2.29473e-07,0.00239074,8.95289e-07,0.00239074,2.83526e-06,-0.012327879,0.0032486589999999997,-8.95289e-07,-8.92017e-07
139,train,37,1,True,True,0.271361,0.272302,-0.000940897,0.310875,0.309908,0.305102,0.298192,0.27241,0.271468,False,0.335891,0.271361,0.272302,-0.000940897,False,0.271463,0.272404,-0.000941092,False,0.271472,0.272414,-0.000942302,False,0.102989,0.509698,0.564957,0.103372,0.107356,0.134907,0.770115,0.393734,0.00125972,0.0012923,1.20948,-0.00312458,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000941144,-2.47116e-07,0.0149039,8.95285e-07,0.0149039,2.83525e-06,-0.027723747,-0.009584525000000002,-8.95285e-07,-8.92014e-07
140,train,6,0,True,True,0.272299,0.271359,0.000940535,0.310873,0.309906,0.3051,0.298192,0.272407,0.271465,True,0.54363975,0.272299,0.271359,0.000940535,True,0.272402,0.271461,0.000940703,True,0.272412,0.27147,0.000941902,True,0.676339,0.66374,0.770113,0.650108,0.375466,0.351668,0.149631,0.712053,0.00125973,0.0012923,1.20948,-0.00312493,0.0194704,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.00094099,4.55375e-07,1.36682e-06,8.95281e-07,1.36682e-06,2.83524e-06,-8.216011e-06,-7.236099999999999e-06,-8.95281e-07,-8.9201e-07
141,train,38,1,True,True,0.271358,0.272298,-0.000940525,0.310871,0.309905,0.305798,0.300255,0.272406,0.271464,False,0.382305125,0.271358,0.272298,-0.000940525,False,0.27146,0.2724,-0.000940714,False,0.271468,0.27241,-0.000941884,False,0.370735,0.363315,0.391723,0.528047,0.377254,0.374888,0.202841,0.449638,0.00125653,0.0012824,-0.00540097,1.2105,0.0144747,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000940809,-2.83351e-07,1.36681e-06,8.95278e-07,1.36681e-06,2.83523e-06,-8.215943e-06,-7.236043e-06,-8.95278e-07,-8.92006e-07
142,train,7,0,True,True,0.272297,0.271357,0.00094058,0.31087,0.309904,0.305796,0.300253,0.272405,0.271463,True,0.42723375,0.272297,0.271357,0.00094058,True,0.272399,0.271458,0.00094073,True,0.272409,0.271467,0.000941889,True,0.580763,0.423695,0.455836,0.753179,0.370996,0.391278,0.100993,0.34113,0.00125654,0.00128241,-0.00540147,1.2105,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000940984,4.03658e-07,0.0026754,8.95274e-07,0.0026754,2.83522e-06,-0.01667252,0.0027866938,-8.95274e-07,-8.92003e-07
143,train,39,1,True,True,0.271357,0.272298,-0.000941093,0.310871,0.309904,0.305099,0.298189,0.272406,0.271463,False,0.20175882499999997,0.271357,0.272298,-0.000941093,False,0.271459,0.2724,-0.000941284,False,0.271468,0.27241,-0.000942495,False,0.0808779,0.279686,0.34867,0.0841486,0.0901021,0.181483,0.39448,0.154623,0.00125974,0.00129231,1.20948,-0.0031265,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000940965,1.27742e-07,0.0016808,8.95271e-07,0.0016808,2.83521e-06,-0.0033296719999999997,-0.005781256,-8.95271e-07,-8.91999e-07
144,train,8,0,True,True,0.272294,0.271353,0.000940313,0.310867,0.309901,0.305795,0.300251,0.272401,0.27146,True,0.41991187500000005,0.272294,0.271353,0.000940313,True,0.272396,0.271455,0.00094052,True,0.272406,0.271464,0.000941696,True,0.464831,0.474401,0.515151,0.632988,0.357854,0.426654,0.152887,0.334529,0.00125655,0.00128241,-0.00540299,1.2105,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000940757,4.43401e-07,0.00239133,8.95267e-07,0.00239133,2.83519e-06,-0.014043072,0.0025384774,-8.95267e-07,-8.91996e-07
145,train,40,1,True,True,0.271355,0.272296,-0.000941088,0.310868,0.309901,0.305097,0.298188,0.272403,0.271461,False,0.21241474999999999,0.271355,0.272296,-0.000941088,False,0.271456,0.272398,-0.000941277,False,0.271465,0.272408,-0.000942479,False,0.133549,0.283897,0.37404,0.08,0.19023,0.105815,0.336074,0.195713,0.00125974,0.00129231,1.20948,-0.00312667,1.0464,0.000801577,1.04386,-1.04306,1.04386,0.000801577,1.04306,1.04306,1.04386,-0.000941118,-2.91084e-08,0.00146589,8.95264e-07,0.00146589,2.83518e-06,-0.0030521452999999997,-0.0056815929999999995,-8.95264e-07,-8.91992e-07
146,train,9,0,True,True,0.272292,0.271351,0.000940568,0.310865,0.309898,0.305793,0.300248,0.2724,0.271458,True,0.5125391,0.272292,0.271351,0.000940568,True,0.272394,0.271453,0.000940828,True,0.272404,0.271462,0.000942008,True,0.715184,0.569406,0.590993,0.770114,0.328889,0.269307,0.0863048,0.770115,0.00125656,0.00128243,-0.0054009,1.2105,1.0464,1.04386,0.000801577,1.04306,0.000801577,1.04386,-1.04306,1.04306,1.04386,0.000940995,4.27449e-07,0.00302844,8.9526e-07,0.00302844,2.83517e-06,-0.013829613000000001,0.006162381,-8.9526e-07,-8.91989e-07
